# base + TSP 微调 配对逐案
arm,k,n_src,T,dist,meas,switch,clear,fail,full,coverage,supplement,on_way,queue_clear,homing,queue_homing,on_way_homing,recovery
+Oropt,138,15,4349.1,17141,142,133,16,1,1,1823.3,401.9,437.9,1672.0,0.0,14.0,0.0,0.0
+Oropt,139,11,3939.8,14964,150,142,11,0,1,2049.8,0.0,251.8,1638.2,0.0,0.0,0.0,0.0
+Oropt,140,16,3979.0,16060,115,109,17,1,1,1729.3,0.0,435.9,1799.8,0.0,0.0,14.0,0.0
+Oropt,141,10,3211.4,10837,167,159,10,0,1,2101.7,0.0,299.0,810.7,0.0,0.0,0.0,0.0
+Oropt,142,15,3593.8,13499,137,131,16,1,1,1690.0,252.9,621.3,1015.6,0.0,0.0,14.0,0.0
+Oropt,143,16,4637.9,19200,120,112,18,2,1,1874.7,388.3,237.4,2109.5,0.0,28.0,0.0,0.0
+Oropt,144,14,4240.0,16375,150,142,15,1,1,1985.9,0.0,298.5,1941.7,0.0,14.0,0.0,0.0
+Oropt,145,10,3753.7,14114,148,141,10,0,1,1951.7,0.0,344.6,1457.4,0.0,0.0,0.0,0.0
+Oropt,146,13,4133.3,16097,142,136,14,1,1,1891.1,488.8,300.5,1439.0,0.0,14.0,0.0,0.0
+Oropt,147,16,4348.3,17011,145,138,17,1,1,2025.5,427.6,204.9,1676.4,0.0,14.0,0.0,0.0
+Oropt,148,10,3410.2,12431,147,139,10,0,1,1882.0,0.0,456.0,1072.2,0.0,0.0,0.0,0.0
+Oropt,149,15,4220.7,16678,136,130,15,0,1,1754.7,476.6,413.7,1575.7,0.0,0.0,0.0,0.0
+Oropt,150,14,4319.0,17145,138,130,14,0,1,2122.3,0.0,108.4,2088.3,0.0,0.0,0.0,0.0
+Oropt,151,14,3691.5,13517,154,145,15,1,1,2105.3,0.0,140.6,1431.6,0.0,14.0,0.0,0.0
+Oropt,152,12,3762.7,14264,143,135,12,0,1,1932.1,130.6,300.5,1399.5,0.0,0.0,0.0,0.0
+Oropt,153,10,3937.6,14738,158,150,10,0,1,2103.0,0.0,180.4,1654.2,0.0,0.0,0.0,0.0
+Oropt,154,13,3768.1,14036,150,143,14,1,1,1949.4,123.4,404.3,1277.1,0.0,0.0,14.0,0.0
+Oropt,155,16,4257.1,17055,129,121,16,0,1,1716.8,0.0,529.4,2010.9,0.0,0.0,0.0,0.0
+Oropt,156,14,3633.2,13756,136,129,15,1,1,1663.7,129.3,615.0,1212.2,0.0,0.0,13.0,0.0
+Oropt,157,15,4628.0,18250,152,143,15,0,1,2097.0,502.8,142.5,1885.7,0.0,0.0,0.0,0.0
+Oropt,158,11,3151.2,11476,135,126,11,0,1,1703.1,0.0,579.1,869.1,0.0,0.0,0.0,0.0
+Oropt,159,13,4081.7,15948,138,131,15,2,1,1742.9,462.1,509.8,1338.8,0.0,14.0,14.0,0.0
+Oropt,160,10,3475.9,12370,160,152,10,0,1,2104.2,0.0,235.4,1136.4,0.0,0.0,0.0,0.0
+Oropt,161,16,3911.7,15284,130,125,16,0,1,1607.6,0.0,670.7,1633.5,0.0,0.0,0.0,0.0
+Oropt,162,11,3021.1,10891,132,125,12,1,1,1696.3,0.0,440.3,870.6,0.0,14.0,0.0,0.0
+Oropt,163,13,4018.1,15410,146,138,14,1,1,1941.5,146.0,244.6,1672.0,0.0,14.0,0.0,0.0
+Oropt,164,13,4379.7,17118,149,140,15,2,1,1805.0,289.2,500.6,1756.9,0.0,28.0,0.0,0.0
+Oropt,165,12,3471.5,12517,152,145,13,1,1,1846.3,0.0,434.4,1176.8,0.0,0.0,14.0,0.0
+Oropt,166,11,3367.8,12269,143,135,14,3,1,1949.0,0.0,233.6,1143.2,0.0,42.0,0.0,0.0
+Oropt,167,13,4036.8,15399,149,141,15,2,1,1960.0,0.0,319.4,1729.4,0.0,28.0,0.0,0.0
+Oropt,168,16,4469.4,17897,136,127,17,1,1,1881.8,0.0,325.1,2248.6,0.0,14.0,0.0,0.0
+Oropt,169,14,3762.1,14286,140,132,15,1,1,1929.6,0.0,348.4,1470.2,0.0,0.0,14.0,0.0
+Oropt,170,15,4258.4,16682,142,134,16,1,1,1891.6,0.0,361.0,1991.7,0.0,14.0,0.0,0.0
+Oropt,171,10,4064.7,15708,147,138,10,0,1,2131.7,178.7,79.2,1675.1,0.0,0.0,0.0,0.0
+Oropt,172,13,4253.2,16366,154,145,13,0,1,2047.5,0.0,222.2,1983.5,0.0,0.0,0.0,0.0
+Oropt,173,13,3918.5,14707,153,144,14,1,1,2060.1,0.0,237.3,1607.1,0.0,14.0,0.0,0.0
+Oropt,174,16,4362.0,17110,143,136,19,3,1,1614.4,490.9,796.3,1418.4,0.0,14.0,28.0,0.0
+Oropt,175,15,3890.8,15179,130,124,17,2,1,1743.0,0.0,586.5,1533.3,0.0,0.0,28.0,0.0
+Oropt,176,16,4071.9,15925,135,126,18,2,1,1744.9,0.0,577.0,1723.0,0.0,27.0,0.0,0.0
+Oropt,177,15,4429.6,17598,140,132,16,1,1,1813.6,481.7,433.7,1687.6,0.0,0.0,13.0,0.0
+Oropt,178,14,3693.0,14135,134,126,14,0,1,1795.5,0.0,625.8,1271.7,0.0,0.0,0.0,0.0
+Oropt,179,16,3796.8,15079,118,111,16,0,1,1833.3,0.0,299.6,1663.8,0.0,0.0,0.0,0.0
+Oropt,180,11,4278.1,16735,147,138,12,1,1,1719.0,292.8,590.0,1662.3,0.0,14.0,0.0,0.0
+Oropt,181,12,4423.2,17501,144,137,14,2,1,1978.4,383.0,239.5,1794.3,0.0,28.0,0.0,0.0
+Oropt,182,14,4002.2,15496,140,133,14,0,1,1900.8,0.0,351.6,1749.8,0.0,0.0,0.0,0.0
+Oropt,183,16,4121.4,16062,139,131,17,1,1,1863.7,0.0,491.5,1752.2,0.0,0.0,14.0,0.0
+Oropt,184,13,4285.3,16481,155,146,14,1,1,2077.8,0.0,182.4,2011.1,0.0,14.0,0.0,0.0
+Oropt,185,13,4016.0,14965,160,152,15,2,1,2075.1,0.0,210.4,1702.6,0.0,28.0,0.0,0.0
+Oropt,186,15,4042.5,15978,130,122,15,0,1,1792.7,120.5,385.3,1744.0,0.0,0.0,0.0,0.0
+Oropt,187,12,4176.4,16367,142,133,12,0,1,1969.1,116.0,343.9,1747.3,0.0,0.0,0.0,0.0
+Oropt,188,14,4408.4,17327,147,138,14,0,1,1917.1,324.9,418.5,1748.0,0.0,0.0,0.0,0.0
+Oropt,189,15,4391.0,17175,148,141,15,0,1,2219.7,0.0,34.1,2137.2,0.0,0.0,0.0,0.0
+Oropt,190,11,4201.6,15908,161,151,14,3,1,2149.9,0.0,103.9,1909.8,0.0,38.1,0.0,0.0
+Oropt,191,13,4014.4,15397,146,137,14,1,1,1945.8,0.0,339.3,1715.2,0.0,14.0,0.0,0.0
+Oropt,192,14,3719.0,14205,136,128,14,0,1,1492.6,0.0,906.4,1320.0,0.0,0.0,0.0,0.0
+Oropt,193,12,4021.0,15395,148,139,13,1,1,1845.7,0.0,437.9,1723.4,0.0,14.0,0.0,0.0
+Oropt,194,11,3895.2,14306,164,156,12,1,1,2181.9,0.0,125.9,1573.4,0.0,0.0,14.0,0.0
+Oropt,195,11,3848.5,14448,151,143,13,2,1,2098.9,0.0,113.3,1608.3,0.0,28.0,0.0,0.0
+Oropt,196,16,4342.5,17733,120,113,17,1,1,1676.3,465.9,425.7,1760.6,0.0,0.0,14.0,0.0
+Oropt,197,14,3470.1,13326,124,115,14,0,1,1750.0,0.0,408.6,1311.4,0.0,0.0,0.0,0.0
+Oropt,198,16,4089.9,15799,143,135,16,0,1,1920.9,118.7,322.8,1727.4,0.0,0.0,0.0,0.0
+Oropt,199,13,4091.0,15530,154,147,14,1,1,2025.7,0.0,323.4,1727.9,0.0,0.0,14.0,0.0
+Oropt,200,13,3875.6,14913,139,133,13,0,1,1871.8,0.0,361.1,1642.7,0.0,0.0,0.0,0.0
+Oropt,201,16,3845.9,14959,129,123,18,2,1,1671.2,0.0,533.8,1612.8,0.0,14.0,14.0,0.0
+Oropt,202,10,3420.8,12319,152,144,11,1,1,1897.1,0.0,472.3,1037.3,0.0,0.0,14.0,0.0
+Oropt,203,10,3476.6,12493,155,147,12,2,1,2100.0,0.0,290.4,1058.2,0.0,14.0,14.0,0.0
+Oropt,204,13,3911.5,15102,139,131,13,0,1,1737.6,0.0,510.6,1663.3,0.0,0.0,0.0,0.0
+Oropt,205,14,4335.8,16889,149,140,15,1,1,1903.8,146.0,396.3,1875.6,0.0,14.0,0.0,0.0
+Oropt,206,15,3974.0,15340,139,130,17,2,1,1575.8,0.0,744.1,1626.1,0.0,28.0,0.0,0.0
+Oropt,207,12,3709.1,13991,143,136,12,0,1,1805.7,0.0,486.0,1417.4,0.0,0.0,0.0,0.0
+Oropt,208,11,3947.0,15045,148,140,12,1,1,1937.1,421.7,340.7,1234.5,0.0,13.0,0.0,0.0
+Oropt,209,16,3829.9,14969,127,121,16,0,1,1534.8,0.0,685.9,1609.2,0.0,0.0,0.0,0.0
+Oropt,210,11,3463.7,12784,143,134,12,1,1,1891.0,0.0,382.3,1176.4,0.0,14.0,0.0,0.0
+Oropt,211,16,4034.0,15860,130,123,19,3,1,1714.1,0.0,477.5,1800.4,0.0,28.0,14.0,0.0
+Oropt,212,11,4024.6,15033,162,153,11,0,1,2136.1,111.9,182.7,1593.9,0.0,0.0,0.0,0.0
+Oropt,213,16,4071.0,16060,130,123,18,2,1,1942.2,0.0,134.2,1966.6,0.0,28.0,0.0,0.0
+Oropt,214,10,3863.6,14403,157,148,10,0,1,2173.8,0.0,99.2,1590.6,0.0,0.0,0.0,0.0
+Oropt,215,16,4090.6,16098,132,125,18,2,1,1907.3,0.0,282.3,1873.0,0.0,14.0,14.0,0.0
+Oropt,216,15,4284.7,17094,133,126,15,0,1,1761.0,452.3,460.6,1610.8,0.0,0.0,0.0,0.0
+Oropt,217,13,3830.6,14658,140,131,14,1,1,1631.5,0.0,583.8,1601.3,0.0,14.0,0.0,0.0
+Oropt,218,12,3667.7,13638,148,140,12,0,1,1697.0,0.0,604.9,1365.8,0.0,0.0,0.0,0.0
+Oropt,219,10,3218.9,11754,137,130,11,1,1,1896.5,0.0,275.8,1032.5,0.0,0.0,14.0,0.0
+Oropt,220,15,3729.6,14118,140,131,15,0,1,1797.4,0.0,491.2,1441.0,0.0,0.0,0.0,0.0
+Oropt,221,13,4273.8,17024,135,126,14,1,1,1746.0,290.0,392.2,1831.5,0.0,14.0,0.0,0.0
+Oropt,222,16,4253.1,17000,129,122,18,2,1,1789.2,0.0,416.0,2019.9,0.0,28.0,0.0,0.0
+Oropt,223,14,4084.1,15560,151,144,15,1,1,1958.7,0.0,347.4,1763.9,0.0,14.0,0.0,0.0
+Oropt,224,11,3390.0,12065,154,146,13,2,1,2022.1,0.0,222.2,1117.7,0.0,14.0,14.0,0.0
+Oropt,225,13,3702.7,14043,139,131,14,1,1,1784.9,0.0,378.8,1525.9,0.0,13.0,0.0,0.0
+Oropt,226,12,3318.7,11879,148,143,12,0,1,1724.5,0.0,612.0,982.2,0.0,0.0,0.0,0.0
+Oropt,227,13,4696.4,18807,146,137,14,1,1,2085.0,543.1,174.2,1880.1,0.0,14.0,0.0,0.0
+Oropt,228,11,3625.9,13245,154,146,13,2,1,1918.1,0.0,340.3,1339.6,0.0,14.0,14.0,0.0
+Oropt,229,16,3676.7,14103,129,122,19,3,1,1472.9,0.0,754.2,1407.6,0.0,14.0,28.0,0.0
+Oropt,230,16,4077.3,16131,130,121,16,0,1,2080.7,0.0,0.0,1996.6,0.0,0.0,0.0,0.0
+Oropt,231,11,4210.7,16169,155,147,11,0,1,2046.7,146.0,283.8,1734.2,0.0,0.0,0.0,0.0
+Oropt,232,12,3902.0,14835,147,140,12,0,1,2130.5,0.0,114.0,1657.5,0.0,0.0,0.0,0.0
+Oropt,233,11,3547.4,13122,146,138,11,0,1,1942.0,0.0,331.5,1273.9,0.0,0.0,0.0,0.0
+Oropt,234,15,4150.3,16237,138,129,18,3,1,1715.1,0.0,509.4,1887.7,0.0,38.1,0.0,0.0
+Oropt,235,15,4157.8,15879,151,143,18,3,1,1797.3,0.0,531.0,1788.5,0.0,28.0,13.0,0.0
+Oropt,236,11,3934.4,15157,142,135,12,1,1,1942.2,475.3,258.6,1244.2,0.0,14.0,0.0,0.0
+Oropt,237,11,3082.6,10983,140,131,11,0,1,1905.9,0.0,320.3,856.4,0.0,0.0,0.0,0.0
+Oropt,238,12,4837.1,19371,152,143,12,0,1,2231.2,492.2,30.7,2083.0,0.0,0.0,0.0,0.0
+Oropt,239,10,3064.6,10813,143,137,10,0,1,1897.4,0.0,490.9,676.3,0.0,0.0,0.0,0.0
+Oropt,240,16,3788.2,14586,132,125,18,2,1,1578.2,0.0,734.5,1447.4,0.0,0.0,28.0,0.0
+Oropt,241,16,4292.6,17358,124,118,17,1,1,1482.1,0.0,822.5,1974.0,0.0,0.0,14.0,0.0
+Oropt,242,12,4095.3,15627,153,145,12,0,1,2103.2,0.0,132.7,1859.4,0.0,0.0,0.0,0.0
+Oropt,243,13,4259.5,16483,151,143,13,0,1,1987.6,478.5,264.9,1528.6,0.0,0.0,0.0,0.0
+Oropt,244,10,4465.5,17382,158,149,10,0,1,2130.2,467.6,158.9,1708.8,0.0,0.0,0.0,0.0
+Oropt,245,15,5440.1,22201,155,147,16,1,1,1801.1,1210.6,466.3,1948.1,0.0,0.0,14.0,0.0
+Oropt,246,15,3739.9,14220,138,131,15,0,1,1668.4,0.0,712.2,1359.3,0.0,0.0,0.0,0.0
+Oropt,247,10,3634.3,13226,158,149,10,0,1,1944.2,0.0,401.2,1288.9,0.0,0.0,0.0,0.0
+Oropt,248,14,4219.7,16263,151,142,14,0,1,1912.3,298.1,408.7,1600.7,0.0,0.0,0.0,0.0
+Oropt,249,12,3208.6,11948,127,121,13,1,1,1602.2,0.0,617.0,975.4,0.0,0.0,14.0,0.0
+Oropt,250,12,4474.2,17506,153,145,13,1,1,2064.8,409.6,247.2,1738.5,0.0,14.0,0.0,0.0
+Oropt,251,16,3687.6,14888,106,97,17,1,1,1653.1,0.0,413.8,1606.8,0.0,14.0,0.0,0.0
+Oropt,252,11,3272.7,12084,134,128,12,1,1,1796.4,0.0,350.5,1111.8,0.0,0.0,14.0,0.0
+Oropt,253,15,4232.5,17023,126,120,16,1,1,1726.9,287.5,479.2,1725.0,0.0,14.0,0.0,0.0
+Oropt,254,13,4002.2,15091,154,146,14,1,1,2026.2,0.0,226.1,1735.8,0.0,14.0,0.0,0.0
+Oropt,255,11,3459.7,12774,143,135,11,0,1,1836.2,0.0,405.6,1218.0,0.0,0.0,0.0,0.0
+Oropt,256,10,3707.6,13618,157,149,10,0,1,2108.3,0.0,196.4,1402.9,0.0,0.0,0.0,0.0
+Oropt,257,14,3940.9,15325,135,128,15,1,1,1813.9,0.0,435.7,1677.2,0.0,0.0,14.0,0.0
+Oropt,258,16,4359.8,16909,150,142,18,2,1,1903.7,146.0,391.1,1891.0,0.0,14.0,14.0,0.0
+Oropt,259,10,4017.6,15518,145,136,11,1,1,2009.9,286.1,164.6,1542.9,0.0,14.0,0.0,0.0
+Oropt,260,10,4055.6,15583,149,141,11,1,1,2071.1,0.0,231.8,1738.7,0.0,14.0,0.0,0.0
+Oropt,261,10,3572.9,12935,157,148,11,1,1,2058.7,0.0,194.6,1305.6,0.0,14.0,0.0,0.0
+Oropt,262,12,3751.4,14012,149,141,13,1,1,1856.5,0.0,453.9,1427.0,0.0,14.0,0.0,0.0
+Oropt,263,13,3882.0,14970,138,130,14,1,1,1836.6,0.0,452.1,1579.3,0.0,0.0,14.0,0.0
+Oropt,264,14,4537.3,18207,139,131,14,0,1,1728.9,398.1,470.5,1939.9,0.0,0.0,0.0,0.0
+Oropt,265,13,4104.8,15844,146,138,14,1,1,1970.9,313.8,300.3,1505.8,0.0,0.0,14.0,0.0
+Oropt,266,16,4329.8,17609,121,117,18,2,1,1752.9,412.2,352.5,1784.2,0.0,0.0,28.0,0.0
+Oropt,267,14,3576.2,13291,142,135,15,1,1,2017.1,0.0,198.6,1346.5,0.0,0.0,14.0,0.0
+Oropt,268,15,3613.2,14036,123,116,15,0,1,1506.6,130.4,640.8,1335.4,0.0,0.0,0.0,0.0
+Oropt,269,16,4133.4,16602,123,115,17,1,1,1617.8,0.0,530.8,1970.8,0.0,14.0,0.0,0.0
+Oropt,270,14,4272.0,16970,135,127,16,2,1,1689.7,0.0,598.7,1955.6,0.0,14.0,14.0,0.0
+Oropt,271,15,3712.1,14306,130,123,16,1,1,1728.6,0.0,587.4,1383.1,0.0,13.0,0.0,0.0
+Oropt,272,16,4280.9,17125,130,123,17,1,1,1782.0,0.0,401.5,2083.3,0.0,14.0,0.0,0.0
+Oropt,273,12,4205.2,16531,141,134,12,0,1,1948.0,146.0,308.6,1802.6,0.0,0.0,0.0,0.0
+Oropt,274,14,4435.5,17357,150,141,15,1,1,1874.3,0.0,539.7,2007.4,0.0,14.0,0.0,0.0
+Oropt,275,16,3956.8,15624,126,119,17,1,1,1721.3,0.0,420.3,1801.2,0.0,14.0,0.0,0.0
+Oropt,276,14,5030.7,20128,156,149,16,2,1,2166.8,734.9,77.1,2023.8,0.0,28.0,0.0,0.0
+Oropt,277,10,3637.3,13297,156,148,10,0,1,2174.1,285.4,63.9,1114.0,0.0,0.0,0.0,0.0
+Oropt,278,15,3801.9,14690,132,123,17,2,1,1862.6,0.0,255.7,1656.7,0.0,27.0,0.0,0.0
+Oropt,279,16,4460.8,17769,139,132,16,0,1,1899.7,0.0,389.0,2172.0,0.0,0.0,0.0,0.0
+Oropt,280,10,3881.1,14725,149,141,10,0,1,2018.0,0.0,199.4,1663.7,0.0,0.0,0.0,0.0
+Oropt,281,13,3743.4,14142,143,135,13,0,1,1934.3,0.0,358.6,1450.5,0.0,0.0,0.0,0.0
+Oropt,282,13,4007.9,14879,162,154,14,1,1,2002.5,199.9,298.7,1492.8,0.0,14.0,0.0,0.0
+Oropt,283,13,3977.7,15318,142,136,14,1,1,1890.5,0.0,327.9,1745.2,0.0,0.0,14.0,0.0
+Oropt,284,11,3748.2,13631,162,154,12,1,1,1995.2,0.0,367.8,1371.2,0.0,0.0,14.0,0.0
+Oropt,285,15,4346.6,17533,128,119,17,2,1,1780.9,289.7,425.8,1822.2,0.0,28.0,0.0,0.0
+Oropt,286,13,3901.5,15088,136,127,17,4,1,1803.3,0.0,461.4,1580.9,0.0,56.0,0.0,0.0
+Oropt,287,11,3966.6,14883,156,149,13,2,1,2123.3,0.0,110.7,1704.6,0.0,28.0,0.0,0.0
+Oropt,288,11,4565.6,17943,155,147,11,0,1,2154.0,415.7,81.8,1914.1,0.0,0.0,0.0,0.0
+Oropt,289,14,4095.3,15817,145,137,14,0,1,2003.2,0.0,249.2,1843.0,0.0,0.0,0.0,0.0
+Oropt,290,16,3804.9,14989,121,113,19,3,1,1538.2,0.0,544.4,1681.3,0.0,28.0,13.0,0.0
+Oropt,291,10,3356.3,12041,151,143,10,0,1,1842.7,0.0,478.2,1035.3,0.0,0.0,0.0,0.0
+Oropt,292,13,4041.8,15654,142,133,14,1,1,1945.3,0.0,251.9,1830.7,0.0,14.0,0.0,0.0
+Oropt,293,10,3193.9,11495,142,135,10,0,1,1839.5,0.0,450.3,904.1,0.0,0.0,0.0,0.0
+Oropt,294,12,3864.0,14565,149,140,14,2,1,2024.9,0.0,203.8,1607.3,0.0,28.0,0.0,0.0
+Oropt,295,16,3622.2,13796,132,123,16,0,1,1715.6,0.0,524.1,1382.5,0.0,0.0,0.0,0.0
+Oropt,296,16,4316.3,16906,142,136,19,3,1,1985.4,0.0,210.9,2078.0,0.0,14.0,28.0,0.0
+Oropt,297,12,4007.9,15264,150,142,13,1,1,2036.5,229.3,213.0,1515.1,0.0,0.0,14.0,0.0
+Oropt,298,14,4080.2,15926,139,130,14,0,1,1840.4,271.3,427.1,1541.4,0.0,0.0,0.0,0.0
+Oropt,299,12,3836.4,14242,156,148,12,0,1,2063.3,0.0,232.3,1540.8,0.0,0.0,0.0,0.0
δ=400,0,15,4188.4,16512,136,131,15,0,1,1497.6,374.0,833.3,1483.5,0.0,0.0,0.0,0.0
δ=400,1,10,3863.8,14564,151,143,11,1,1,2110.9,0.0,149.2,1589.8,0.0,0.0,14.0,0.0
δ=400,2,10,3686.6,13968,142,133,10,0,1,1827.1,0.0,425.8,1433.7,0.0,0.0,0.0,0.0
δ=400,3,16,3815.3,14707,132,125,19,3,1,1755.1,0.0,594.8,1424.4,0.0,28.0,13.0,0.0
δ=400,4,10,3732.4,14042,147,139,10,0,1,2035.3,0.0,178.7,1518.5,0.0,0.0,0.0,0.0
δ=400,5,14,3783.9,14960,121,114,15,1,1,1724.3,0.0,503.3,1542.3,0.0,0.0,14.0,0.0
δ=400,6,15,4304.7,17018,139,131,15,0,1,1858.2,0.0,397.5,2049.0,0.0,0.0,0.0,0.0
δ=400,7,11,3563.4,13562,134,126,11,0,1,1864.4,0.0,393.8,1305.2,0.0,0.0,0.0,0.0
δ=400,8,15,3594.5,14117,117,108,16,1,1,1539.6,0.0,658.8,1382.1,0.0,14.0,0.0,0.0
δ=400,9,11,3688.9,13844,145,137,12,1,1,1732.7,0.0,659.2,1283.0,0.0,14.0,0.0,0.0
δ=400,10,14,3782.9,14465,137,129,16,2,1,1651.4,0.0,687.9,1415.7,0.0,28.0,0.0,0.0
δ=400,11,10,3375.0,12255,147,139,10,0,1,1924.3,0.0,287.6,1163.1,0.0,0.0,0.0,0.0
δ=400,12,12,4007.9,15684,136,128,13,1,1,1756.0,0.0,591.8,1646.1,0.0,14.0,0.0,0.0
δ=400,13,12,3867.9,14615,149,140,12,0,1,1958.7,0.0,310.0,1599.2,0.0,0.0,0.0,0.0
δ=400,14,12,3546.2,13096,146,137,12,0,1,1815.5,0.0,478.9,1251.7,0.0,0.0,0.0,0.0
δ=400,15,10,3335.3,11971,150,141,10,0,1,1786.7,0.0,541.4,1007.2,0.0,0.0,0.0,0.0
δ=400,16,11,3471.1,12670,148,139,12,1,1,1830.1,0.0,492.7,1134.2,0.0,14.0,0.0,0.0
δ=400,17,14,4071.2,15806,141,135,14,0,1,1760.1,0.0,560.2,1750.9,0.0,0.0,0.0,0.0
δ=400,18,14,3938.1,15355,134,127,14,0,1,1622.7,0.0,626.0,1689.4,0.0,0.0,0.0,0.0
δ=400,19,13,3870.7,14878,139,132,14,1,1,1713.6,0.0,743.2,1399.9,0.0,0.0,14.0,0.0
δ=400,20,16,3927.4,15807,115,108,17,1,1,1761.7,0.0,374.0,1777.7,0.0,14.0,0.0,0.0
δ=400,21,14,3841.4,14487,146,138,16,2,1,1785.8,0.0,667.3,1360.2,0.0,14.0,14.0,0.0
δ=400,22,11,3930.0,14930,149,141,12,1,1,1860.4,0.0,434.5,1621.1,0.0,14.0,0.0,0.0
δ=400,23,16,4524.5,18333,130,122,18,2,1,1734.0,305.4,589.1,1868.0,0.0,28.0,0.0,0.0
δ=400,24,16,3641.2,14146,123,114,17,1,1,1507.4,0.0,736.0,1383.8,0.0,14.0,0.0,0.0
δ=400,25,10,3743.8,14204,143,135,11,1,1,1804.2,0.0,496.1,1429.5,0.0,0.0,14.0,0.0
δ=400,26,13,3593.5,13423,141,136,14,1,1,1648.3,0.0,688.4,1242.9,0.0,0.0,14.0,0.0
δ=400,27,11,3594.9,13269,148,140,13,2,1,1845.2,0.0,495.5,1226.2,0.0,14.0,14.0,0.0
δ=400,28,11,3467.7,12979,137,129,12,1,1,1748.1,0.0,545.6,1160.0,0.0,14.0,0.0,0.0
δ=400,29,13,3706.9,14004,141,133,14,1,1,1773.1,0.0,758.8,1160.9,0.0,0.0,14.0,0.0
δ=400,30,13,3968.1,15116,147,139,15,2,1,1839.7,0.0,479.1,1621.3,0.0,14.0,14.0,0.0
δ=400,31,12,3239.8,11929,133,126,13,1,1,1844.1,0.0,391.6,990.0,0.0,0.0,14.0,0.0
δ=400,32,12,3840.0,14405,151,144,12,0,1,1948.3,0.0,449.1,1442.6,0.0,0.0,0.0,0.0
δ=400,33,12,3945.1,15040,147,139,13,1,1,2035.0,0.0,228.2,1667.9,0.0,14.0,0.0,0.0
δ=400,34,16,3540.6,14423,97,91,16,0,1,1457.5,215.2,657.2,1210.8,0.0,0.0,0.0,0.0
δ=400,35,15,3932.3,15537,126,117,16,1,1,1613.5,0.0,558.7,1746.1,0.0,14.0,0.0,0.0
δ=400,36,13,4385.7,17414,141,133,13,0,1,1941.0,471.2,285.2,1688.2,0.0,0.0,0.0,0.0
δ=400,37,12,4622.9,18390,149,140,12,0,1,2045.8,296.3,188.4,2092.5,0.0,0.0,0.0,0.0
δ=400,38,16,4305.0,17165,133,124,17,1,1,1777.6,0.0,432.8,2080.6,0.0,14.0,0.0,0.0
δ=400,39,16,4152.6,16538,128,119,18,2,1,1621.3,0.0,535.9,1967.4,0.0,28.0,0.0,0.0
δ=400,40,11,4130.3,15941,148,141,13,2,1,1882.3,418.0,481.3,1320.6,0.0,14.0,14.0,0.0
δ=400,41,16,4778.6,19768,125,117,17,1,1,1694.7,622.5,666.7,1780.7,0.0,0.0,14.0,0.0
δ=400,42,11,3686.8,13779,147,138,12,1,1,1800.6,169.1,688.1,1015.0,0.0,0.0,14.0,0.0
δ=400,43,11,4252.9,16710,144,136,11,0,1,1940.2,289.7,297.9,1725.1,0.0,0.0,0.0,0.0
δ=400,44,12,3950.2,15131,144,135,15,3,1,1686.0,0.0,722.2,1508.5,0.0,0.0,33.6,0.0
δ=400,45,14,4390.2,17596,135,126,14,0,1,1722.1,279.4,622.5,1766.2,0.0,0.0,0.0,0.0
δ=400,46,10,3377.5,12012,155,147,11,1,1,1947.1,0.0,420.8,995.5,0.0,0.0,14.0,0.0
δ=400,47,10,3794.3,14386,144,138,13,3,1,1834.1,0.0,478.5,1439.7,0.0,28.0,14.0,0.0
δ=400,48,14,3880.3,14606,149,141,15,1,1,1771.3,0.0,585.8,1509.2,0.0,14.0,0.0,0.0
δ=400,49,10,4168.2,16071,152,144,10,0,1,1831.6,0.0,532.8,1803.8,0.0,0.0,0.0,0.0
δ=400,50,10,4071.0,15405,158,150,10,0,1,2217.0,99.3,94.6,1660.1,0.0,0.0,0.0,0.0
δ=400,51,13,4247.5,16667,143,134,13,0,1,1952.6,268.6,269.4,1756.9,0.0,0.0,0.0,0.0
δ=400,52,10,3904.3,14831,149,140,11,1,1,1910.8,0.0,400.7,1579.7,0.0,13.0,0.0,0.0
δ=400,53,15,4021.0,15630,137,129,17,2,1,1760.8,0.0,521.8,1710.4,0.0,28.0,0.0,0.0
δ=400,54,15,4031.9,15875,131,124,16,1,1,1857.4,0.0,383.4,1778.1,0.0,13.0,0.0,0.0
δ=400,55,13,3993.0,15390,143,135,13,0,1,1841.0,0.0,520.9,1631.1,0.0,0.0,0.0,0.0
δ=400,56,15,3759.3,14536,130,124,16,1,1,1681.7,0.0,549.5,1514.0,0.0,0.0,14.0,0.0
δ=400,57,14,4083.7,15764,144,135,16,2,1,1763.2,0.0,466.0,1826.4,0.0,28.0,0.0,0.0
δ=400,58,15,4331.0,17045,142,134,16,1,1,1619.7,0.0,687.1,2010.2,0.0,0.0,14.0,0.0
δ=400,59,12,3944.5,15092,145,138,13,1,1,1563.3,0.0,730.1,1637.2,0.0,0.0,14.0,0.0
δ=400,60,16,4307.0,17295,128,122,18,2,1,1650.4,264.9,760.1,1607.6,0.0,0.0,24.1,0.0
δ=400,61,13,3783.7,14199,146,137,17,4,1,1775.3,0.0,519.9,1432.5,0.0,56.0,0.0,0.0
δ=400,62,16,4172.8,16389,136,129,18,2,1,1810.0,0.0,482.7,1852.1,0.0,0.0,28.0,0.0
