# base + TSP 微调 配对逐案
arm,k,n_src,T,dist,meas,switch,clear,fail,full,coverage,supplement,on_way,queue_clear,homing,queue_homing,on_way_homing,recovery
base(δ=300),215,16,4090.6,16098,132,125,18,2,1,1907.3,0.0,282.3,1873.0,0.0,14.0,14.0,0.0
base(δ=300),216,15,4479.6,18068,133,126,15,0,1,1761.0,452.3,460.6,1805.6,0.0,0.0,0.0,0.0
base(δ=300),217,13,3830.6,14658,140,131,14,1,1,1631.5,0.0,583.8,1601.3,0.0,14.0,0.0,0.0
base(δ=300),218,12,3667.7,13638,148,140,12,0,1,1697.0,0.0,604.9,1365.8,0.0,0.0,0.0,0.0
base(δ=300),219,10,3218.9,11754,137,130,11,1,1,1896.5,0.0,275.8,1032.5,0.0,0.0,14.0,0.0
base(δ=300),220,15,4065.7,15799,140,131,15,0,1,1797.4,0.0,491.2,1777.1,0.0,0.0,0.0,0.0
base(δ=300),221,13,4273.8,17024,135,126,14,1,1,1746.0,290.0,392.2,1831.5,0.0,14.0,0.0,0.0
base(δ=300),222,16,4253.1,17000,129,122,18,2,1,1789.2,0.0,416.0,2019.9,0.0,28.0,0.0,0.0
base(δ=300),223,14,4104.1,15661,151,144,15,1,1,1958.7,0.0,347.4,1784.0,0.0,14.0,0.0,0.0
base(δ=300),224,11,3390.0,12065,154,146,13,2,1,2022.1,0.0,222.2,1117.7,0.0,14.0,14.0,0.0
base(δ=300),225,13,3702.7,14043,139,131,14,1,1,1784.9,0.0,378.8,1525.9,0.0,13.0,0.0,0.0
base(δ=300),226,12,3318.7,11879,148,143,12,0,1,1724.5,0.0,612.0,982.2,0.0,0.0,0.0,0.0
base(δ=300),227,13,4696.4,18807,146,137,14,1,1,2085.0,543.1,174.2,1880.1,0.0,14.0,0.0,0.0
base(δ=300),228,11,3625.9,13245,154,146,13,2,1,1918.1,0.0,340.3,1339.6,0.0,14.0,14.0,0.0
base(δ=300),229,16,3676.7,14103,129,122,19,3,1,1472.9,0.0,754.2,1407.6,0.0,14.0,28.0,0.0
base(δ=300),230,16,4148.5,16487,130,121,16,0,1,2080.7,0.0,0.0,2067.8,0.0,0.0,0.0,0.0
base(δ=300),231,11,4210.7,16169,155,147,11,0,1,2046.7,146.0,283.8,1734.2,0.0,0.0,0.0,0.0
base(δ=300),232,12,3902.0,14835,147,140,12,0,1,2130.5,0.0,114.0,1657.5,0.0,0.0,0.0,0.0
base(δ=300),233,11,3854.6,14658,146,138,11,0,1,1942.0,0.0,331.5,1581.2,0.0,0.0,0.0,0.0
base(δ=300),234,15,4150.3,16237,138,129,18,3,1,1715.1,0.0,509.4,1887.7,0.0,38.1,0.0,0.0
base(δ=300),235,15,4200.7,16094,151,143,18,3,1,1797.3,0.0,531.0,1831.4,0.0,28.0,13.0,0.0
base(δ=300),236,11,3934.4,15157,142,135,12,1,1,1942.2,475.3,258.6,1244.2,0.0,14.0,0.0,0.0
base(δ=300),237,11,3097.8,11059,140,131,11,0,1,1905.9,0.0,320.3,871.6,0.0,0.0,0.0,0.0
base(δ=300),238,12,4837.1,19371,152,143,12,0,1,2231.2,492.2,30.7,2083.0,0.0,0.0,0.0,0.0
base(δ=300),239,10,3064.6,10813,143,137,10,0,1,1897.4,0.0,490.9,676.3,0.0,0.0,0.0,0.0
base(δ=300),240,16,3788.2,14586,132,125,18,2,1,1578.2,0.0,734.5,1447.4,0.0,0.0,28.0,0.0
base(δ=300),241,16,4292.6,17358,124,118,17,1,1,1482.1,0.0,822.5,1974.0,0.0,0.0,14.0,0.0
base(δ=300),242,12,4095.3,15627,153,145,12,0,1,2103.2,0.0,132.7,1859.4,0.0,0.0,0.0,0.0
base(δ=300),243,13,4320.2,16786,151,143,13,0,1,1987.6,478.5,264.9,1589.3,0.0,0.0,0.0,0.0
base(δ=300),244,10,4530.0,17705,158,149,10,0,1,2130.2,467.6,158.9,1773.3,0.0,0.0,0.0,0.0
base(δ=300),245,15,5440.1,22201,155,147,16,1,1,1801.1,1210.6,466.3,1948.1,0.0,0.0,14.0,0.0
base(δ=300),246,15,3739.9,14220,138,131,15,0,1,1668.4,0.0,712.2,1359.3,0.0,0.0,0.0,0.0
base(δ=300),247,10,3634.3,13226,158,149,10,0,1,1944.2,0.0,401.2,1288.9,0.0,0.0,0.0,0.0
base(δ=300),248,14,4219.7,16263,151,142,14,0,1,1912.3,298.1,408.7,1600.7,0.0,0.0,0.0,0.0
base(δ=300),249,12,3208.6,11948,127,121,13,1,1,1602.2,0.0,617.0,975.4,0.0,0.0,14.0,0.0
base(δ=300),250,12,4528.8,17779,153,145,13,1,1,2064.8,409.6,247.2,1793.1,0.0,14.0,0.0,0.0
base(δ=300),251,16,3789.4,15397,106,97,17,1,1,1653.1,0.0,413.8,1708.6,0.0,14.0,0.0,0.0
base(δ=300),252,11,3272.7,12084,134,128,12,1,1,1796.4,0.0,350.5,1111.8,0.0,0.0,14.0,0.0
base(δ=300),253,15,4232.5,17023,126,120,16,1,1,1726.9,287.5,479.2,1725.0,0.0,14.0,0.0,0.0
base(δ=300),254,13,4002.2,15091,154,146,14,1,1,2026.2,0.0,226.1,1735.8,0.0,14.0,0.0,0.0
base(δ=300),255,11,3459.7,12774,143,135,11,0,1,1836.2,0.0,405.6,1218.0,0.0,0.0,0.0,0.0
base(δ=300),256,10,3707.6,13618,157,149,10,0,1,2108.3,0.0,196.4,1402.9,0.0,0.0,0.0,0.0
base(δ=300),257,14,3940.9,15325,135,128,15,1,1,1813.9,0.0,435.7,1677.2,0.0,0.0,14.0,0.0
base(δ=300),258,16,4359.8,16909,150,142,18,2,1,1903.7,146.0,391.1,1891.0,0.0,14.0,14.0,0.0
base(δ=300),259,10,4017.6,15518,145,136,11,1,1,2009.9,286.1,164.6,1542.9,0.0,14.0,0.0,0.0
base(δ=300),260,10,4133.8,15974,149,141,11,1,1,2071.1,0.0,231.8,1816.9,0.0,14.0,0.0,0.0
base(δ=300),261,10,3572.9,12935,157,148,11,1,1,2058.7,0.0,194.6,1305.6,0.0,14.0,0.0,0.0
base(δ=300),262,12,3751.4,14012,149,141,13,1,1,1856.5,0.0,453.9,1427.0,0.0,14.0,0.0,0.0
base(δ=300),263,13,3882.0,14970,138,130,14,1,1,1836.6,0.0,452.1,1579.3,0.0,0.0,14.0,0.0
base(δ=300),264,14,4630.8,18674,139,131,14,0,1,1728.9,398.1,470.5,2033.4,0.0,0.0,0.0,0.0
base(δ=300),265,13,4104.8,15844,146,138,14,1,1,1970.9,313.8,300.3,1505.8,0.0,0.0,14.0,0.0
base(δ=300),266,16,4329.8,17609,121,117,18,2,1,1752.9,412.2,352.5,1784.2,0.0,0.0,28.0,0.0
base(δ=300),267,14,3576.2,13291,142,135,15,1,1,2017.1,0.0,198.6,1346.5,0.0,0.0,14.0,0.0
base(δ=300),268,15,3613.2,14036,123,116,15,0,1,1506.6,130.4,640.8,1335.4,0.0,0.0,0.0,0.0
base(δ=300),269,16,4133.4,16602,123,115,17,1,1,1617.8,0.0,530.8,1970.8,0.0,14.0,0.0,0.0
base(δ=300),270,14,4523.8,18229,135,127,16,2,1,1689.7,0.0,598.7,2207.4,0.0,14.0,14.0,0.0
base(δ=300),271,15,3712.1,14306,130,123,16,1,1,1728.6,0.0,587.4,1383.1,0.0,13.0,0.0,0.0
base(δ=300),272,16,4319.6,17318,130,123,17,1,1,1782.0,0.0,401.5,2122.0,0.0,14.0,0.0,0.0
base(δ=300),273,12,4205.2,16531,141,134,12,0,1,1948.0,146.0,308.6,1802.6,0.0,0.0,0.0,0.0
base(δ=300),274,14,4435.5,17357,150,141,15,1,1,1874.3,0.0,539.7,2007.4,0.0,14.0,0.0,0.0
base(δ=300),275,16,3956.8,15624,126,119,17,1,1,1721.3,0.0,420.3,1801.2,0.0,14.0,0.0,0.0
base(δ=300),276,14,5030.7,20128,156,149,16,2,1,2166.8,734.9,77.1,2023.8,0.0,28.0,0.0,0.0
base(δ=300),277,10,3663.6,13428,156,148,10,0,1,2174.1,285.4,63.9,1140.3,0.0,0.0,0.0,0.0
base(δ=300),278,15,3801.9,14690,132,123,17,2,1,1862.6,0.0,255.7,1656.7,0.0,27.0,0.0,0.0
base(δ=300),279,16,4532.5,18128,139,132,16,0,1,1899.7,0.0,389.0,2243.7,0.0,0.0,0.0,0.0
base(δ=300),280,10,3881.1,14725,149,141,10,0,1,2018.0,0.0,199.4,1663.7,0.0,0.0,0.0,0.0
base(δ=300),281,13,3743.4,14142,143,135,13,0,1,1934.3,0.0,358.6,1450.5,0.0,0.0,0.0,0.0
base(δ=300),282,13,4082.3,15252,162,154,14,1,1,2002.5,199.9,298.7,1567.2,0.0,14.0,0.0,0.0
base(δ=300),283,13,3977.7,15318,142,136,14,1,1,1890.5,0.0,327.9,1745.2,0.0,0.0,14.0,0.0
base(δ=300),284,11,3748.2,13631,162,154,12,1,1,1995.2,0.0,367.8,1371.2,0.0,0.0,14.0,0.0
base(δ=300),285,15,4415.2,17876,128,119,17,2,1,1780.9,289.7,425.8,1890.8,0.0,28.0,0.0,0.0
base(δ=300),286,13,3901.5,15088,136,127,17,4,1,1803.3,0.0,461.4,1580.9,0.0,56.0,0.0,0.0
base(δ=300),287,11,3966.6,14883,156,149,13,2,1,2123.3,0.0,110.7,1704.6,0.0,28.0,0.0,0.0
base(δ=300),288,11,4565.6,17943,155,147,11,0,1,2154.0,415.7,81.8,1914.1,0.0,0.0,0.0,0.0
base(δ=300),289,14,4095.3,15817,145,137,14,0,1,2003.2,0.0,249.2,1843.0,0.0,0.0,0.0,0.0
base(δ=300),290,16,3924.4,15587,121,113,19,3,1,1538.2,0.0,544.4,1800.8,0.0,28.0,13.0,0.0
base(δ=300),291,10,3356.3,12041,151,143,10,0,1,1842.7,0.0,478.2,1035.3,0.0,0.0,0.0,0.0
base(δ=300),292,13,4041.8,15654,142,133,14,1,1,1945.3,0.0,251.9,1830.7,0.0,14.0,0.0,0.0
base(δ=300),293,10,3217.7,11614,142,135,10,0,1,1839.5,0.0,450.3,927.9,0.0,0.0,0.0,0.0
base(δ=300),294,12,4325.5,16873,149,140,14,2,1,2024.9,0.0,203.8,2068.8,0.0,28.0,0.0,0.0
base(δ=300),295,16,3718.0,14275,132,123,16,0,1,1715.6,0.0,524.1,1478.3,0.0,0.0,0.0,0.0
base(δ=300),296,16,4328.8,16969,142,136,19,3,1,1985.4,0.0,210.9,2090.5,0.0,14.0,28.0,0.0
base(δ=300),297,12,4007.9,15264,150,142,13,1,1,2036.5,229.3,213.0,1515.1,0.0,0.0,14.0,0.0
base(δ=300),298,14,4080.2,15926,139,130,14,0,1,1840.4,271.3,427.1,1541.4,0.0,0.0,0.0,0.0
base(δ=300),299,12,3932.0,14720,156,148,12,0,1,2063.3,0.0,232.3,1636.4,0.0,0.0,0.0,0.0
+Oropt,0,15,4190.8,16409,140,134,15,0,1,1539.1,374.0,696.0,1581.6,0.0,0.0,0.0,0.0
+Oropt,1,10,3863.8,14564,151,143,11,1,1,2110.9,0.0,149.2,1589.8,0.0,0.0,14.0,0.0
+Oropt,2,10,3686.6,13968,142,133,10,0,1,1827.1,0.0,425.8,1433.7,0.0,0.0,0.0,0.0
+Oropt,3,16,3821.5,14593,137,129,19,3,1,1784.1,0.0,509.4,1487.0,0.0,28.0,13.0,0.0
+Oropt,4,10,3732.4,14042,147,139,10,0,1,2035.3,0.0,178.7,1518.5,0.0,0.0,0.0,0.0
+Oropt,5,14,3667.2,14336,123,115,14,0,1,1741.3,0.0,371.6,1554.3,0.0,0.0,0.0,0.0
+Oropt,6,15,4354.6,17208,141,133,15,0,1,1917.0,0.0,276.7,2160.9,0.0,0.0,0.0,0.0
+Oropt,7,11,3734.6,14298,138,130,11,0,1,1931.1,0.0,283.3,1520.2,0.0,0.0,0.0,0.0
+Oropt,8,15,3594.5,14117,117,108,16,1,1,1539.6,0.0,658.8,1382.1,0.0,14.0,0.0,0.0
+Oropt,9,11,3406.7,12373,147,139,12,1,1,1939.9,0.0,374.7,1078.0,0.0,14.0,0.0,0.0
+Oropt,10,14,3782.9,14465,137,129,16,2,1,1651.4,0.0,687.9,1415.7,0.0,28.0,0.0,0.0
+Oropt,11,10,3375.0,12255,147,139,10,0,1,1924.3,0.0,287.6,1163.1,0.0,0.0,0.0,0.0
+Oropt,12,12,3975.4,15432,139,131,13,1,1,1897.4,0.0,396.1,1667.9,0.0,14.0,0.0,0.0
+Oropt,13,12,3867.9,14615,149,140,12,0,1,1958.7,0.0,310.0,1599.2,0.0,0.0,0.0,0.0
+Oropt,14,12,3546.2,13096,146,137,12,0,1,1815.5,0.0,478.9,1251.7,0.0,0.0,0.0,0.0
+Oropt,15,10,3335.3,11971,150,141,10,0,1,1786.7,0.0,541.4,1007.2,0.0,0.0,0.0,0.0
+Oropt,16,11,3417.1,12371,149,140,12,1,1,1960.7,0.0,299.2,1143.2,0.0,14.0,0.0,0.0
+Oropt,17,14,4000.2,15271,147,141,14,0,1,1933.0,0.0,276.6,1790.6,0.0,0.0,0.0,0.0
+Oropt,18,14,3882.8,15019,136,129,14,0,1,1639.7,0.0,547.4,1695.7,0.0,0.0,0.0,0.0
+Oropt,19,13,3942.1,15026,146,139,14,1,1,1790.4,0.0,554.3,1583.4,0.0,0.0,14.0,0.0
+Oropt,20,16,3863.3,15486,115,108,17,1,1,1761.7,0.0,374.0,1713.6,0.0,14.0,0.0,0.0
+Oropt,21,14,3737.9,13900,149,140,15,1,1,1782.0,0.0,537.8,1404.1,0.0,14.0,0.0,0.0
+Oropt,22,11,3930.0,14930,149,141,12,1,1,1860.4,0.0,434.5,1621.1,0.0,14.0,0.0,0.0
+Oropt,23,16,4446.4,17912,131,123,18,2,1,1828.7,305.4,436.5,1847.9,0.0,28.0,0.0,0.0
+Oropt,24,16,3641.2,14146,123,114,17,1,1,1507.4,0.0,736.0,1383.8,0.0,14.0,0.0,0.0
+Oropt,25,10,3743.8,14204,143,135,11,1,1,1804.2,0.0,496.1,1429.5,0.0,0.0,14.0,0.0
+Oropt,26,13,3522.5,13028,143,137,13,0,1,1782.0,0.0,492.1,1248.4,0.0,0.0,0.0,0.0
+Oropt,27,11,3594.9,13269,148,140,13,2,1,1845.2,0.0,495.5,1226.2,0.0,14.0,14.0,0.0
+Oropt,28,11,3508.6,13098,140,131,12,1,1,1861.2,0.0,381.1,1252.3,0.0,14.0,0.0,0.0
+Oropt,29,13,3791.5,14307,145,137,14,1,1,1797.1,0.0,668.5,1311.9,0.0,0.0,14.0,0.0
+Oropt,30,13,4005.1,15151,152,144,15,2,1,1937.9,0.0,328.1,1711.0,0.0,14.0,14.0,0.0
+Oropt,31,12,3239.8,11929,133,126,13,1,1,1844.1,0.0,391.6,990.0,0.0,0.0,14.0,0.0
+Oropt,32,12,3789.0,14060,154,147,12,0,1,1953.8,0.0,340.8,1494.4,0.0,0.0,0.0,0.0
+Oropt,33,12,3798.9,14309,147,139,13,1,1,2035.0,0.0,228.2,1521.7,0.0,14.0,0.0,0.0
+Oropt,34,16,3782.1,15481,102,96,16,0,1,1538.2,216.2,468.9,1558.8,0.0,0.0,0.0,0.0
+Oropt,35,15,3977.3,15641,130,121,16,1,1,1706.6,0.0,419.0,1837.7,0.0,14.0,0.0,0.0
+Oropt,36,13,4385.7,17414,141,133,13,0,1,1941.0,471.2,285.2,1688.2,0.0,0.0,0.0,0.0
+Oropt,37,12,4465.2,17601,149,140,12,0,1,2045.8,296.3,188.4,1934.8,0.0,0.0,0.0,0.0
+Oropt,38,16,4259.1,16875,135,126,17,1,1,1881.9,0.0,273.0,2090.1,0.0,14.0,0.0,0.0
+Oropt,39,16,4152.6,16538,128,119,18,2,1,1621.3,0.0,535.9,1967.4,0.0,28.0,0.0,0.0
+Oropt,40,11,4060.3,15562,149,142,13,2,1,1814.6,418.0,479.1,1320.6,0.0,14.0,14.0,0.0
+Oropt,41,16,4763.6,19603,128,120,17,1,1,1929.6,622.5,362.7,1834.7,0.0,0.0,14.0,0.0
+Oropt,42,11,3933.9,14974,149,139,11,0,1,1921.8,169.1,440.5,1402.5,0.0,0.0,0.0,0.0
+Oropt,43,11,4252.9,16710,144,136,11,0,1,1940.2,289.7,297.9,1725.1,0.0,0.0,0.0,0.0
+Oropt,44,12,3880.7,14754,145,136,15,3,1,1703.5,0.0,628.8,1514.9,0.0,0.0,33.6,0.0
+Oropt,45,14,4165.9,16564,132,123,14,0,1,1824.4,279.4,377.2,1684.8,0.0,0.0,0.0,0.0
+Oropt,46,10,3377.5,12012,155,147,11,1,1,1947.1,0.0,420.8,995.5,0.0,0.0,14.0,0.0
+Oropt,47,10,3877.9,14654,149,143,13,3,1,1925.1,0.0,336.9,1573.8,0.0,28.0,14.0,0.0
+Oropt,48,14,3827.6,14313,150,142,15,1,1,1777.3,0.0,509.2,1527.1,0.0,14.0,0.0,0.0
+Oropt,49,10,4118.9,15795,153,145,10,0,1,1916.5,0.0,398.6,1803.8,0.0,0.0,0.0,0.0
+Oropt,50,10,4158.9,15815,159,151,10,0,1,2249.7,99.3,0.0,1810.0,0.0,0.0,0.0,0.0
+Oropt,51,13,4247.5,16667,143,134,13,0,1,1952.6,268.6,269.4,1756.9,0.0,0.0,0.0,0.0
+Oropt,52,10,3904.3,14831,149,140,11,1,1,1910.8,0.0,400.7,1579.7,0.0,13.0,0.0,0.0
+Oropt,53,15,3935.4,15172,138,130,17,2,1,1841.6,0.0,402.8,1662.9,0.0,28.0,0.0,0.0
+Oropt,54,15,3992.6,15588,134,127,16,1,1,1875.4,0.0,286.9,1817.2,0.0,13.0,0.0,0.0
+Oropt,55,13,3922.8,15009,144,136,13,0,1,1918.6,0.0,373.1,1631.1,0.0,0.0,0.0,0.0
+Oropt,56,15,3723.6,14378,130,123,15,0,1,1664.9,0.0,489.8,1569.0,0.0,0.0,0.0,0.0
+Oropt,57,14,4059.9,15645,144,135,16,2,1,1763.2,0.0,466.0,1802.7,0.0,28.0,0.0,0.0
+Oropt,58,15,4302.4,16902,142,134,16,1,1,1619.7,0.0,687.1,1981.6,0.0,0.0,14.0,0.0
+Oropt,59,12,3944.5,15092,145,138,13,1,1,1563.3,0.0,730.1,1637.2,0.0,0.0,14.0,0.0
+Oropt,60,16,4374.9,17425,135,129,18,2,1,1802.9,264.9,454.6,1828.4,0.0,0.0,24.1,0.0
+Oropt,61,13,3783.7,14199,146,137,17,4,1,1775.3,0.0,519.9,1432.5,0.0,56.0,0.0,0.0
+Oropt,62,16,4196.3,16476,137,130,18,2,1,1796.5,0.0,429.8,1941.9,0.0,0.0,28.0,0.0
+Oropt,63,16,4693.3,19226,129,120,17,1,1,1621.0,395.5,523.6,2139.2,0.0,14.0,0.0,0.0
+Oropt,64,14,3504.8,13159,135,128,14,0,1,1730.5,0.0,509.4,1264.9,0.0,0.0,0.0,0.0
+Oropt,65,16,3705.9,14459,123,116,17,1,1,1570.1,0.0,635.4,1486.4,0.0,0.0,14.0,0.0
+Oropt,66,14,4465.5,17577,147,139,16,2,1,1910.3,338.3,330.1,1859.7,0.0,14.0,13.0,0.0
+Oropt,67,10,3737.6,13793,155,148,12,2,1,2048.6,0.0,267.6,1393.3,0.0,14.0,14.0,0.0
+Oropt,68,13,3705.8,14224,134,126,13,0,1,1808.3,0.0,369.7,1527.8,0.0,0.0,0.0,0.0
+Oropt,69,13,3955.1,15346,138,131,13,0,1,1763.8,485.0,562.7,1143.5,0.0,0.0,0.0,0.0
+Oropt,70,13,3644.6,13443,150,141,13,0,1,1804.8,0.0,548.4,1291.4,0.0,0.0,0.0,0.0
+Oropt,71,11,3952.9,14804,155,147,16,5,1,1928.9,0.0,345.5,1608.4,0.0,28.0,42.0,0.0
+Oropt,72,13,4163.2,16311,140,133,14,1,1,1999.5,315.8,219.0,1614.8,0.0,14.0,0.0,0.0
+Oropt,73,15,4169.8,16279,141,134,15,0,1,1941.8,0.0,320.1,1907.9,0.0,0.0,0.0,0.0
+Oropt,74,13,3844.1,14445,149,142,14,1,1,2047.2,0.0,150.9,1631.9,0.0,14.0,0.0,0.0
+Oropt,75,13,4098.8,15774,148,139,13,0,1,1982.7,0.0,289.3,1826.8,0.0,0.0,0.0,0.0
+Oropt,76,10,3882.7,14528,155,149,11,1,1,2127.0,0.0,159.7,1582.0,0.0,0.0,14.0,0.0
+Oropt,77,12,4047.6,15463,149,141,15,3,1,1858.1,0.0,460.6,1687.9,0.0,28.0,13.0,0.0
+Oropt,78,14,4476.6,17918,137,129,17,3,1,1758.8,402.4,502.7,1774.6,0.0,38.1,0.0,0.0
+Oropt,79,16,4548.8,18229,138,130,17,1,1,1868.1,0.0,401.2,2265.4,0.0,14.0,0.0,0.0
+Oropt,80,14,3984.6,15283,144,138,14,0,1,1876.9,0.0,426.6,1681.1,0.0,0.0,0.0,0.0
+Oropt,81,12,3932.3,15172,141,133,12,0,1,1713.5,0.0,517.0,1701.8,0.0,0.0,0.0,0.0
+Oropt,82,12,4288.8,16489,156,148,13,1,1,2017.3,0.0,264.1,1993.4,0.0,0.0,14.0,0.0
+Oropt,83,16,3539.4,13467,129,121,16,0,1,1573.3,146.0,588.8,1231.2,0.0,0.0,0.0,0.0
+Oropt,84,10,3406.2,12416,147,138,10,0,1,1896.5,0.0,417.9,1091.8,0.0,0.0,0.0,0.0
+Oropt,85,12,3464.5,12648,147,140,12,0,1,1995.4,0.0,245.4,1223.7,0.0,0.0,0.0,0.0
+Oropt,86,13,4108.3,15756,150,142,13,0,1,1816.3,108.5,448.2,1735.2,0.0,0.0,0.0,0.0
+Oropt,87,15,4505.2,17676,149,141,18,3,1,1991.9,315.4,204.4,1951.4,0.0,28.0,14.0,0.0
+Oropt,88,12,3696.1,13746,149,142,12,0,1,2073.0,0.0,208.7,1414.4,0.0,0.0,0.0,0.0
+Oropt,89,12,4255.5,16193,160,151,14,2,1,2183.8,273.9,93.5,1677.3,0.0,13.0,14.0,0.0
+Oropt,90,11,4381.0,17385,143,134,11,0,1,1908.1,477.6,315.2,1680.1,0.0,0.0,0.0,0.0
+Oropt,91,10,3366.7,12034,153,145,10,0,1,1880.2,0.0,470.4,1016.1,0.0,0.0,0.0,0.0
+Oropt,92,13,3697.6,14198,133,125,14,1,1,1840.6,0.0,370.7,1472.2,0.0,14.0,0.0,0.0
+Oropt,93,15,3880.4,14672,146,138,16,1,1,1906.9,0.0,356.8,1602.7,0.0,14.0,0.0,0.0
+Oropt,94,11,3325.0,11700,156,150,11,0,1,1984.7,0.0,357.9,982.3,0.0,0.0,0.0,0.0
+Oropt,95,15,4549.6,18103,143,136,16,1,1,1771.4,289.4,564.4,1910.3,0.0,0.0,14.0,0.0
+Oropt,96,11,3638.6,13683,142,134,12,1,1,1993.9,0.0,205.8,1424.9,0.0,14.0,0.0,0.0
+Oropt,97,13,4045.9,15739,140,133,13,0,1,1704.1,0.0,530.7,1811.1,0.0,0.0,0.0,0.0
+Oropt,98,10,3538.0,13005,149,142,10,0,1,1817.0,129.7,404.8,1186.7,0.0,0.0,0.0,0.0
+Oropt,99,14,4260.5,16328,154,146,17,3,1,1953.8,428.4,302.3,1534.0,0.0,28.0,14.0,0.0
+Oropt,100,16,4111.0,16145,135,127,16,0,1,1738.8,0.0,501.6,1870.7,0.0,0.0,0.0,0.0
+Oropt,101,13,4174.2,16146,147,139,15,2,1,2002.3,0.0,252.0,1891.9,0.0,14.0,14.0,0.0
+Oropt,102,13,3865.8,14784,141,136,14,1,1,1763.4,0.0,510.6,1577.8,0.0,0.0,14.0,0.0
+Oropt,103,15,3972.6,15728,126,119,16,1,1,2012.3,0.0,75.4,1870.9,0.0,14.0,0.0,0.0
+Oropt,104,12,4396.4,17167,152,143,12,0,1,1933.9,285.7,300.3,1876.5,0.0,0.0,0.0,0.0
+Oropt,105,15,4264.7,16518,149,141,15,0,1,2024.5,0.0,261.3,1978.9,0.0,0.0,0.0,0.0
+Oropt,106,13,4294.0,16580,153,145,14,1,1,2104.6,146.2,227.9,1801.4,0.0,0.0,14.0,0.0
+Oropt,107,16,3952.3,15537,129,120,16,0,1,1673.7,0.0,452.0,1826.7,0.0,0.0,0.0,0.0
+Oropt,108,12,4023.4,15492,145,137,13,1,1,2055.6,0.0,214.0,1739.8,0.0,0.0,14.0,0.0
+Oropt,109,13,3813.7,14289,150,141,13,0,1,1900.1,310.2,355.2,1248.3,0.0,0.0,0.0,0.0
+Oropt,110,15,4405.7,17524,138,130,17,2,1,1878.8,0.0,329.7,2169.2,0.0,28.0,0.0,0.0
+Oropt,111,12,4358.5,17307,141,132,12,0,1,1923.1,660.0,324.5,1450.8,0.0,0.0,0.0,0.0
+Oropt,112,12,4029.3,15166,157,148,13,1,1,2067.5,0.0,205.2,1742.6,0.0,14.0,0.0,0.0
+Oropt,113,12,4450.6,17668,144,137,12,0,1,1818.8,498.6,427.2,1706.0,0.0,0.0,0.0,0.0
+Oropt,114,15,4327.4,17342,131,123,17,2,1,1764.2,150.4,488.4,1896.4,0.0,28.0,0.0,0.0
+Oropt,115,15,3911.7,15404,127,118,16,1,1,1808.2,0.0,362.9,1726.6,0.0,14.0,0.0,0.0
+Oropt,116,15,3999.3,15502,138,131,16,1,1,1904.0,302.9,325.8,1452.6,0.0,14.0,0.0,0.0
+Oropt,117,11,3974.5,15053,153,144,11,0,1,2125.5,0.0,198.1,1650.9,0.0,0.0,0.0,0.0
+Oropt,118,16,5469.9,22580,146,141,17,1,1,2003.2,1051.8,266.7,2134.3,0.0,14.0,0.0,0.0
+Oropt,119,14,4244.8,16289,154,147,14,0,1,1907.8,0.0,415.3,1921.7,0.0,0.0,0.0,0.0
+Oropt,120,12,3661.6,13463,153,144,12,0,1,2001.0,0.0,313.0,1347.5,0.0,0.0,0.0,0.0
+Oropt,121,16,4243.9,16844,134,125,16,0,1,1820.7,0.0,395.5,2027.8,0.0,0.0,0.0,0.0
+Oropt,122,15,4347.3,17362,134,127,16,1,1,1830.2,0.0,446.0,2057.1,0.0,0.0,14.0,0.0
+Oropt,123,14,3800.6,14318,146,137,14,0,1,1688.7,310.8,594.3,1206.9,0.0,0.0,0.0,0.0
+Oropt,124,11,3566.6,13133,149,140,11,0,1,1947.8,0.0,366.7,1252.1,0.0,0.0,0.0,0.0
+Oropt,125,15,4686.2,18441,155,145,16,1,1,2021.0,549.5,283.0,1819.7,0.0,13.0,0.0,0.0
+Oropt,126,13,4254.0,16655,144,135,14,1,1,1867.2,146.0,345.8,1881.0,0.0,14.0,0.0,0.0
+Oropt,127,12,3855.9,14634,146,139,12,0,1,1947.5,466.7,283.9,1157.8,0.0,0.0,0.0,0.0
+Oropt,128,12,3862.9,14524,150,142,14,2,1,1958.5,0.0,278.3,1598.1,0.0,14.0,14.0,0.0
+Oropt,129,10,3316.8,12129,141,133,11,1,1,1779.3,0.0,457.2,1066.3,0.0,14.0,0.0,0.0
+Oropt,130,12,4007.3,15431,145,136,12,0,1,1895.6,0.0,392.5,1719.2,0.0,0.0,0.0,0.0
+Oropt,131,11,3604.8,13099,156,147,12,1,1,2082.0,0.0,223.5,1285.3,0.0,14.0,0.0,0.0
+Oropt,132,16,3479.3,13606,113,107,18,2,1,1481.3,0.0,663.5,1306.5,0.0,14.0,14.0,0.0
+Oropt,133,13,3307.7,12328,131,122,13,0,1,1799.3,0.0,377.4,1131.0,0.0,0.0,0.0,0.0
+Oropt,134,10,4242.6,16178,161,152,10,0,1,2195.1,679.6,111.9,1255.9,0.0,0.0,0.0,0.0
+Oropt,135,16,3938.9,15790,117,110,18,2,1,1691.9,300.9,429.1,1489.1,0.0,14.0,14.0,0.0
+Oropt,136,15,3691.6,13718,145,139,18,3,1,1943.5,0.0,295.6,1410.5,0.0,28.0,14.0,0.0
+Oropt,137,13,3766.0,14380,139,130,13,0,1,1820.4,0.0,348.3,1597.4,0.0,0.0,0.0,0.0
