# V2 方案配对实验逐案
arm,k,n_src,T,dist,meas,switch,clear,fail,full,status,prob_discovery,localize,cover_fallback,on_way,queue_clear,exit
v2(兜底 r=1200),29,16,9100.4,41282,130,126,14,1,0,incomplete,0.0,2039.0,0.0,629.7,0.0,0.0
v2(兜底 r=1200),30,11,8757.4,37582,202,196,7,0,0,incomplete,0.0,1568.6,0.0,661.2,0.0,0.0
v2(兜底 r=1200),31,11,8106.1,34651,187,183,12,1,1,completed,0.0,1460.5,0.0,392.8,0.0,0.0
v2(兜底 r=1200),32,16,8551.9,38574,128,124,15,1,0,incomplete,0.0,2239.0,0.0,831.3,0.0,0.0
v2(兜底 r=1200),33,14,9782.1,43586,169,162,12,1,0,incomplete,0.0,1577.9,0.0,802.5,0.0,0.0
v2(兜底 r=1200),34,10,8586.9,36145,220,215,9,1,0,incomplete,0.0,845.6,0.0,398.5,0.0,0.0
v2(兜底 r=1200),35,14,7368.1,32141,146,141,15,3,0,incomplete,0.0,1714.6,0.0,972.6,0.0,0.0
v2(兜底 r=1200),36,14,8853.9,39024,165,158,14,2,0,incomplete,0.0,1265.5,0.0,647.3,0.0,0.0
v2(兜底 r=1200),37,11,8026.2,33871,200,193,13,3,0,incomplete,0.0,746.6,0.0,630.9,0.0,0.0
v2(兜底 r=1200),38,12,8977.8,38619,203,199,8,0,0,incomplete,0.0,386.3,0.0,303.5,0.0,0.0
v2(兜底 r=1200),39,14,8846.3,39062,162,152,16,4,0,incomplete,0.0,1896.1,0.0,427.1,0.0,0.0
v2(兜底 r=1200),40,10,7903.2,32936,213,211,8,0,0,incomplete,0.0,1098.7,0.0,605.4,0.0,0.0
v2(兜底 r=1200),41,14,8356.4,36937,153,149,11,0,0,incomplete,0.0,1393.1,0.0,382.4,0.0,0.0
v2(兜底 r=1200),42,11,8394.6,36258,183,178,10,0,0,incomplete,0.0,1447.5,0.0,254.4,0.0,0.0
v2(兜底 r=1200),43,11,9005.5,38602,206,201,12,3,0,incomplete,0.0,1428.0,0.0,224.4,0.0,0.0
v2(兜底 r=1200),44,10,7438.0,30655,213,207,7,0,0,incomplete,0.0,1307.7,0.0,759.2,0.0,0.0
v2(兜底 r=1200),45,10,7500.6,31568,190,186,11,2,0,incomplete,0.0,1372.2,0.0,407.4,0.0,0.0
v2(兜底 r=1200),46,15,12124.7,55459,161,154,16,3,0,incomplete,0.0,2312.5,0.0,336.2,0.0,0.0
v2(兜底 r=1200),47,16,10755.8,49034,147,142,16,4,0,incomplete,0.0,824.7,0.0,479.6,0.0,0.0
v2(兜底 r=1200),48,11,8200.8,34964,193,187,12,2,0,incomplete,0.0,1446.0,0.0,488.6,0.0,0.0
v2(兜底 r=1200),49,14,10208.3,45906,161,153,15,3,0,incomplete,0.0,1783.7,0.0,735.5,0.0,0.0
v2(兜底 r=1200),50,13,8290.2,36386,159,155,13,1,0,incomplete,0.0,1766.5,0.0,432.0,0.0,0.0
v2(兜底 r=1200),51,14,9553.6,42793,156,148,15,4,0,incomplete,0.0,1270.6,0.0,305.6,0.0,0.0
v2(兜底 r=1200),52,15,10255.5,46612,142,130,21,6,1,completed,0.0,953.1,0.0,122.2,0.0,0.0
v2(兜底 r=1200),53,16,8681.7,39443,121,118,14,0,0,incomplete,0.0,2287.0,0.0,463.7,0.0,0.0
v2(兜底 r=1200),54,14,9616.4,42942,159,154,17,3,1,completed,0.0,1533.9,0.0,727.0,0.0,0.0
v2(兜底 r=1200),55,12,8653.3,37406,186,178,14,3,0,incomplete,0.0,1361.7,0.0,431.4,0.0,0.0
v2(兜底 r=1200),56,12,9995.2,44036,189,182,13,2,0,incomplete,0.0,967.2,0.0,283.3,0.0,0.0
v2(兜底 r=1200),57,11,8588.9,36474,209,203,10,2,0,incomplete,0.0,1220.6,0.0,625.2,0.0,0.0
v2(兜底 r=1200),58,13,9266.7,41149,163,156,14,2,0,incomplete,0.0,1315.3,0.0,265.5,0.0,0.0
v2(兜底 r=1200),59,16,7594.7,33864,126,119,15,1,0,incomplete,0.0,1760.4,0.0,834.6,0.0,0.0
v2(兜底 r=1200),60,12,9511.9,41355,203,196,6,0,0,incomplete,0.0,1387.2,0.0,555.7,0.0,0.0
v2(兜底 r=1200),61,16,9324.8,42004,144,141,13,1,0,incomplete,0.0,1613.9,0.0,610.0,0.0,0.0
v2(兜底 r=1200),62,10,9135.2,39056,214,209,9,0,0,incomplete,0.0,1120.0,0.0,264.7,0.0,0.0
v2(兜底 r=1200),63,11,8471.4,36207,197,192,11,1,0,incomplete,0.0,1392.9,0.0,588.5,0.0,0.0
v2(兜底 r=1200),64,16,10372.4,47162,144,133,19,4,0,incomplete,0.0,1442.1,0.0,348.2,0.0,0.0
v2(兜底 r=1200),65,14,7131.1,31201,139,133,13,1,0,incomplete,0.0,1607.1,0.0,847.9,0.0,0.0
v2(兜底 r=1200),66,14,9789.3,44101,150,142,17,4,0,incomplete,0.0,1931.0,0.0,539.1,0.0,0.0
v2(兜底 r=1200),67,15,8605.8,38444,144,142,11,0,0,incomplete,0.0,1451.9,0.0,1166.6,0.0,0.0
v2(兜底 r=1200),68,16,8253.7,36893,132,128,19,4,0,incomplete,0.0,1754.7,0.0,752.3,0.0,0.0
v2(兜底 r=1200),69,12,8787.3,37956,192,188,10,1,0,incomplete,0.0,1552.3,0.0,339.3,0.0,0.0
v2(兜底 r=1200),70,12,8607.3,37197,185,177,14,2,1,completed,0.0,1610.7,0.0,559.9,0.0,0.0
v2(兜底 r=1200),71,16,10099.2,45866,144,137,15,3,0,incomplete,0.0,1227.1,0.0,556.9,0.0,0.0
v2(兜底 r=1200),72,13,10533.1,47006,180,174,12,1,0,incomplete,0.0,1870.9,0.0,469.8,0.0,0.0
v2(兜底 r=1200),73,11,8293.0,34715,217,215,10,0,0,incomplete,0.0,893.2,0.0,414.9,0.0,0.0
v2(兜底 r=1200),74,15,8155.8,36329,138,132,14,1,0,incomplete,0.0,1636.1,0.0,691.8,0.0,0.0
v2(兜底 r=1200),75,13,8829.7,39079,159,153,14,2,0,incomplete,0.0,1763.5,0.0,845.3,0.0,0.0
v2(兜底 r=1200),76,16,8701.3,39387,126,121,15,1,0,incomplete,0.0,1514.8,0.0,602.9,0.0,0.0
v2(兜底 r=1200),77,14,8417.7,37104,156,149,14,1,0,incomplete,0.0,1786.5,0.0,736.2,0.0,0.0
v2(兜底 r=1200),78,15,8427.2,37291,150,142,17,4,0,incomplete,0.0,1002.8,0.0,52.9,0.0,0.0
v2(兜底 r=1200),79,12,8213.9,35159,187,181,14,2,1,completed,0.0,1486.7,0.0,344.3,0.0,0.0
v2(兜底 r=1200),80,12,6736.9,28769,154,150,13,1,1,completed,0.0,2082.8,0.0,466.0,0.0,0.0
v2(兜底 r=1200),81,16,9814.0,44835,133,127,11,0,0,incomplete,0.0,1206.3,0.0,630.7,0.0,0.0
v2(兜底 r=1200),82,16,10030.3,45626,142,137,12,1,0,incomplete,0.0,1057.4,0.0,525.5,0.0,0.0
v2(兜底 r=1200),83,12,7336.7,31184,173,169,14,2,1,completed,0.0,1578.4,0.0,653.8,0.0,0.0
v2(兜底 r=1200),84,11,8753.5,37442,205,200,8,0,0,incomplete,0.0,911.8,0.0,1282.0,0.0,0.0
v2(兜底 r=1200),85,12,7856.5,34007,167,162,12,1,0,incomplete,0.0,1720.6,0.0,479.0,0.0,0.0
v2(兜底 r=1200),86,15,6909.9,30180,133,128,17,2,1,completed,0.0,1353.9,0.0,779.8,0.0,0.0
v2(兜底 r=1200),87,15,7498.0,33215,132,130,13,0,0,incomplete,0.0,1577.7,0.0,407.9,0.0,0.0
v2(兜底 r=1200),88,12,8629.7,38448,147,142,13,1,1,completed,0.0,2206.8,0.0,276.5,0.0,0.0
v2(兜底 r=1200),89,13,8266.2,36511,152,144,12,0,0,incomplete,0.0,1823.4,0.0,1058.2,0.0,0.0
v2(兜底 r=1200),90,13,8811.6,38663,171,166,12,1,0,incomplete,0.0,1339.1,0.0,382.2,0.0,0.0
v2(兜底 r=1200),91,10,9387.9,40579,205,202,9,0,0,incomplete,0.0,863.7,0.0,329.0,0.0,0.0
v2(兜底 r=1200),92,12,9720.1,42911,181,178,11,0,0,incomplete,0.0,1849.6,0.0,660.7,0.0,0.0
v2(兜底 r=1200),93,12,7606.1,33065,156,153,12,0,1,completed,0.0,2503.1,0.0,540.1,0.0,0.0
v2(兜底 r=1200),94,16,11145.5,51127,140,133,19,4,0,incomplete,0.0,2112.2,0.0,613.4,0.0,0.0
v2(兜底 r=1200),95,12,7845.8,33904,168,165,12,0,1,completed,0.0,1701.5,0.0,461.5,0.0,0.0
v2(兜底 r=1200),96,12,9420.9,41229,186,178,15,4,0,incomplete,0.0,1710.5,0.0,624.1,0.0,0.0
v2(兜底 r=1200),97,11,7680.9,32999,175,171,7,0,0,incomplete,0.0,1593.8,0.0,293.7,0.0,0.0
v2(兜底 r=1200),98,11,8806.3,37517,211,208,8,0,0,incomplete,0.0,892.7,0.0,319.8,0.0,0.0
v2(兜底 r=1200),99,13,7338.4,31912,149,145,14,2,0,incomplete,0.0,2018.0,0.0,610.6,0.0,0.0
v2(兜底 r=1030),0,13,7595.5,32657,170,163,11,2,0,incomplete,0.0,1389.3,0.0,765.3,0.0,0.0
v2(兜底 r=1030),1,12,7903.9,34224,167,163,13,2,0,incomplete,0.0,1496.8,0.0,416.3,0.0,0.0
v2(兜底 r=1030),2,11,9025.3,39127,193,187,10,1,0,incomplete,0.0,1225.9,0.0,535.4,0.0,0.0
v2(兜底 r=1030),3,13,8918.4,38727,185,179,15,3,0,incomplete,0.0,1089.7,0.0,618.4,0.0,0.0
v2(兜底 r=1030),4,15,8782.7,39214,145,138,17,4,0,incomplete,0.0,1227.5,0.0,898.5,0.0,0.0
v2(兜底 r=1030),5,10,7973.8,34194,181,177,11,1,1,completed,0.0,1009.3,0.0,143.1,0.0,0.0
v2(兜底 r=1030),6,11,8088.7,34473,194,189,7,0,0,incomplete,0.0,1455.5,0.0,413.7,0.0,0.0
v2(兜底 r=1030),7,10,8313.1,35281,202,196,11,2,0,incomplete,0.0,1648.6,0.0,0.0,0.0,0.0
v2(兜底 r=1030),8,12,7846.1,34076,163,158,12,1,0,incomplete,0.0,1830.2,0.0,530.8,0.0,0.0
v2(兜底 r=1030),9,15,8672.7,38454,154,145,15,4,0,incomplete,0.0,1384.0,0.0,671.5,0.0,0.0
v2(兜底 r=1030),10,14,9213.4,40682,169,164,14,1,0,incomplete,0.0,1671.9,0.0,565.8,0.0,0.0
v2(兜底 r=1030),11,15,8310.0,37075,138,134,15,2,0,incomplete,0.0,1697.2,0.0,203.5,0.0,0.0
v2(兜底 r=1030),12,15,10410.3,47247,149,146,14,0,0,incomplete,0.0,1004.4,0.0,333.8,0.0,0.0
v2(兜底 r=1030),13,10,8190.1,34575,206,202,9,1,0,incomplete,0.0,1543.6,0.0,667.5,0.0,0.0
v2(兜底 r=1030),14,16,10653.3,48646,142,136,16,1,0,incomplete,0.0,1095.5,0.0,123.0,0.0,0.0
v2(兜底 r=1030),15,13,9158.2,40226,177,173,11,0,0,incomplete,0.0,1515.2,0.0,435.4,0.0,0.0
v2(兜底 r=1030),16,16,8607.7,38919,123,117,20,4,1,completed,0.0,1521.5,0.0,448.2,0.0,0.0
v2(兜底 r=1030),17,13,8757.6,38583,166,163,10,1,0,incomplete,0.0,1237.9,0.0,390.9,0.0,0.0
v2(兜底 r=1030),18,15,10726.5,48712,151,145,18,3,1,completed,0.0,1473.2,0.0,508.2,0.0,0.0
v2(兜底 r=1030),19,11,9489.3,41347,196,187,11,1,0,incomplete,0.0,1408.7,0.0,112.2,0.0,0.0
v2(兜底 r=1030),20,15,8066.0,35680,144,140,14,0,0,incomplete,0.0,1594.5,0.0,624.2,0.0,0.0
v2(兜底 r=1030),21,12,8526.5,36357,201,197,11,1,0,incomplete,0.0,840.9,0.0,618.5,0.0,0.0
v2(兜底 r=1030),22,12,9087.2,39406,193,191,10,0,0,incomplete,0.0,1071.6,0.0,429.1,0.0,0.0
v2(兜底 r=1030),23,15,9489.5,42827,144,139,13,0,0,incomplete,0.0,1187.0,0.0,274.7,0.0,0.0
v2(兜底 r=1030),24,13,8406.6,36753,164,153,19,6,1,completed,0.0,1227.3,0.0,630.5,0.0,0.0
v2(兜底 r=1030),25,13,10193.9,45414,177,164,14,4,0,incomplete,0.0,805.5,0.0,287.7,0.0,0.0
v2(兜底 r=1030),26,13,10006.4,44452,176,170,14,2,0,incomplete,0.0,1919.3,0.0,194.7,0.0,0.0
v2(兜底 r=1030),27,12,8440.7,36199,192,188,11,1,0,incomplete,0.0,965.9,0.0,133.0,0.0,0.0
v2(兜底 r=1030),28,11,9006.0,38925,196,188,11,1,0,incomplete,0.0,1958.1,0.0,235.6,0.0,0.0
v2(兜底 r=1030),29,16,9100.4,41282,130,126,14,1,0,incomplete,0.0,2039.0,0.0,629.7,0.0,0.0
v2(兜底 r=1030),30,11,8757.4,37582,202,196,7,0,0,incomplete,0.0,1568.6,0.0,661.2,0.0,0.0
v2(兜底 r=1030),31,11,8106.1,34651,187,183,12,1,1,completed,0.0,1460.5,0.0,392.8,0.0,0.0
v2(兜底 r=1030),32,16,8551.9,38574,128,124,15,1,0,incomplete,0.0,2239.0,0.0,831.3,0.0,0.0
v2(兜底 r=1030),33,14,9782.1,43586,169,162,12,1,0,incomplete,0.0,1577.9,0.0,802.5,0.0,0.0
v2(兜底 r=1030),34,10,8586.9,36145,220,215,9,1,0,incomplete,0.0,845.6,0.0,398.5,0.0,0.0
v2(兜底 r=1030),35,14,7368.1,32141,146,141,15,3,0,incomplete,0.0,1714.6,0.0,972.6,0.0,0.0
v2(兜底 r=1030),36,14,8853.9,39024,165,158,14,2,0,incomplete,0.0,1265.5,0.0,647.3,0.0,0.0
v2(兜底 r=1030),37,11,8026.2,33871,200,193,13,3,0,incomplete,0.0,746.6,0.0,630.9,0.0,0.0
v2(兜底 r=1030),38,12,8977.8,38619,203,199,8,0,0,incomplete,0.0,386.3,0.0,303.5,0.0,0.0
v2(兜底 r=1030),39,14,8846.3,39062,162,152,16,4,0,incomplete,0.0,1896.1,0.0,427.1,0.0,0.0
v2(兜底 r=1030),40,10,7903.2,32936,213,211,8,0,0,incomplete,0.0,1098.7,0.0,605.4,0.0,0.0
v2(兜底 r=1030),41,14,8356.4,36937,153,149,11,0,0,incomplete,0.0,1393.1,0.0,382.4,0.0,0.0
v2(兜底 r=1030),42,11,8394.6,36258,183,178,10,0,0,incomplete,0.0,1447.5,0.0,254.4,0.0,0.0
v2(兜底 r=1030),43,11,9005.5,38602,206,201,12,3,0,incomplete,0.0,1428.0,0.0,224.4,0.0,0.0
v2(兜底 r=1030),44,10,7438.0,30655,213,207,7,0,0,incomplete,0.0,1307.7,0.0,759.2,0.0,0.0
v2(兜底 r=1030),45,10,7500.6,31568,190,186,11,2,0,incomplete,0.0,1372.2,0.0,407.4,0.0,0.0
v2(兜底 r=1030),46,15,12124.7,55459,161,154,16,3,0,incomplete,0.0,2312.5,0.0,336.2,0.0,0.0
v2(兜底 r=1030),47,16,10755.8,49034,147,142,16,4,0,incomplete,0.0,824.7,0.0,479.6,0.0,0.0
v2(兜底 r=1030),48,11,8200.8,34964,193,187,12,2,0,incomplete,0.0,1446.0,0.0,488.6,0.0,0.0
v2(兜底 r=1030),49,14,10208.3,45906,161,153,15,3,0,incomplete,0.0,1783.7,0.0,735.5,0.0,0.0
v2(兜底 r=1030),50,13,8290.2,36386,159,155,13,1,0,incomplete,0.0,1766.5,0.0,432.0,0.0,0.0
v2(兜底 r=1030),51,14,9553.6,42793,156,148,15,4,0,incomplete,0.0,1270.6,0.0,305.6,0.0,0.0
v2(兜底 r=1030),52,15,10255.5,46612,142,130,21,6,1,completed,0.0,953.1,0.0,122.2,0.0,0.0
v2(兜底 r=1030),53,16,8681.7,39443,121,118,14,0,0,incomplete,0.0,2287.0,0.0,463.7,0.0,0.0
v2(兜底 r=1030),54,14,9616.4,42942,159,154,17,3,1,completed,0.0,1533.9,0.0,727.0,0.0,0.0
v2(兜底 r=1030),55,12,8653.3,37406,186,178,14,3,0,incomplete,0.0,1361.7,0.0,431.4,0.0,0.0
v2(兜底 r=1030),56,12,9995.2,44036,189,182,13,2,0,incomplete,0.0,967.2,0.0,283.3,0.0,0.0
v2(兜底 r=1030),57,11,8588.9,36474,209,203,10,2,0,incomplete,0.0,1220.6,0.0,625.2,0.0,0.0
v2(兜底 r=1030),58,13,9266.7,41149,163,156,14,2,0,incomplete,0.0,1315.3,0.0,265.5,0.0,0.0
v2(兜底 r=1030),59,16,7594.7,33864,126,119,15,1,0,incomplete,0.0,1760.4,0.0,834.6,0.0,0.0
v2(兜底 r=1030),60,12,9511.9,41355,203,196,6,0,0,incomplete,0.0,1387.2,0.0,555.7,0.0,0.0
v2(兜底 r=1030),61,16,9324.8,42004,144,141,13,1,0,incomplete,0.0,1613.9,0.0,610.0,0.0,0.0
v2(兜底 r=1030),62,10,9135.2,39056,214,209,9,0,0,incomplete,0.0,1120.0,0.0,264.7,0.0,0.0
v2(兜底 r=1030),63,11,8471.4,36207,197,192,11,1,0,incomplete,0.0,1392.9,0.0,588.5,0.0,0.0
v2(兜底 r=1030),64,16,10372.4,47162,144,133,19,4,0,incomplete,0.0,1442.1,0.0,348.2,0.0,0.0
v2(兜底 r=1030),65,14,7131.1,31201,139,133,13,1,0,incomplete,0.0,1607.1,0.0,847.9,0.0,0.0
v2(兜底 r=1030),66,14,9789.3,44101,150,142,17,4,0,incomplete,0.0,1931.0,0.0,539.1,0.0,0.0
v2(兜底 r=1030),67,15,8605.8,38444,144,142,11,0,0,incomplete,0.0,1451.9,0.0,1166.6,0.0,0.0
v2(兜底 r=1030),68,16,8253.7,36893,132,128,19,4,0,incomplete,0.0,1754.7,0.0,752.3,0.0,0.0
v2(兜底 r=1030),69,12,8787.3,37956,192,188,10,1,0,incomplete,0.0,1552.3,0.0,339.3,0.0,0.0
v2(兜底 r=1030),70,12,8607.3,37197,185,177,14,2,1,completed,0.0,1610.7,0.0,559.9,0.0,0.0
v2(兜底 r=1030),71,16,10099.2,45866,144,137,15,3,0,incomplete,0.0,1227.1,0.0,556.9,0.0,0.0
v2(兜底 r=1030),72,13,10533.1,47006,180,174,12,1,0,incomplete,0.0,1870.9,0.0,469.8,0.0,0.0
v2(兜底 r=1030),73,11,8293.0,34715,217,215,10,0,0,incomplete,0.0,893.2,0.0,414.9,0.0,0.0
v2(兜底 r=1030),74,15,8155.8,36329,138,132,14,1,0,incomplete,0.0,1636.1,0.0,691.8,0.0,0.0
v2(兜底 r=1030),75,13,8829.7,39079,159,153,14,2,0,incomplete,0.0,1763.5,0.0,845.3,0.0,0.0
v2(兜底 r=1030),76,16,8701.3,39387,126,121,15,1,0,incomplete,0.0,1514.8,0.0,602.9,0.0,0.0
v2(兜底 r=1030),77,14,8417.7,37104,156,149,14,1,0,incomplete,0.0,1786.5,0.0,736.2,0.0,0.0
v2(兜底 r=1030),78,15,8427.2,37291,150,142,17,4,0,incomplete,0.0,1002.8,0.0,52.9,0.0,0.0
v2(兜底 r=1030),79,12,8213.9,35159,187,181,14,2,1,completed,0.0,1486.7,0.0,344.3,0.0,0.0
v2(兜底 r=1030),80,12,6736.9,28769,154,150,13,1,1,completed,0.0,2082.8,0.0,466.0,0.0,0.0
v2(兜底 r=1030),81,16,9814.0,44835,133,127,11,0,0,incomplete,0.0,1206.3,0.0,630.7,0.0,0.0
v2(兜底 r=1030),82,16,10030.3,45626,142,137,12,1,0,incomplete,0.0,1057.4,0.0,525.5,0.0,0.0
v2(兜底 r=1030),83,12,7336.7,31184,173,169,14,2,1,completed,0.0,1578.4,0.0,653.8,0.0,0.0
v2(兜底 r=1030),84,11,8753.5,37442,205,200,8,0,0,incomplete,0.0,911.8,0.0,1282.0,0.0,0.0
v2(兜底 r=1030),85,12,7856.5,34007,167,162,12,1,0,incomplete,0.0,1720.6,0.0,479.0,0.0,0.0
v2(兜底 r=1030),86,15,6909.9,30180,133,128,17,2,1,completed,0.0,1353.9,0.0,779.8,0.0,0.0
v2(兜底 r=1030),87,15,7498.0,33215,132,130,13,0,0,incomplete,0.0,1577.7,0.0,407.9,0.0,0.0
v2(兜底 r=1030),88,12,8629.7,38448,147,142,13,1,1,completed,0.0,2206.8,0.0,276.5,0.0,0.0
v2(兜底 r=1030),89,13,8266.2,36511,152,144,12,0,0,incomplete,0.0,1823.4,0.0,1058.2,0.0,0.0
v2(兜底 r=1030),90,13,8811.6,38663,171,166,12,1,0,incomplete,0.0,1339.1,0.0,382.2,0.0,0.0
v2(兜底 r=1030),91,10,9387.9,40579,205,202,9,0,0,incomplete,0.0,863.7,0.0,329.0,0.0,0.0
v2(兜底 r=1030),92,12,9720.1,42911,181,178,11,0,0,incomplete,0.0,1849.6,0.0,660.7,0.0,0.0
v2(兜底 r=1030),93,12,7606.1,33065,156,153,12,0,1,completed,0.0,2503.1,0.0,540.1,0.0,0.0
v2(兜底 r=1030),94,16,11145.5,51127,140,133,19,4,0,incomplete,0.0,2112.2,0.0,613.4,0.0,0.0
v2(兜底 r=1030),95,12,7845.8,33904,168,165,12,0,1,completed,0.0,1701.5,0.0,461.5,0.0,0.0
v2(兜底 r=1030),96,12,9420.9,41229,186,178,15,4,0,incomplete,0.0,1710.5,0.0,624.1,0.0,0.0
v2(兜底 r=1030),97,11,7680.9,32999,175,171,7,0,0,incomplete,0.0,1593.8,0.0,293.7,0.0,0.0
v2(兜底 r=1030),98,11,8806.3,37517,211,208,8,0,0,incomplete,0.0,892.7,0.0,319.8,0.0,0.0
v2(兜底 r=1030),99,13,7338.4,31912,149,145,14,2,0,incomplete,0.0,2018.0,0.0,610.6,0.0,0.0
