# n=8 半径扫描: 逐案
arm,r,margin_m,k,n_src,T,dist,meas,fail,full
当前候选 n=9 r=1150,1150.0,180.1,10,14,4142.0,14860,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4325.4,15682,190,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4380.1,15776,195,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,3873.3,13972,170,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4433.4,16292,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4101.4,14567,189,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,5040.2,18941,197,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4113.7,14973,177,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4781.7,18319,174,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4755.2,18306,170,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4633.7,17463,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4769.9,18249,175,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4911.7,18724,185,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4752.3,17962,181,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4039.6,14318,187,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,5015.9,18945,193,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4051.0,14120,196,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4494.4,16197,200,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4561.2,17026,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4993.7,18869,192,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4271.9,15349,192,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4089.1,14846,180,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4021.1,14360,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4237.6,15518,179,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4405.9,16120,189,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4627.6,17653,170,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4745.0,17840,183,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4139.7,14673,191,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4258.8,15459,186,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4411.5,16157,190,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4338.9,15929,184,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3717.7,12898,183,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4091.1,14800,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4998.0,19510,171,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,3920.5,14047,176,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4489.4,16662,180,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4849.1,18181,190,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,3958.1,14505,164,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4237.3,15227,192,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4530.5,17128,172,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4092.7,14589,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4860.9,18070,197,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4536.4,16792,183,3,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4622.7,17108,191,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4124.6,14473,196,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4514.9,16670,186,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4477.3,16521,187,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4001.8,14064,190,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4871.7,18434,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4621.5,17317,183,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4575.4,16852,190,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4033.2,14766,168,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4812.5,17933,192,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4839.9,18209,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4593.5,16993,192,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4214.8,15394,182,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4700.9,17755,180,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,3725.2,12946,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4553.1,16806,188,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4318.9,15790,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4518.6,16783,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4254.3,15521,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4241.9,15630,176,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4094.2,14511,192,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4270.2,15266,194,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4555.1,16610,195,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4186.5,15163,183,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4441.5,16238,190,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4388.9,16090,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4601.4,16957,195,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4562.6,16978,181,3,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4224.7,15013,197,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4709.6,17753,181,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4041.4,14407,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4869.5,18383,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,5094.2,19401,191,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4161.0,15330,171,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4979.6,18858,190,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4610.9,17464,177,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4291.5,15618,184,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4084.5,14407,192,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4591.9,17149,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4154.7,14944,187,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4820.4,18257,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4360.6,15728,195,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4241.6,15388,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3156.0,10440,170,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4897.6,18188,199,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4582.1,17151,183,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4056.9,14145,198,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4118.3,15007,177,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,3675.3,13032,170,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4486.7,16894,173,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,3985.1,14500,168,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4186.6,15638,168,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4490.5,16372,192,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4272.3,15702,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4444.6,16328,184,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4468.7,16719,176,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4425.5,16307,180,4,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,3982.8,14189,180,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3984.3,14262,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4461.8,16409,190,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4460.9,16664,176,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4328.3,16147,173,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4247.4,15397,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4210.0,15575,172,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4323.5,16143,172,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4508.4,16507,194,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4359.3,15976,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4448.2,16451,183,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4203.5,15178,187,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,5143.4,19987,180,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4410.0,16585,172,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4075.8,14859,174,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4189.0,15210,179,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4185.0,15245,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4502.2,16416,196,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4629.2,17391,182,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,3718.4,13437,161,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4950.2,18631,193,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4524.9,16904,179,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4311.1,15660,189,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4485.6,16153,199,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4433.9,15990,196,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4164.4,14847,192,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4279.7,15743,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,3914.5,14267,167,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4880.6,18263,193,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4127.8,14909,181,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4477.8,16514,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4331.4,15802,186,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4822.2,17786,198,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4319.9,15994,177,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4214.6,15003,195,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4219.3,15022,195,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4162.4,14822,193,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4703.4,17877,178,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,5037.0,19270,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4339.0,15590,196,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4246.4,15362,189,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4309.2,16361,162,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4994.1,18945,190,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,3910.5,13803,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4629.0,17440,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,5118.5,19423,194,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4361.3,15906,190,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4995.1,19100,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4046.5,14802,171,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,3770.2,12996,183,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4459.2,16736,173,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4859.6,18518,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,5327.8,20344,197,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4504.2,17041,171,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4528.1,16630,192,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4073.8,14579,184,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3980.1,14121,186,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4125.7,14549,195,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4701.2,17466,189,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4546.3,16866,187,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3763.1,13026,185,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4258.5,15392,190,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4439.4,16242,191,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4598.3,17157,183,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4391.1,16335,177,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4165.7,15044,186,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4517.4,16827,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4478.6,16783,177,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4225.4,15037,195,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4978.5,19018,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4377.9,16190,177,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4467.2,16361,189,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,3887.8,13654,184,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3843.0,13445,185,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4610.5,17182,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,5283.1,20470,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4022.8,14814,165,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4608.9,16964,190,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4289.4,15652,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4460.0,16480,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4046.0,14300,188,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4367.5,16087,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4426.5,16448,178,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4700.0,17510,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4231.2,15286,189,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4208.2,15051,189,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4561.1,17210,175,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4393.6,15773,199,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4860.2,18326,191,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4137.6,14583,196,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4806.2,18081,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4699.9,17395,192,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4272.7,15584,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4221.6,15228,189,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4396.4,16172,187,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4306.3,15642,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4864.5,18288,189,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4242.5,15707,176,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4342.4,16007,179,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4530.6,16888,181,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4593.6,17198,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4186.3,15142,183,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4308.4,15607,187,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3982.8,14134,186,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4854.9,18180,194,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,3355.4,11372,172,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4497.3,17006,171,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,5031.6,18883,200,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4054.0,14850,169,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4224.8,15124,190,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4258.3,15976,168,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4322.9,16104,176,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4196.2,15301,178,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4604.2,17136,185,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4582.4,17242,178,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4800.5,17838,195,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4233.7,15324,184,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4764.7,17989,183,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4451.6,16323,186,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4483.6,16608,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4304.2,15681,187,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4530.7,16519,195,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4725.9,17585,190,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4110.7,14939,179,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4153.0,14725,190,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4645.3,17501,179,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4791.5,18138,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4557.9,16865,185,3,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3918.2,13781,187,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4357.3,16126,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3684.8,12799,180,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4354.6,15858,190,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4145.5,15058,179,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4503.7,16454,193,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4722.2,17761,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4480.1,16421,191,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4497.8,16564,188,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4756.4,18207,174,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4228.2,15296,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,3903.0,13770,183,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4411.7,16178,188,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4473.9,16674,177,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4452.1,16585,178,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4145.6,14943,186,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4614.1,17115,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4464.3,16346,190,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,3713.0,13325,163,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4347.0,16050,179,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4394.9,16189,183,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,3781.1,13231,181,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4413.2,16161,190,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4151.7,15229,177,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4692.7,17493,188,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,5004.2,18781,200,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4327.7,15644,189,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4540.4,17132,175,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4261.5,15408,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4520.4,16942,177,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,3724.5,12877,183,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,3965.6,13958,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,3791.9,13314,177,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4033.9,14295,189,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4074.1,14571,186,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4419.6,16243,187,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4368.9,15925,187,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4726.1,17536,194,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,3947.2,14276,173,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4123.9,14900,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4428.0,16300,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,3776.2,13076,186,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4632.9,17290,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4470.0,16550,181,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4644.8,17414,183,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4400.1,16061,190,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4612.4,16992,191,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4159.0,15065,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4388.6,16213,180,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,3916.2,14071,173,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4462.6,16223,193,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4784.2,17976,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4691.8,17529,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4212.6,15323,183,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4021.0,14100,192,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4075.0,14715,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4460.0,16175,195,3,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4546.1,16601,196,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,3646.4,12737,175,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4296.0,15610,185,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4426.1,16280,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4353.7,16339,170,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4955.1,18801,187,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4444.2,16511,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3979.9,14439,175,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4133.0,15035,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4300.4,15627,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4452.8,16544,179,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4293.7,15573,189,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4330.8,15784,183,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4047.9,14610,181,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4353.5,16082,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,3700.2,13211,168,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4461.5,16533,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4409.5,16202,187,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4369.3,16026,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4143.5,15028,179,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4527.1,16586,193,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,5103.6,19548,189,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3812.0,13040,194,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,5188.9,20074,184,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4754.2,18176,174,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4469.1,16521,184,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4725.2,17871,180,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4340.6,15728,192,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4227.8,15094,194,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4054.5,14373,186,3,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4376.6,16198,182,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4431.8,16259,185,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4103.4,14992,174,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4515.6,16658,189,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4609.4,17307,183,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4221.7,15214,188,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,16,4226.6,15393,179,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,3484.2,12041,171,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,3611.6,12298,183,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4905.8,18874,177,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4129.0,15040,178,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,3838.4,13642,175,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,3938.7,14123,175,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4226.5,15262,185,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4058.7,14599,183,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,13,4199.7,15094,187,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4547.6,17088,177,2,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,3892.5,13652,187,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,12,4482.0,16530,187,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,10,4112.2,14876,183,0,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4186.2,15311,176,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,4326.6,15838,185,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,15,4631.0,17230,186,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,14,4405.9,16159,185,1,1
当前候选 n=9 r=1150,1150.0,180.1,10,11,3696.5,12448,193,1,1
