# δ 2x2 交叉验证逐案
config,delta,k,n_src,T,dist,meas,fail,full
现行 1030x8 + 透镜 + 贝叶斯,500,69,13,4077.6,16033,135,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,70,13,3602.3,13321,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,71,11,3990.5,15083,152,5,1
现行 1030x8 + 透镜 + 贝叶斯,500,72,13,4506.9,18079,138,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,73,15,4128.0,16400,130,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,74,13,3965.1,15171,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,75,13,4157.8,16219,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,76,10,3939.0,14845,154,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,77,12,4351.5,17133,144,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,78,14,4548.4,18337,135,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,79,16,4590.8,18679,130,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,80,14,3572.1,13371,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,81,12,3932.3,15172,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,82,12,4383.1,16960,156,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,83,16,3539.4,13467,129,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,84,10,3479.8,13054,138,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,85,12,3517.6,13063,142,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,86,13,4108.3,15756,150,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,87,15,4505.2,17676,149,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,88,12,3737.3,14251,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,89,12,4233.3,16502,146,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,90,11,4381.0,17385,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,91,10,3326.9,11934,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,92,13,3921.8,15499,127,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,93,15,4096.3,16107,134,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,94,11,3449.3,12576,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,95,15,4744.1,19171,139,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,96,11,3727.3,14187,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,97,13,4118.2,16101,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,98,10,3705.9,13995,144,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,99,14,4103.4,15752,147,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,100,16,4221.8,16849,130,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,101,13,4256.4,16647,144,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,102,13,3904.9,15015,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,103,15,4038.6,16173,121,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,104,12,4466.8,17609,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,105,15,4210.3,16286,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,106,13,4294.0,16580,153,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,107,16,4230.9,16960,128,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,108,12,4023.4,15492,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,109,13,3813.7,14289,150,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,110,15,4292.6,16988,137,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,111,12,4511.4,18252,135,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,112,12,4136.0,15710,156,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,113,12,4450.6,17668,144,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,114,15,4466.7,18008,132,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,115,15,3911.7,15404,127,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,116,15,3956.0,15315,137,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,117,11,4014.6,15313,151,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,118,16,5569.1,23256,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,119,14,4101.2,15871,144,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,120,12,3644.1,13526,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,121,16,4279.0,17075,132,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,122,15,4442.3,18081,126,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,123,14,3920.0,15005,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,124,11,3457.7,12828,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,125,15,4744.0,18880,150,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,126,13,4274.2,16816,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,127,12,3983.2,15436,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,128,12,3885.6,14698,148,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,129,10,3316.8,12129,141,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,130,12,3874.8,14919,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,131,11,3645.4,13507,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,132,16,3657.5,14587,110,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,133,13,3307.7,12328,131,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,134,10,4190.6,16098,155,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,135,16,3938.9,15790,117,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,136,15,3766.3,14122,144,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,137,13,3932.4,15212,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,138,15,4406.3,17577,137,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,139,11,4027.3,15466,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,140,16,4214.5,17293,113,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,141,10,3291.8,11394,162,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,142,15,3736.1,14391,131,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,143,16,4663.3,19297,120,4,1
现行 1030x8 + 透镜 + 贝叶斯,500,144,14,4247.1,16560,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,145,10,3837.1,14560,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,146,13,4328.6,17253,136,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,147,16,4346.7,17248,137,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,148,10,3410.2,12431,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,149,15,4302.8,17454,123,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,150,14,4184.9,16774,128,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,151,14,3780.0,14020,152,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,152,12,3835.6,14718,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,153,10,4012.2,15141,157,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,154,13,3853.3,14582,146,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,155,16,4091.0,16345,125,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,156,14,3579.1,13546,134,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,157,15,4949.9,20220,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,158,11,3274.1,12121,134,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,159,13,4081.7,15948,138,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,160,10,3506.0,12610,157,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,161,16,3952.7,15788,120,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,162,11,3196.8,11799,131,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,163,13,4144.9,16044,146,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,164,13,4379.7,17118,149,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,165,12,3438.9,12570,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,166,11,3450.8,12714,142,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,167,13,3880.4,14657,147,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,168,16,4378.3,17802,124,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,169,14,3891.3,14991,138,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,170,15,4150.2,16416,133,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,171,10,4141.1,16211,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,172,13,4304.8,16714,151,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,173,13,4244.2,16376,151,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,174,16,4442.9,17634,139,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,175,15,3999.4,16077,119,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,176,16,4138.0,16465,128,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,177,15,4502.4,18022,138,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,178,14,4067.5,15943,135,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,179,16,3632.1,14436,112,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,180,11,4278.1,16735,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,181,12,4443.7,17693,141,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,182,14,4074.4,16192,129,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,183,16,4095.4,16167,131,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,184,13,4315.4,16662,154,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,185,13,4098.6,15413,159,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,186,15,4207.8,16784,130,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,187,12,4340.3,17182,142,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,188,14,4486.0,17745,146,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,189,15,4148.8,16034,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,190,11,4083.6,15498,155,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,191,13,3900.1,14805,146,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,192,14,3830.8,14914,131,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,193,12,4081.3,15726,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,194,11,3643.2,13236,157,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,195,11,3848.5,14448,151,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,196,16,4342.5,17733,120,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,197,14,3619.1,14190,120,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,198,16,4293.2,16961,138,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,199,13,4045.4,15332,153,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,200,13,3835.5,14862,134,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,201,16,3905.6,15258,129,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,202,10,3165.6,11078,150,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,203,10,3476.6,12493,155,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,204,13,3780.6,14658,132,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,205,14,4363.9,17029,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,206,15,4043.3,15806,135,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,207,12,3705.6,14003,142,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,208,11,3993.5,15438,142,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,209,16,3909.0,15425,125,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,210,11,3502.2,13336,130,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,211,16,4045.2,16131,123,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,212,11,4030.0,15060,162,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,213,16,4153.5,16472,130,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,214,10,3911.4,14672,156,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,215,16,4101.6,16173,132,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,216,15,4337.1,17715,121,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,217,13,3870.8,14979,136,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,218,12,3667.7,13638,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,219,10,3218.9,11754,137,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,220,15,4065.7,15799,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,221,13,4354.6,17453,134,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,222,16,4138.9,16470,127,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,223,14,4156.3,15981,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,224,11,3161.8,11199,144,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,225,13,3692.0,14110,135,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,226,12,3406.0,12295,148,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,227,13,4638.4,18697,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,228,11,3778.6,14128,150,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,229,16,3758.5,14543,128,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,230,16,4225.6,16973,126,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,231,11,4296.6,16663,153,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,232,12,4025.4,15532,144,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,233,11,3594.9,13509,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,234,15,4183.9,16524,134,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,235,15,4192.0,16060,150,4,1
现行 1030x8 + 透镜 + 贝叶斯,500,236,11,3934.4,15157,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,237,11,3248.7,11874,138,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,238,12,4877.9,19635,150,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,239,10,3135.8,11124,143,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,240,16,3833.3,14841,131,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,241,16,4473.8,18319,121,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,242,12,4144.8,15934,151,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,243,13,4320.2,16786,151,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,244,10,4530.0,17705,158,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,245,15,5455.5,22307,154,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,246,15,3721.8,14554,124,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,247,10,3634.3,13226,158,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,248,14,4179.1,16180,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,249,12,3152.4,11702,125,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,250,12,4587.0,18100,152,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,251,16,3789.4,15397,106,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,252,11,3390.0,12730,132,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,253,15,4317.5,17508,124,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,254,13,4041.4,15497,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,255,11,3666.3,13872,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,256,10,3750.1,14131,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,257,14,4030.6,15758,135,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,258,16,4447.8,17329,150,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,259,10,4078.2,15941,141,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,260,10,4133.8,15974,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,261,10,3761.6,14068,150,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,262,12,3759.8,14594,131,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,263,13,4078.7,16099,133,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,264,14,4451.3,17837,137,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,265,13,4108.8,16344,130,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,266,16,4256.7,17424,115,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,267,14,3913.1,15070,139,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,268,15,3277.9,12715,111,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,269,16,4112.0,16585,120,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,270,14,4215.5,16748,133,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,271,15,3858.6,15188,125,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,272,16,4553.4,18582,127,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,273,12,4225.8,16659,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,274,14,4435.5,17357,150,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,275,16,4031.3,16087,123,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,276,14,5076.5,20487,151,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,277,10,3587.5,13228,150,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,278,15,3920.9,15354,129,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,279,16,4305.3,17081,136,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,280,10,3933.0,15015,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,281,13,4016.2,15596,139,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,282,13,3912.6,14608,155,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,283,13,4012.7,15524,141,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,284,11,3748.2,13631,162,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,285,15,4426.1,17961,127,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,286,13,3901.5,15088,136,4,1
现行 1030x8 + 透镜 + 贝叶斯,500,287,11,3966.6,14883,156,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,288,11,4565.6,17943,155,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,289,14,4095.3,15817,145,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,290,16,3931.3,15651,120,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,291,10,3464.0,12740,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,292,13,4130.2,16246,137,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,293,10,2936.2,10386,136,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,294,12,3976.3,15256,144,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,295,16,3984.5,15937,121,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,296,16,4328.8,16969,142,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,297,12,4149.0,16060,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,298,14,4090.9,16069,136,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,299,12,3997.2,15281,148,0,1
