# δ 2x2 交叉验证逐案
config,delta,k,n_src,T,dist,meas,fail,full
旧配置 1200x6 无透镜/无贝叶斯,500,21,14,4858.1,19705,143,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,22,11,5855.2,24501,153,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,23,16,5761.6,24208,144,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,24,16,4400.9,17774,128,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,25,10,4680.7,18914,143,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,26,13,4586.4,18682,131,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,27,11,3928.0,15470,130,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,28,11,4539.2,18301,140,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,29,13,3793.2,14951,123,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,30,13,4989.9,20324,146,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,31,12,3635.9,13905,133,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,32,12,4541.9,18350,136,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,33,12,4361.0,17490,135,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,34,16,5005.1,20625,136,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,35,15,4441.6,18208,122,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,36,13,4966.5,20652,129,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,37,12,5513.9,23085,142,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,38,16,4776.1,19510,135,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,39,16,5171.9,21605,129,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,40,11,5026.2,20326,153,4,1
旧配置 1200x6 无透镜/无贝叶斯,500,41,16,5543.7,23424,132,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,42,11,3496.3,13561,122,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,43,11,4343.6,17563,130,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,44,12,3915.9,15320,132,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,45,14,5580.9,23395,141,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,46,10,4031.1,15786,140,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,47,10,4716.8,19179,141,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,48,14,4692.9,19079,137,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,49,10,4639.6,18923,135,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,50,10,4194.1,16556,140,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,51,13,5188.6,21288,147,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,52,10,5087.5,21038,139,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,53,15,4760.2,19286,138,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,54,15,4317.2,17491,125,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,55,13,4228.9,16955,130,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,56,15,3919.7,15713,118,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,57,14,4704.6,19068,137,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,58,15,4949.8,20969,114,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,59,12,3879.3,15352,126,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,60,16,4513.6,18368,126,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,61,13,4080.4,16152,132,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,62,16,4496.3,18282,125,5,1
旧配置 1200x6 无透镜/无贝叶斯,500,63,16,5131.1,21441,128,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,64,14,5320.8,22054,144,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,65,16,4559.1,18431,132,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,66,14,5061.2,20661,144,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,67,10,3725.8,14444,131,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,68,13,4435.1,17836,135,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,69,13,4309.5,17442,127,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,70,13,3622.8,14234,119,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,71,11,4001.8,15564,139,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,72,13,5218.4,21652,138,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,73,15,4554.8,18714,124,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,74,13,4010.1,15585,139,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,75,13,5192.0,21575,136,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,76,10,4154.2,16376,139,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,77,12,4291.1,17015,140,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,78,14,4573.6,18503,134,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,79,16,6034.4,25717,138,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,80,14,5127.0,21165,140,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,81,12,5456.8,22784,142,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,82,12,5078.7,21009,137,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,83,16,4726.7,18928,147,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,84,10,4485.9,18360,128,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,85,12,3574.1,13856,125,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,86,13,4428.4,17772,136,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,87,15,5484.1,22705,146,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,88,12,4454.9,18019,132,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,89,12,4236.4,16982,128,7,1
旧配置 1200x6 无透镜/无贝叶斯,500,90,11,4778.6,19363,142,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,91,10,3538.0,13510,131,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,92,13,4473.0,18470,120,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,93,15,4248.9,17250,121,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,94,11,4010.6,15768,133,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,95,15,4920.8,20244,133,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,96,11,4171.1,16610,133,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,97,13,5804.5,24427,146,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,98,10,4206.9,16839,133,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,99,14,5006.4,20567,137,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,100,16,4286.6,17103,131,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,101,13,5543.2,23056,147,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,102,13,4169.1,16390,137,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,103,15,5734.8,24154,140,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,104,12,4931.3,20166,140,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,105,15,4443.7,17849,134,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,106,13,5031.1,20485,147,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,107,16,5270.0,21830,138,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,108,12,5017.6,20698,137,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,109,13,4371.4,17407,138,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,110,15,4671.7,18849,139,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,111,12,4590.8,18749,130,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,112,12,5361.3,22116,148,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,113,12,4779.4,19492,138,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,114,15,5104.3,21467,123,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,115,15,4901.2,20296,129,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,116,15,4524.0,18335,131,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,117,11,4709.1,18940,147,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,118,16,5963.1,25086,147,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,119,14,4919.1,20381,130,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,120,12,3946.6,15493,132,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,121,16,4696.2,19126,132,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,122,15,4741.4,19452,130,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,123,14,4903.3,20207,134,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,124,11,4175.4,16807,127,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,125,15,4984.1,20501,136,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,126,13,5127.5,21163,140,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,127,12,4314.3,17442,129,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,128,12,4687.2,19146,133,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,129,10,3957.6,15733,128,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,130,12,4697.7,19354,129,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,131,11,3765.2,14741,128,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,132,16,4670.7,18899,136,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,133,13,3873.4,15117,132,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,134,10,4194.3,16587,138,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,135,16,5835.1,24141,160,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,136,15,5241.1,21575,144,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,137,13,3862.6,15088,131,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,138,15,5531.6,23178,139,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,139,11,4400.3,17651,137,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,140,16,5243.6,21748,134,5,1
旧配置 1200x6 无透镜/无贝叶斯,500,141,10,3220.9,11855,134,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,142,15,4117.0,16535,123,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,143,16,5246.3,21971,128,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,144,14,5085.8,20989,137,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,145,10,4442.0,17940,135,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,146,13,4409.8,17709,134,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,147,16,5166.9,20970,150,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,148,10,4090.5,16153,136,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,149,15,4636.2,19181,122,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,150,14,5064.4,21057,131,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,151,14,4722.2,19076,140,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,152,12,4505.2,18401,128,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,153,10,4597.0,18690,136,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,154,13,4211.5,17078,123,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,155,16,5269.4,22227,125,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,156,14,4338.5,17437,130,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,157,15,5291.8,21889,140,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,158,11,4048.5,16072,131,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,159,13,5449.3,22716,142,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,160,10,3999.5,15823,132,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,161,16,4430.5,18048,124,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,162,11,3693.6,14208,134,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,163,13,4797.1,19391,145,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,164,13,5576.1,23346,142,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,165,12,4028.0,15810,135,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,166,11,4169.8,16409,140,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,167,13,4354.0,17335,137,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,168,16,5035.5,20992,127,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,169,14,3951.1,15570,129,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,170,15,4381.2,17816,125,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,171,10,4367.6,17628,132,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,172,13,5844.9,24519,148,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,173,13,4397.4,17612,136,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,174,16,4250.3,16932,131,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,175,15,4512.3,18551,121,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,176,16,5752.1,24081,145,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,177,15,5327.2,22151,139,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,178,14,3907.9,15900,110,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,179,16,4217.6,16793,131,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,180,11,4331.9,17349,135,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,181,12,4901.9,20130,138,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,182,14,5453.6,22823,139,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,183,16,4436.5,17917,130,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,184,13,6026.6,25518,145,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,185,13,4763.8,19204,145,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,186,15,5473.0,22930,138,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,187,12,4882.7,20084,135,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,188,14,5452.0,22505,149,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,189,15,5186.2,21236,146,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,190,11,4362.6,17593,132,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,191,13,4786.1,19291,146,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,192,14,3819.7,15123,121,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,193,12,5252.5,21752,141,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,194,11,4422.4,17642,142,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,195,11,4530.6,18388,134,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,196,16,4659.5,19048,129,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,197,14,4467.4,18422,120,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,198,16,5162.3,21212,140,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,199,13,4951.5,20408,134,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,200,13,4355.7,17683,126,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,201,16,4743.8,19104,144,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,202,10,4075.9,15954,141,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,203,10,3960.6,15638,131,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,204,13,4297.6,17568,121,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,205,14,5076.8,20724,145,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,206,15,4278.3,17372,122,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,207,12,4600.8,18434,144,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,208,11,3970.6,15828,126,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,209,16,4293.5,17608,116,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,210,11,3981.6,15983,121,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,211,16,5262.0,21870,136,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,212,11,4445.6,17758,141,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,213,16,6208.7,25923,161,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,214,10,5196.5,21318,149,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,215,16,4728.9,19079,139,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,216,15,5286.6,22233,130,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,217,13,4371.2,17606,132,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,218,12,4429.5,17977,131,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,219,10,3944.0,15410,136,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,220,15,4290.1,17225,129,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,221,13,4883.1,20310,125,4,1
旧配置 1200x6 无透镜/无贝叶斯,500,222,16,4144.9,16499,126,5,1
旧配置 1200x6 无透镜/无贝叶斯,500,223,14,4922.3,20237,134,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,224,11,3881.4,15177,134,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,225,13,4713.4,19317,132,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,226,12,3635.1,14216,123,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,227,13,5253.0,21970,133,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,228,11,5005.1,20450,146,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,229,16,4442.7,17873,132,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,230,16,5129.0,21110,138,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,231,11,5298.6,22083,140,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,232,12,4689.7,19254,131,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,233,11,4080.7,16309,128,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,234,15,4681.5,19298,125,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,235,15,5856.3,24352,155,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,236,11,4222.3,16772,135,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,237,11,3208.6,11903,130,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,238,12,5690.0,23780,147,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,239,10,3139.5,11622,128,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,240,16,4175.9,16705,125,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,241,16,4857.8,20094,126,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,242,12,4692.0,19000,139,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,243,13,4601.9,18475,141,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,244,10,4596.3,18687,136,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,245,15,5362.0,22135,147,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,246,15,4471.2,18576,114,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,247,10,3917.0,15290,136,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,248,14,6388.1,27035,156,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,249,12,3166.0,12035,117,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,250,12,4552.0,18355,137,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,251,16,4402.4,17737,129,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,252,11,3440.9,13125,127,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,253,15,6074.6,25623,150,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,254,13,4656.6,19063,131,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,255,11,3648.8,14124,129,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,256,10,4220.9,16929,131,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,257,14,5039.2,20901,131,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,258,16,4729.4,19092,140,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,259,10,4822.6,19563,146,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,260,10,4891.9,19955,143,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,261,10,4101.1,16341,131,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,262,12,3912.6,15533,125,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,263,13,4218.1,16855,132,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,264,14,5459.2,22756,140,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,265,13,4779.9,19760,128,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,266,16,5252.8,21949,133,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,267,14,4501.8,17974,140,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,268,15,3833.6,15063,126,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,269,16,4983.4,20892,122,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,270,14,4976.2,20501,136,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,271,15,3782.5,15122,115,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,272,16,4591.5,18778,126,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,273,12,4866.4,19787,144,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,274,14,4534.0,18515,128,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,275,16,4235.4,16892,130,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,276,14,5972.9,25314,140,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,277,10,3934.4,15257,139,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,278,15,4835.2,19951,129,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,279,16,5162.0,21410,134,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,280,10,4372.2,17551,136,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,281,13,3975.6,15923,121,2,1
旧配置 1200x6 无透镜/无贝叶斯,500,282,13,4966.0,20155,146,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,283,13,4482.7,18073,135,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,284,11,4174.0,16610,134,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,285,15,4800.6,19733,131,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,286,13,4957.2,20531,132,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,287,11,4544.3,18326,138,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,288,11,5323.8,22149,141,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,289,14,4960.0,20300,139,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,290,16,4574.1,18411,135,3,1
旧配置 1200x6 无透镜/无贝叶斯,500,291,10,3473.0,13455,123,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,292,13,5211.5,21448,145,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,293,10,3256.7,12214,128,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,294,12,4147.5,16522,131,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,295,16,4463.1,18191,125,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,296,16,5056.0,20895,134,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,297,12,4384.7,17634,134,0,1
旧配置 1200x6 无透镜/无贝叶斯,500,298,14,5006.7,20773,131,1,1
旧配置 1200x6 无透镜/无贝叶斯,500,299,12,4728.0,19150,142,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,0,15,4190.8,16409,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,1,10,3863.8,14564,151,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,2,10,3686.6,13968,142,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,3,16,3865.7,14813,137,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,4,10,3732.4,14042,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,5,14,4019.2,16096,123,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,6,15,4388.0,17375,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,7,11,3913.9,15195,138,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,8,15,3594.5,14117,117,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,9,11,3611.6,13398,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,10,14,3782.9,14465,137,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,11,10,3375.0,12255,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,12,12,3975.4,15432,139,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,13,12,3867.9,14615,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,14,12,3546.2,13096,146,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,15,10,3335.3,11971,150,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,16,11,3417.1,12371,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,17,14,4000.2,15271,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,18,14,3882.8,15019,136,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,19,13,3942.1,15026,146,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,20,16,3927.4,15807,115,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,21,14,3737.9,13900,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,22,11,3930.0,14930,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,23,16,4466.5,18013,131,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,24,16,3641.2,14146,123,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,25,10,3743.8,14204,143,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,26,13,3522.5,13028,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,27,11,3594.9,13269,148,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,28,11,3508.6,13098,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,29,13,3791.5,14307,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,30,13,4083.2,15541,152,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,31,12,3239.8,11929,133,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,32,12,3798.2,14106,154,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,33,12,3945.1,15040,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,34,16,3782.1,15481,102,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,35,15,3977.3,15641,130,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,36,13,4385.7,17414,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,37,12,4622.9,18390,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,38,16,4259.1,16875,135,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,39,16,4152.6,16538,128,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,40,11,4060.3,15562,149,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,41,16,4763.6,19603,128,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,42,11,3933.9,14974,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,43,11,4252.9,16710,144,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,44,12,3880.7,14754,145,3,1
