# 问题四 模块P 配对实验逐案
p_dir,arm,k,n_src,T,dist,meas,switch,clear,fail,cert,skip
1.00,count_cert,290,12,8213.1,28075,427,400,13,1,0,0
1.00,count_cert,291,12,7823.7,26669,409,382,13,1,0,0
1.00,count_cert,292,15,8415.2,29846,400,365,17,2,0,0
1.00,count_cert,293,14,8574.3,30826,395,361,15,1,0,0
1.00,count_cert,294,13,7984.0,27100,421,394,13,0,0,0
1.00,count_cert,295,11,7588.7,24649,437,410,14,3,0,0
1.00,count_cert,296,10,7887.4,26052,442,411,12,2,0,0
1.00,count_cert,297,15,7405.3,26466,344,317,15,0,0,0
1.00,count_cert,298,10,7332.8,24279,409,382,10,0,0,0
1.00,count_cert,299,10,7369.5,24607,404,378,10,0,0,0
1.00,skip_ig+cert,0,11,7008.9,24569,344,317,12,1,0,31
1.00,skip_ig+cert,1,15,7883.3,28567,353,330,15,0,0,44
1.00,skip_ig+cert,2,10,7823.2,26251,425,392,12,2,0,48
1.00,skip_ig+cert,3,16,7080.9,25875,308,286,16,0,1,34
1.00,skip_ig+cert,4,15,7853.8,28619,346,322,16,1,0,57
1.00,skip_ig+cert,5,13,7896.0,27940,379,345,14,1,0,48
1.00,skip_ig+cert,6,13,7331.0,26800,321,298,14,1,0,87
1.00,skip_ig+cert,7,16,6543.9,26230,206,185,17,1,1,60
1.00,skip_ig+cert,8,15,7319.9,26880,314,296,16,1,0,92
1.00,skip_ig+cert,9,10,7601.1,26716,372,348,10,0,0,65
1.00,skip_ig+cert,10,12,7989.3,29006,359,333,12,0,0,48
1.00,skip_ig+cert,11,13,7582.5,27318,346,321,14,1,0,73
1.00,skip_ig+cert,12,13,7099.4,24542,358,336,13,0,0,35
1.00,skip_ig+cert,13,15,7872.0,29075,335,301,17,2,0,106
1.00,skip_ig+cert,14,12,8657.9,31439,389,356,15,3,0,30
1.00,skip_ig+cert,15,16,7778.3,30191,280,260,16,0,1,81
1.00,skip_ig+cert,16,14,7504.0,28220,302,271,17,3,0,34
1.00,skip_ig+cert,17,15,7364.4,28432,271,245,16,1,0,54
1.00,skip_ig+cert,18,16,6588.7,24113,284,263,17,1,1,70
1.00,skip_ig+cert,19,15,7741.6,28178,343,313,16,1,0,54
1.00,skip_ig+cert,20,15,8335.0,30980,348,321,16,1,0,58
1.00,skip_ig+cert,21,11,7524.3,26661,360,337,11,0,0,56
1.00,skip_ig+cert,22,11,6922.6,23268,373,346,12,1,0,39
1.00,skip_ig+cert,23,13,9506.9,35594,394,341,17,4,0,56
1.00,skip_ig+cert,24,12,7222.4,24722,374,348,12,0,0,30
1.00,skip_ig+cert,25,12,7571.8,26709,365,342,13,1,0,98
1.00,skip_ig+cert,26,15,7086.6,25918,309,283,15,0,0,52
1.00,skip_ig+cert,27,16,6012.3,23247,217,198,16,0,1,68
1.00,skip_ig+cert,28,14,8179.6,30563,338,304,15,1,0,27
1.00,skip_ig+cert,29,13,7224.0,26910,300,277,13,0,0,51
1.00,skip_ig+cert,30,14,8193.5,29538,373,339,18,4,0,59
1.00,skip_ig+cert,31,15,7661.0,29055,298,279,17,2,0,63
1.00,skip_ig+cert,32,16,7730.8,28119,342,317,16,0,1,30
1.00,skip_ig+cert,33,10,7307.2,24466,398,374,10,0,0,21
1.00,skip_ig+cert,34,13,7533.6,27163,343,321,13,0,0,61
1.00,skip_ig+cert,35,15,9491.9,36559,357,314,17,2,0,28
1.00,skip_ig+cert,36,15,7886.4,29232,332,302,16,1,0,92
1.00,skip_ig+cert,37,15,7431.0,27855,301,277,16,1,0,79
1.00,skip_ig+cert,38,13,7802.8,27794,367,344,13,0,0,59
1.00,skip_ig+cert,39,15,7044.1,26045,296,274,17,2,0,132
1.00,skip_ig+cert,40,11,7405.5,24908,398,373,13,2,0,27
1.00,skip_ig+cert,41,11,8278.8,29479,392,359,14,3,0,43
1.00,skip_ig+cert,42,16,7832.8,30809,268,248,17,1,1,90
1.00,skip_ig+cert,43,10,8826.8,31414,419,384,15,5,0,28
1.00,skip_ig+cert,44,13,7192.8,25949,327,303,13,0,0,61
1.00,skip_ig+cert,45,12,7574.2,26756,364,337,14,2,0,0
1.00,skip_ig+cert,46,11,7721.0,26640,394,368,11,0,0,38
1.00,skip_ig+cert,47,13,8220.3,30686,341,313,13,0,0,60
1.00,skip_ig+cert,48,14,7424.5,27813,302,276,16,2,0,98
1.00,skip_ig+cert,49,13,7201.4,27077,291,266,13,0,0,49
1.00,skip_ig+cert,50,13,7042.3,25301,323,299,14,1,0,64
1.00,skip_ig+cert,51,16,7778.6,29823,294,258,18,2,1,73
1.00,skip_ig+cert,52,10,7151.9,24719,364,338,10,0,0,68
1.00,skip_ig+cert,53,15,8391.8,29584,406,370,15,0,0,21
1.00,skip_ig+cert,54,12,8008.9,28339,385,350,14,2,0,10
1.00,skip_ig+cert,55,15,7685.2,27886,343,318,15,0,0,54
1.00,skip_ig+cert,56,12,7364.5,26393,341,318,13,1,0,75
1.00,skip_ig+cert,57,16,9717.3,39226,306,250,20,4,1,63
1.00,skip_ig+cert,58,11,7748.3,26827,394,358,11,0,0,11
1.00,skip_ig+cert,59,16,8031.9,29539,345,313,18,2,1,57
1.00,skip_ig+cert,60,13,7870.5,28723,348,315,15,2,0,87
1.00,skip_ig+cert,61,15,7817.3,29062,325,302,16,1,0,81
1.00,skip_ig+cert,62,12,8518.3,31331,370,342,12,0,0,27
1.00,skip_ig+cert,63,13,7871.5,29292,329,303,13,0,0,39
1.00,skip_ig+cert,64,10,7949.1,27386,407,381,12,2,0,32
1.00,skip_ig+cert,65,10,7219.1,24281,390,363,10,0,0,58
1.00,skip_ig+cert,66,11,7379.1,26071,356,330,11,0,0,51
1.00,skip_ig+cert,67,13,7008.6,25573,309,284,13,0,0,39
1.00,skip_ig+cert,68,10,6859.5,23392,359,333,11,1,0,8
1.00,skip_ig+cert,69,12,7510.9,27334,335,309,12,0,0,65
1.00,skip_ig+cert,70,16,6846.1,25041,296,278,16,0,1,41
1.00,skip_ig+cert,71,12,7068.4,23912,374,350,14,2,0,35
1.00,skip_ig+cert,72,12,8811.3,31827,398,354,26,14,0,63
1.00,skip_ig+cert,73,16,6983.3,25631,300,277,16,0,1,36
1.00,skip_ig+cert,74,10,7201.0,24425,381,358,11,1,0,16
1.00,skip_ig+cert,75,15,8284.6,32118,303,268,16,1,0,86
1.00,skip_ig+cert,76,12,7974.8,28409,376,353,12,0,0,73
1.00,skip_ig+cert,77,12,7343.8,25964,353,326,12,0,0,42
1.00,skip_ig+cert,78,14,7015.4,25472,313,286,14,0,0,69
1.00,skip_ig+cert,79,13,8078.8,29689,350,326,13,0,0,66
1.00,skip_ig+cert,80,13,7473.9,26450,357,334,13,0,0,66
1.00,skip_ig+cert,81,13,7639.8,26654,377,353,15,2,0,11
1.00,skip_ig+cert,82,10,7795.6,27343,384,357,10,0,0,77
1.00,skip_ig+cert,83,13,7366.3,26812,327,304,13,0,0,37
1.00,skip_ig+cert,84,10,7290.7,25509,360,336,11,1,0,36
1.00,skip_ig+cert,85,16,6977.7,27274,244,223,16,0,1,51
1.00,skip_ig+cert,86,10,7393.5,24648,406,384,10,0,0,57
1.00,skip_ig+cert,87,15,8694.3,32717,351,321,15,0,0,34
1.00,skip_ig+cert,88,10,7348.0,24535,402,378,11,1,0,46
1.00,skip_ig+cert,89,13,7496.5,27813,315,291,14,1,0,38
1.00,skip_ig+cert,90,13,7181.5,25787,330,309,13,0,0,66
1.00,skip_ig+cert,91,11,7912.5,27347,402,378,11,0,0,26
1.00,skip_ig+cert,92,11,7284.8,25484,360,333,11,0,0,33
1.00,skip_ig+cert,93,14,7088.5,26077,305,278,14,0,0,35
1.00,skip_ig+cert,94,10,7750.1,26956,388,366,11,1,0,41
1.00,skip_ig+cert,95,13,7188.6,26743,300,275,13,0,0,22
1.00,skip_ig+cert,96,16,7927.5,30377,300,266,18,2,1,114
1.00,skip_ig+cert,97,13,7809.1,28355,349,325,14,1,0,57
1.00,skip_ig+cert,98,13,8678.2,31566,388,357,14,1,0,21
1.00,skip_ig+cert,99,11,7537.3,25871,388,362,13,2,0,21
1.00,skip_ig+cert,100,13,7074.8,25589,319,294,14,1,0,3
1.00,skip_ig+cert,101,14,7436.0,26910,334,311,15,1,0,60
1.00,skip_ig+cert,102,11,7588.9,26849,365,339,11,0,0,30
1.00,skip_ig+cert,103,10,8855.9,30604,448,391,28,18,0,67
1.00,skip_ig+cert,104,11,6929.0,23075,380,359,11,0,0,41
1.00,skip_ig+cert,105,12,7964.9,28049,386,359,14,2,0,0
1.00,skip_ig+cert,106,15,7957.0,29470,336,305,16,1,0,52
1.00,skip_ig+cert,107,16,8031.5,30523,313,279,17,1,1,53
1.00,skip_ig+cert,108,15,7804.2,27966,360,330,17,2,0,62
1.00,skip_ig+cert,109,10,6988.8,23399,381,354,10,0,0,65
1.00,skip_ig+cert,110,14,8372.6,30753,363,337,14,0,0,47
1.00,skip_ig+cert,111,10,7476.0,25055,407,380,10,0,0,47
1.00,skip_ig+cert,112,14,7486.5,27102,336,310,16,2,0,29
1.00,skip_ig+cert,113,11,7681.4,26592,390,355,12,1,0,29
1.00,skip_ig+cert,114,10,7290.0,24990,377,354,11,1,0,25
1.00,skip_ig+cert,115,13,7350.4,26152,347,320,13,0,0,4
1.00,skip_ig+cert,116,16,8366.3,32287,309,284,16,0,1,40
1.00,skip_ig+cert,117,12,8635.3,31092,399,362,12,0,0,56
1.00,skip_ig+cert,118,13,7663.3,26907,374,347,13,0,0,33
1.00,skip_ig+cert,119,11,7635.6,26308,391,364,11,0,0,32
1.00,skip_ig+cert,120,15,7387.3,27091,319,296,16,1,0,86
1.00,skip_ig+cert,121,10,7027.8,24129,363,337,10,0,0,65
1.00,skip_ig+cert,122,11,7388.0,25205,386,359,12,1,0,23
1.00,skip_ig+cert,123,10,7519.9,25295,406,381,10,0,0,20
1.00,skip_ig+cert,124,11,7887.9,27089,405,372,17,6,0,29
1.00,skip_ig+cert,125,14,7242.6,26393,319,299,14,0,0,62
1.00,skip_ig+cert,126,14,7692.8,27649,353,328,14,0,0,18
1.00,skip_ig+cert,127,15,8337.1,30545,364,330,16,1,0,47
1.00,skip_ig+cert,128,13,7869.6,27393,392,366,13,0,0,61
1.00,skip_ig+cert,129,16,7582.9,28710,298,268,17,1,1,45
1.00,skip_ig+cert,130,13,7566.7,27053,353,326,13,0,0,38
1.00,skip_ig+cert,131,15,8003.6,30548,308,279,15,0,0,51
1.00,skip_ig+cert,132,14,7311.2,27006,311,285,14,0,0,59
1.00,skip_ig+cert,133,15,7945.7,29023,349,318,16,1,0,40
1.00,skip_ig+cert,134,13,7732.3,27576,363,337,13,0,0,33
1.00,skip_ig+cert,135,15,7670.7,28304,327,300,15,0,0,62
1.00,skip_ig+cert,136,12,7375.8,25989,357,330,13,1,0,28
1.00,skip_ig+cert,137,12,7191.3,24327,381,358,13,1,0,57
1.00,skip_ig+cert,138,12,6593.7,23194,320,295,12,0,0,34
1.00,skip_ig+cert,139,15,7628.5,28143,325,294,17,2,0,50
1.00,skip_ig+cert,140,12,7769.9,27300,379,355,12,0,0,32
1.00,skip_ig+cert,141,13,8085.8,29154,370,337,14,1,0,37
1.00,skip_ig+cert,142,11,7743.2,27141,381,355,11,0,0,86
1.00,skip_ig+cert,143,14,7395.7,27583,306,279,14,0,0,36
1.00,skip_ig+cert,144,13,7582.2,27871,328,303,13,0,0,76
1.00,skip_ig+cert,145,13,8499.8,32079,340,316,14,1,0,53
1.00,skip_ig+cert,146,14,7277.2,26516,321,296,15,1,0,67
1.00,skip_ig+cert,147,11,9014.8,32449,418,380,11,0,0,27
1.00,skip_ig+cert,148,15,7466.9,27119,332,308,15,0,0,55
1.00,skip_ig+cert,149,13,7556.3,27672,330,307,13,0,0,69
1.00,skip_ig+cert,150,10,7741.9,26050,418,392,10,0,0,8
1.00,skip_ig+cert,151,15,7505.8,27194,336,309,16,1,0,36
1.00,skip_ig+cert,152,11,7553.3,26376,375,348,11,0,0,24
1.00,skip_ig+cert,153,14,7259.1,27011,302,277,14,0,0,70
1.00,skip_ig+cert,154,15,8389.5,31597,337,307,16,1,0,64
1.00,skip_ig+cert,155,15,7220.4,26737,304,278,15,0,0,58
1.00,skip_ig+cert,156,16,7000.3,26546,272,251,16,0,1,52
1.00,skip_ig+cert,157,13,7497.1,26760,351,325,13,0,0,80
1.00,skip_ig+cert,158,10,7522.6,25828,388,361,12,2,0,15
1.00,skip_ig+cert,159,16,8347.3,32646,294,262,18,2,1,50
1.00,skip_ig+cert,160,16,9386.8,35889,363,308,18,2,1,52
1.00,skip_ig+cert,161,11,7908.8,27804,386,360,12,1,0,31
1.00,skip_ig+cert,162,16,7413.2,27691,303,277,17,1,1,67
1.00,skip_ig+cert,163,10,7812.0,26800,405,377,10,0,0,52
1.00,skip_ig+cert,164,11,7505.2,26461,364,338,11,0,0,12
1.00,skip_ig+cert,165,11,7910.6,28373,367,340,13,2,0,44
1.00,skip_ig+cert,166,16,8783.4,36202,250,213,16,0,1,100
1.00,skip_ig+cert,167,10,7619.2,25961,400,377,10,0,0,32
1.00,skip_ig+cert,168,16,7119.9,26055,308,283,18,2,1,34
1.00,skip_ig+cert,169,14,7683.0,28225,332,308,14,0,0,41
1.00,skip_ig+cert,170,11,7363.5,25663,367,341,11,0,0,13
1.00,skip_ig+cert,171,14,7040.2,25046,330,305,16,2,0,75
1.00,skip_ig+cert,172,12,7666.9,27930,341,316,12,0,0,90
1.00,skip_ig+cert,173,13,7369.8,27419,308,281,13,0,0,38
1.00,skip_ig+cert,174,15,8359.7,31688,330,297,15,0,0,95
1.00,skip_ig+cert,175,11,7532.1,26375,371,344,12,1,0,40
1.00,skip_ig+cert,176,13,7587.1,27871,328,302,15,2,0,66
1.00,skip_ig+cert,177,14,7198.5,25992,325,302,15,1,0,67
1.00,skip_ig+cert,178,16,7435.2,28266,287,264,17,1,1,77
1.00,skip_ig+cert,179,13,7719.9,26560,394,373,13,0,0,32
1.00,skip_ig+cert,180,10,6811.1,22195,391,367,10,0,0,41
1.00,skip_ig+cert,181,15,7483.1,27536,321,296,15,0,0,49
1.00,skip_ig+cert,182,16,7186.4,27582,268,247,17,1,1,34
1.00,skip_ig+cert,183,14,7242.3,25877,337,312,14,0,0,26
1.00,skip_ig+cert,184,16,7550.7,28933,284,258,18,2,1,49
1.00,skip_ig+cert,185,10,7393.0,25315,384,360,10,0,0,24
1.00,skip_ig+cert,186,14,6815.2,24831,300,276,15,1,0,35
1.00,skip_ig+cert,187,16,7519.4,28412,297,272,16,0,1,79
1.00,skip_ig+cert,188,14,7737.5,28243,340,319,14,0,0,67
1.00,skip_ig+cert,189,10,8493.4,29792,420,385,10,0,0,27
1.00,skip_ig+cert,190,10,7320.0,24795,390,355,12,2,0,47
1.00,skip_ig+cert,191,11,7816.9,27780,372,346,11,0,0,31
1.00,skip_ig+cert,192,12,7176.6,24728,366,341,12,0,0,22
1.00,skip_ig+cert,193,16,7350.6,27413,302,275,17,1,1,74
1.00,skip_ig+cert,194,10,7309.3,25107,377,353,10,0,0,48
1.00,skip_ig+cert,195,11,7122.9,24434,368,341,11,0,0,0
1.00,skip_ig+cert,196,10,7570.5,26998,357,333,11,1,0,81
1.00,skip_ig+cert,197,14,7462.9,27490,320,295,14,0,0,97
1.00,skip_ig+cert,198,10,7181.5,23922,395,372,10,0,0,38
1.00,skip_ig+cert,199,11,7354.0,25550,369,344,11,0,0,38
1.00,skip_ig+cert,200,12,8442.4,31052,365,347,12,0,0,88
1.00,skip_ig+cert,201,10,8016.4,28382,387,352,11,1,0,28
1.00,skip_ig+cert,202,12,7539.1,26285,374,349,13,1,0,24
1.00,skip_ig+cert,203,12,8034.7,28953,368,341,13,1,0,50
1.00,skip_ig+cert,204,11,7372.1,26010,357,330,11,0,0,5
1.00,skip_ig+cert,205,15,7401.6,26028,357,333,16,1,0,64
1.00,skip_ig+cert,206,11,9108.0,33410,400,365,13,2,0,48
1.00,skip_ig+cert,207,15,7434.8,29109,260,235,16,1,0,42
1.00,skip_ig+cert,208,13,7736.9,27734,358,332,14,1,0,43
1.00,skip_ig+cert,209,14,7416.9,27204,322,290,16,2,0,105
1.00,skip_ig+cert,210,15,7407.3,27642,304,278,17,2,0,4
1.00,skip_ig+cert,211,15,6947.0,25310,305,285,15,0,0,87
1.00,skip_ig+cert,212,13,6666.9,23820,310,288,13,0,0,35
1.00,skip_ig+cert,213,15,7725.6,29363,301,267,17,2,0,67
1.00,skip_ig+cert,214,11,7136.3,23677,395,368,12,1,0,51
1.00,skip_ig+cert,215,15,7735.5,29802,288,260,15,0,0,65
1.00,skip_ig+cert,216,12,7288.7,25503,359,333,12,0,0,20
1.00,skip_ig+cert,217,13,7674.9,27054,369,348,15,2,0,52
1.00,skip_ig+cert,218,11,7417.3,25986,365,340,11,0,0,13
1.00,skip_ig+cert,219,13,8502.6,31423,364,327,15,2,0,55
1.00,skip_ig+cert,220,15,6767.5,24478,303,282,15,0,0,97
1.00,skip_ig+cert,221,14,7343.9,27504,300,273,14,0,0,50
1.00,skip_ig+cert,222,10,7665.0,27065,371,344,11,1,0,54
1.00,skip_ig+cert,223,11,7276.8,25149,369,347,11,0,0,53
1.00,skip_ig+cert,224,10,6983.5,23763,368,341,10,0,0,51
1.00,skip_ig+cert,225,12,7248.9,26280,326,303,12,0,0,24
1.00,skip_ig+cert,226,12,8804.9,32329,386,349,12,0,0,47
1.00,skip_ig+cert,227,13,7634.1,27196,359,335,13,0,0,50
1.00,skip_ig+cert,228,10,7391.8,24994,395,368,10,0,0,61
1.00,skip_ig+cert,229,16,6874.3,25456,287,265,17,1,1,41
1.00,skip_ig+cert,230,15,7619.6,28678,305,284,15,0,0,56
1.00,skip_ig+cert,231,11,7357.5,25778,362,337,11,0,0,36
1.00,skip_ig+cert,232,15,8108.0,29645,356,321,16,1,0,46
1.00,skip_ig+cert,233,14,7479.0,27135,334,306,16,2,0,71
1.00,skip_ig+cert,234,13,7221.4,25172,356,339,14,1,0,39
1.00,skip_ig+cert,235,15,7232.1,26335,319,295,15,0,0,29
1.00,skip_ig+cert,236,14,8016.9,28250,386,361,16,2,0,59
1.00,skip_ig+cert,237,14,7792.5,28063,355,329,16,2,0,85
1.00,skip_ig+cert,238,15,8135.4,31882,284,261,16,1,0,93
1.00,skip_ig+cert,239,11,7554.6,26318,376,353,12,1,0,63
1.00,skip_ig+cert,240,11,7324.9,25610,362,338,11,0,0,57
1.00,skip_ig+cert,241,15,7208.3,26691,303,280,15,0,0,49
1.00,skip_ig+cert,242,13,7076.1,25070,338,304,14,1,0,60
1.00,skip_ig+cert,243,13,7324.6,26798,321,295,13,0,0,55
1.00,skip_ig+cert,244,15,7361.7,27288,308,286,16,1,0,44
1.00,skip_ig+cert,245,13,8392.3,31097,356,325,14,1,0,89
1.00,skip_ig+cert,246,12,8163.3,28862,392,365,14,2,0,30
1.00,skip_ig+cert,247,10,7314.1,25421,368,337,11,1,0,75
1.00,skip_ig+cert,248,15,7883.8,28329,363,328,15,0,0,53
1.00,skip_ig+cert,249,16,8539.5,33413,300,274,17,1,1,107
1.00,skip_ig+cert,250,12,6572.2,22071,354,328,12,0,0,37
1.00,skip_ig+cert,251,15,9597.2,37931,329,288,16,1,0,53
1.00,skip_ig+cert,252,11,7712.9,27604,361,332,11,0,0,21
1.00,skip_ig+cert,253,11,8088.1,29026,375,350,12,1,0,47
1.00,skip_ig+cert,254,10,8280.3,28532,425,399,10,0,0,28
1.00,skip_ig+cert,255,10,8351.6,28533,437,410,10,0,0,48
1.00,skip_ig+cert,256,15,7457.5,27598,314,293,15,0,0,30
1.00,skip_ig+cert,257,11,7208.2,25106,359,334,12,1,0,57
1.00,skip_ig+cert,258,12,7442.2,26431,353,328,13,1,0,45
1.00,skip_ig+cert,259,15,7296.5,27637,286,261,16,1,0,62
1.00,skip_ig+cert,260,10,8162.4,27792,431,396,11,1,0,58
1.00,skip_ig+cert,261,16,9629.6,38023,325,275,31,15,1,76
1.00,skip_ig+cert,262,16,7811.7,29214,318,296,17,1,1,51
1.00,skip_ig+cert,263,12,7339.0,25845,356,330,12,0,0,63
1.00,skip_ig+cert,264,10,7414.3,25016,398,371,10,0,0,15
1.00,skip_ig+cert,265,11,7190.3,25366,347,321,13,2,0,12
1.00,skip_ig+cert,266,13,7508.6,26238,370,346,13,0,0,53
1.00,skip_ig+cert,267,11,7260.8,25544,354,327,11,0,0,14
1.00,skip_ig+cert,268,16,7016.3,26247,284,267,16,0,1,51
1.00,skip_ig+cert,269,15,7910.2,28666,354,329,16,1,0,63
1.00,skip_ig+cert,270,16,6609.6,25918,227,208,17,1,1,63
1.00,skip_ig+cert,271,11,8203.1,28955,397,363,14,3,0,55
1.00,skip_ig+cert,272,11,7334.5,25117,380,353,12,1,0,16
1.00,skip_ig+cert,273,13,7182.9,25960,325,298,14,1,0,50
1.00,skip_ig+cert,274,16,7744.3,29322,304,280,16,0,1,22
1.00,skip_ig+cert,275,12,7432.1,25655,377,353,13,1,0,29
1.00,skip_ig+cert,276,12,8159.6,28293,411,386,12,0,0,17
1.00,skip_ig+cert,277,10,7358.8,25444,374,347,11,1,0,32
1.00,skip_ig+cert,278,15,6948.4,25217,309,285,15,0,0,29
1.00,skip_ig+cert,279,14,7195.1,26051,323,297,15,1,0,49
1.00,skip_ig+cert,280,15,7870.5,28712,346,323,15,0,0,22
1.00,skip_ig+cert,281,12,7118.7,26049,314,279,12,0,0,36
1.00,skip_ig+cert,282,16,6644.2,24081,295,261,20,4,1,74
1.00,skip_ig+cert,283,15,7061.0,26385,289,264,15,0,0,56
1.00,skip_ig+cert,284,14,8039.8,28039,398,372,14,0,0,47
1.00,skip_ig+cert,285,12,7602.0,26905,365,333,13,1,0,49
1.00,skip_ig+cert,286,13,7201.9,25230,353,326,13,0,0,36
1.00,skip_ig+cert,287,16,7026.0,26105,291,270,16,0,1,28
1.00,skip_ig+cert,288,11,7522.1,26866,353,326,12,1,0,16
1.00,skip_ig+cert,289,10,7762.5,26363,411,385,10,0,0,28
1.00,skip_ig+cert,290,12,7820.1,28075,361,337,13,1,0,66
1.00,skip_ig+cert,291,12,7457.7,26669,348,321,13,1,0,61
1.00,skip_ig+cert,292,15,7881.2,29846,311,276,17,2,0,89
1.00,skip_ig+cert,293,14,8409.3,30826,367,336,15,1,0,28
1.00,skip_ig+cert,294,13,7750.0,27100,382,355,13,0,0,39
1.00,skip_ig+cert,295,11,7186.7,24649,370,343,14,3,0,67
1.00,skip_ig+cert,296,10,7530.4,26052,382,354,12,2,0,60
1.00,skip_ig+cert,297,15,6988.3,26466,274,250,15,0,0,70
1.00,skip_ig+cert,298,10,7087.8,24279,368,342,10,0,0,41
1.00,skip_ig+cert,299,10,7234.5,24607,381,358,10,0,0,23
