# 问题四 模块P 配对实验逐案
p_dir,arm,k,n_src,T,dist,meas,switch,clear,fail,cert,skip
1.00,skip_ig,172,12,7666.9,27930,341,316,12,0,0,90
1.00,skip_ig,173,13,7369.8,27419,308,281,13,0,0,38
1.00,skip_ig,174,15,8359.7,31688,330,297,15,0,0,95
1.00,skip_ig,175,11,7532.1,26375,371,344,12,1,0,40
1.00,skip_ig,176,13,7587.1,27871,328,302,15,2,0,66
1.00,skip_ig,177,14,7198.5,25992,325,302,15,1,0,67
1.00,skip_ig,178,16,7459.2,28266,291,268,17,1,0,77
1.00,skip_ig,179,13,7719.9,26560,394,373,13,0,0,32
1.00,skip_ig,180,10,6811.1,22195,391,367,10,0,0,41
1.00,skip_ig,181,15,7483.1,27536,321,296,15,0,0,49
1.00,skip_ig,182,16,7467.6,28408,288,263,17,1,0,34
1.00,skip_ig,183,14,7242.3,25877,337,312,14,0,0,26
1.00,skip_ig,184,16,7910.9,30495,292,266,18,2,0,49
1.00,skip_ig,185,10,7393.0,25315,384,360,10,0,0,24
1.00,skip_ig,186,14,6815.2,24831,300,276,15,1,0,35
1.00,skip_ig,187,16,7566.4,28412,305,279,16,0,0,79
1.00,skip_ig,188,14,7737.5,28243,340,319,14,0,0,67
1.00,skip_ig,189,10,8493.4,29792,420,385,10,0,0,27
1.00,skip_ig,190,10,7320.0,24795,390,355,12,2,0,47
1.00,skip_ig,191,11,7816.9,27780,372,346,11,0,0,31
1.00,skip_ig,192,12,7176.6,24728,366,341,12,0,0,22
1.00,skip_ig,193,16,7468.6,27413,322,293,17,1,0,74
1.00,skip_ig,194,10,7309.3,25107,377,353,10,0,0,48
1.00,skip_ig,195,11,7122.9,24434,368,341,11,0,0,0
1.00,skip_ig,196,10,7570.5,26998,357,333,11,1,0,81
1.00,skip_ig,197,14,7462.9,27490,320,295,14,0,0,97
1.00,skip_ig,198,10,7181.5,23922,395,372,10,0,0,38
1.00,skip_ig,199,11,7354.0,25550,369,344,11,0,0,38
1.00,skip_ig,200,12,8442.4,31052,365,347,12,0,0,88
1.00,skip_ig,201,10,8016.4,28382,387,352,11,1,0,28
1.00,skip_ig,202,12,7539.1,26285,374,349,13,1,0,24
1.00,skip_ig,203,12,8034.7,28953,368,341,13,1,0,50
1.00,skip_ig,204,11,7372.1,26010,357,330,11,0,0,5
1.00,skip_ig,205,15,7401.6,26028,357,333,16,1,0,64
1.00,skip_ig,206,11,9108.0,33410,400,365,13,2,0,48
1.00,skip_ig,207,15,7434.8,29109,260,235,16,1,0,42
1.00,skip_ig,208,13,7736.9,27734,358,332,14,1,0,43
1.00,skip_ig,209,14,7416.9,27204,322,290,16,2,0,105
1.00,skip_ig,210,15,7407.3,27642,304,278,17,2,0,4
1.00,skip_ig,211,15,6947.0,25310,305,285,15,0,0,87
1.00,skip_ig,212,13,6666.9,23820,310,288,13,0,0,35
1.00,skip_ig,213,15,7725.6,29363,301,267,17,2,0,67
1.00,skip_ig,214,11,7136.3,23677,395,368,12,1,0,51
1.00,skip_ig,215,15,7735.5,29802,288,260,15,0,0,65
1.00,skip_ig,216,12,7288.7,25503,359,333,12,0,0,20
1.00,skip_ig,217,13,7674.9,27054,369,348,15,2,0,52
1.00,skip_ig,218,11,7417.3,25986,365,340,11,0,0,13
1.00,skip_ig,219,13,8502.6,31423,364,327,15,2,0,55
1.00,skip_ig,220,15,6767.5,24478,303,282,15,0,0,97
1.00,skip_ig,221,14,7343.9,27504,300,273,14,0,0,50
1.00,skip_ig,222,10,7665.0,27065,371,344,11,1,0,54
1.00,skip_ig,223,11,7276.8,25149,369,347,11,0,0,53
1.00,skip_ig,224,10,6983.5,23763,368,341,10,0,0,51
1.00,skip_ig,225,12,7248.9,26280,326,303,12,0,0,24
1.00,skip_ig,226,12,8804.9,32329,386,349,12,0,0,47
1.00,skip_ig,227,13,7634.1,27196,359,335,13,0,0,50
1.00,skip_ig,228,10,7391.8,24994,395,368,10,0,0,61
1.00,skip_ig,229,16,7084.1,25796,311,287,17,1,0,41
1.00,skip_ig,230,15,7619.6,28678,305,284,15,0,0,56
1.00,skip_ig,231,11,7357.5,25778,362,337,11,0,0,36
1.00,skip_ig,232,15,8108.0,29645,356,321,16,1,0,46
1.00,skip_ig,233,14,7479.0,27135,334,306,16,2,0,71
1.00,skip_ig,234,13,7221.4,25172,356,339,14,1,0,39
1.00,skip_ig,235,15,7232.1,26335,319,295,15,0,0,29
1.00,skip_ig,236,14,8016.9,28250,386,361,16,2,0,59
1.00,skip_ig,237,14,7792.5,28063,355,329,16,2,0,85
1.00,skip_ig,238,15,8135.4,31882,284,261,16,1,0,93
1.00,skip_ig,239,11,7554.6,26318,376,353,12,1,0,63
1.00,skip_ig,240,11,7324.9,25610,362,338,11,0,0,57
1.00,skip_ig,241,15,7208.3,26691,303,280,15,0,0,49
1.00,skip_ig,242,13,7076.1,25070,338,304,14,1,0,60
1.00,skip_ig,243,13,7324.6,26798,321,295,13,0,0,55
1.00,skip_ig,244,15,7361.7,27288,308,286,16,1,0,44
1.00,skip_ig,245,13,8392.3,31097,356,325,14,1,0,89
1.00,skip_ig,246,12,8163.3,28862,392,365,14,2,0,30
1.00,skip_ig,247,10,7314.1,25421,368,337,11,1,0,75
1.00,skip_ig,248,15,7883.8,28329,363,328,15,0,0,53
1.00,skip_ig,249,16,8609.5,33413,312,284,17,1,0,107
1.00,skip_ig,250,12,6572.2,22071,354,328,12,0,0,37
1.00,skip_ig,251,15,9597.2,37931,329,288,16,1,0,53
1.00,skip_ig,252,11,7712.9,27604,361,332,11,0,0,21
1.00,skip_ig,253,11,8088.1,29026,375,350,12,1,0,47
1.00,skip_ig,254,10,8280.3,28532,425,399,10,0,0,28
1.00,skip_ig,255,10,8351.6,28533,437,410,10,0,0,48
1.00,skip_ig,256,15,7457.5,27598,314,293,15,0,0,30
1.00,skip_ig,257,11,7208.2,25106,359,334,12,1,0,57
1.00,skip_ig,258,12,7442.2,26431,353,328,13,1,0,45
1.00,skip_ig,259,15,7296.5,27637,286,261,16,1,0,62
1.00,skip_ig,260,10,8162.4,27792,431,396,11,1,0,58
1.00,skip_ig,261,16,9653.6,38023,329,279,31,15,0,76
1.00,skip_ig,262,16,7834.7,29214,322,299,17,1,0,51
1.00,skip_ig,263,12,7339.0,25845,356,330,12,0,0,63
1.00,skip_ig,264,10,7414.3,25016,398,371,10,0,0,15
1.00,skip_ig,265,11,7190.3,25366,347,321,13,2,0,12
1.00,skip_ig,266,13,7508.6,26238,370,346,13,0,0,53
1.00,skip_ig,267,11,7260.8,25544,354,327,11,0,0,14
1.00,skip_ig,268,16,7085.3,26247,296,276,16,0,0,51
1.00,skip_ig,269,15,7910.2,28666,354,329,16,1,0,63
1.00,skip_ig,270,16,7316.3,28042,275,250,17,1,0,63
1.00,skip_ig,271,11,8203.1,28955,397,363,14,3,0,55
1.00,skip_ig,272,11,7334.5,25117,380,353,12,1,0,16
1.00,skip_ig,273,13,7182.9,25960,325,298,14,1,0,50
1.00,skip_ig,274,16,7838.3,29322,320,294,16,0,0,22
1.00,skip_ig,275,12,7432.1,25655,377,353,13,1,0,29
1.00,skip_ig,276,12,8159.6,28293,411,386,12,0,0,17
1.00,skip_ig,277,10,7358.8,25444,374,347,11,1,0,32
1.00,skip_ig,278,15,6948.4,25217,309,285,15,0,0,29
1.00,skip_ig,279,14,7195.1,26051,323,297,15,1,0,49
1.00,skip_ig,280,15,7870.5,28712,346,323,15,0,0,22
1.00,skip_ig,281,12,7118.7,26049,314,279,12,0,0,36
1.00,skip_ig,282,16,8102.2,30326,331,290,20,4,0,74
1.00,skip_ig,283,15,7061.0,26385,289,264,15,0,0,56
1.00,skip_ig,284,14,8039.8,28039,398,372,14,0,0,47
1.00,skip_ig,285,12,7602.0,26905,365,333,13,1,0,49
1.00,skip_ig,286,13,7201.9,25230,353,326,13,0,0,36
1.00,skip_ig,287,16,7497.5,28113,303,280,16,0,0,28
1.00,skip_ig,288,11,7522.1,26866,353,326,12,1,0,16
1.00,skip_ig,289,10,7762.5,26363,411,385,10,0,0,28
1.00,skip_ig,290,12,7820.1,28075,361,337,13,1,0,66
1.00,skip_ig,291,12,7457.7,26669,348,321,13,1,0,61
1.00,skip_ig,292,15,7881.2,29846,311,276,17,2,0,89
1.00,skip_ig,293,14,8409.3,30826,367,336,15,1,0,28
1.00,skip_ig,294,13,7750.0,27100,382,355,13,0,0,39
1.00,skip_ig,295,11,7186.7,24649,370,343,14,3,0,67
1.00,skip_ig,296,10,7530.4,26052,382,354,12,2,0,60
1.00,skip_ig,297,15,6988.3,26466,274,250,15,0,0,70
1.00,skip_ig,298,10,7087.8,24279,368,342,10,0,0,41
1.00,skip_ig,299,10,7234.5,24607,381,358,10,0,0,23
1.00,count_cert,0,11,7194.9,24569,375,348,12,1,0,0
1.00,count_cert,1,15,8144.3,28567,397,371,15,0,0,0
1.00,count_cert,2,10,8111.2,26251,473,440,12,2,0,0
1.00,count_cert,3,16,7284.9,25875,342,320,16,0,1,0
1.00,count_cert,4,15,8193.8,28619,403,377,16,1,0,0
1.00,count_cert,5,13,8184.0,27940,427,393,14,1,0,0
1.00,count_cert,6,13,7850.0,26800,408,382,14,1,0,0
1.00,count_cert,7,16,6903.9,26230,266,245,17,1,1,0
1.00,count_cert,8,15,7868.9,26880,406,385,16,1,0,0
1.00,count_cert,9,10,7990.1,26716,437,412,10,0,0,0
1.00,count_cert,10,12,8277.3,29006,407,381,12,0,0,0
1.00,count_cert,11,13,8019.5,27318,419,393,14,1,0,0
1.00,count_cert,12,13,7304.4,24542,393,366,13,0,0,0
1.00,count_cert,13,15,8508.0,29075,441,407,17,2,0,0
1.00,count_cert,14,12,8836.9,31439,419,385,15,3,0,0
1.00,count_cert,15,16,8258.3,30191,361,335,16,0,1,0
1.00,count_cert,16,14,7706.0,28220,336,303,17,3,0,0
1.00,count_cert,17,15,7688.4,28432,325,299,16,1,0,0
1.00,count_cert,18,16,7620.1,27190,354,329,17,1,1,0
1.00,count_cert,19,15,8063.6,28178,397,365,16,1,0,0
1.00,count_cert,20,15,8683.0,30980,406,379,16,1,0,0
1.00,count_cert,21,11,7858.3,26661,416,391,11,0,0,0
1.00,count_cert,22,11,7156.6,23268,412,385,12,1,0,0
1.00,count_cert,23,13,9841.9,35594,450,396,17,4,0,0
1.00,count_cert,24,12,7402.4,24722,404,378,12,0,0,0
1.00,count_cert,25,12,8157.8,26709,463,438,13,1,0,0
1.00,count_cert,26,15,7398.6,25918,361,335,15,0,0,0
1.00,count_cert,27,16,6570.9,24014,285,263,16,0,1,0
1.00,count_cert,28,14,8339.6,30563,365,329,15,1,0,0
1.00,count_cert,29,13,7529.0,26910,351,327,13,0,0,0
1.00,count_cert,30,14,8547.5,29538,432,398,18,4,0,0
1.00,count_cert,31,15,8036.0,29055,361,339,17,2,0,0
1.00,count_cert,32,16,7903.8,28119,372,340,16,0,1,0
1.00,count_cert,33,10,7430.2,24466,419,392,10,0,0,0
1.00,count_cert,34,13,7895.6,27163,404,378,13,0,0,0
1.00,count_cert,35,15,9659.9,36559,385,342,17,2,0,0
1.00,count_cert,36,15,8437.4,29232,424,393,16,1,0,0
1.00,count_cert,37,15,7904.0,27855,380,355,16,1,0,0
1.00,count_cert,38,13,8153.8,27794,426,400,13,0,0,0
1.00,count_cert,39,15,7834.1,26045,428,404,17,2,0,0
1.00,count_cert,40,11,7566.5,24908,425,399,13,2,0,0
1.00,count_cert,41,11,8533.8,29479,435,399,14,3,0,0
1.00,count_cert,42,16,8369.8,30809,358,335,17,1,1,0
1.00,count_cert,43,10,8989.8,31414,447,407,15,5,0,0
1.00,count_cert,44,13,7556.8,25949,388,362,13,0,0,0
1.00,count_cert,45,12,7574.2,26756,364,337,14,2,0,0
1.00,count_cert,46,11,7949.0,26640,432,406,11,0,0,0
1.00,count_cert,47,13,8580.3,30686,401,373,13,0,0,0
1.00,count_cert,48,14,8012.5,27813,400,374,16,2,0,0
1.00,count_cert,49,13,7494.4,27077,340,314,13,0,0,0
1.00,count_cert,50,13,7424.3,25301,387,361,14,1,0,0
1.00,count_cert,51,16,8673.7,32138,367,325,18,2,1,0
1.00,count_cert,52,10,7560.9,24719,432,407,10,0,0,0
1.00,count_cert,53,15,8517.8,29584,427,391,15,0,0,0
1.00,count_cert,54,12,8068.9,28339,395,360,14,2,0,0
1.00,count_cert,55,15,8007.2,27886,397,370,15,0,0,0
1.00,count_cert,56,12,7815.5,26393,416,394,13,1,0,0
1.00,count_cert,57,16,10092.3,39226,369,310,20,4,1,0
1.00,count_cert,58,11,7814.3,26827,405,369,11,0,0,0
1.00,count_cert,59,16,8372.9,29539,402,369,18,2,1,0
1.00,count_cert,60,13,8391.5,28723,435,401,15,2,0,0
1.00,count_cert,61,15,8301.3,29062,406,381,16,1,0,0
1.00,count_cert,62,12,8680.3,31331,397,369,12,0,0,0
1.00,count_cert,63,13,8105.5,29292,368,342,13,0,0,0
1.00,count_cert,64,10,8141.1,27386,439,413,12,2,0,0
1.00,count_cert,65,10,7567.1,24281,448,421,10,0,0,0
1.00,count_cert,66,11,7685.1,26071,407,381,11,0,0,0
1.00,count_cert,67,13,7241.6,25573,348,322,13,0,0,0
1.00,count_cert,68,10,6907.5,23392,367,341,11,1,0,0
1.00,count_cert,69,12,7900.9,27334,400,374,12,0,0,0
1.00,count_cert,70,16,7088.1,25041,337,315,16,0,1,0
1.00,count_cert,71,12,7276.4,23912,409,383,14,2,0,0
1.00,count_cert,72,12,9187.3,31827,461,415,26,14,0,0
1.00,count_cert,73,16,7196.3,25631,336,310,16,0,1,0
1.00,count_cert,74,10,7295.0,24425,397,372,11,1,0,0
1.00,count_cert,75,15,8799.6,32118,389,353,16,1,0,0
1.00,count_cert,76,12,8407.8,28409,449,421,12,0,0,0
1.00,count_cert,77,12,7595.8,25964,395,368,12,0,0,0
1.00,count_cert,78,14,7429.4,25472,382,355,14,0,0,0
1.00,count_cert,79,13,8471.8,29689,416,389,13,0,0,0
1.00,count_cert,80,13,7867.9,26450,423,398,13,0,0,0
1.00,count_cert,81,13,7705.8,26654,388,364,15,2,0,0
1.00,count_cert,82,10,8257.6,27343,461,434,10,0,0,0
1.00,count_cert,83,13,7586.3,26812,364,339,13,0,0,0
1.00,count_cert,84,10,7506.7,25509,396,372,11,1,0,0
1.00,count_cert,85,16,7280.7,27274,295,271,16,0,1,0
1.00,count_cert,86,10,7732.5,24648,463,438,10,0,0,0
1.00,count_cert,87,15,8898.3,32717,385,355,15,0,0,0
1.00,count_cert,88,10,7622.0,24535,448,422,11,1,0,0
1.00,count_cert,89,13,7722.5,27813,353,327,14,1,0,0
1.00,count_cert,90,13,7573.5,25787,396,371,13,0,0,0
1.00,count_cert,91,11,8064.5,27347,428,400,11,0,0,0
1.00,count_cert,92,11,7482.8,25484,393,366,11,0,0,0
1.00,count_cert,93,14,7298.5,26077,340,313,14,0,0,0
1.00,count_cert,94,10,7993.1,26956,429,404,11,1,0,0
1.00,count_cert,95,13,7320.6,26743,322,297,13,0,0,0
1.00,count_cert,96,16,8609.5,30377,414,378,18,2,1,0
1.00,count_cert,97,13,8149.1,28355,406,380,14,1,0,0
1.00,count_cert,98,13,8804.2,31566,409,378,14,1,0,0
1.00,count_cert,99,11,7663.3,25871,409,383,13,2,0,0
1.00,count_cert,100,13,7091.8,25589,322,296,14,1,0,0
1.00,count_cert,101,14,7794.0,26910,394,369,15,1,0,0
1.00,count_cert,102,11,7768.9,26849,395,369,11,0,0,0
1.00,count_cert,103,10,9255.9,30604,515,456,28,18,0,0
1.00,count_cert,104,11,7170.0,23075,421,395,11,0,0,0
1.00,count_cert,105,12,7964.9,28049,386,359,14,2,0,0
1.00,count_cert,106,15,8269.0,29470,388,357,16,1,0,0
1.00,count_cert,107,16,8348.5,30523,366,331,17,1,1,0
1.00,count_cert,108,15,8172.2,27966,422,388,17,2,0,0
1.00,count_cert,109,10,7378.8,23399,446,419,10,0,0,0
1.00,count_cert,110,14,8654.6,30753,410,384,14,0,0,0
1.00,count_cert,111,10,7758.0,25055,454,427,10,0,0,0
1.00,count_cert,112,14,7660.5,27102,365,339,16,2,0,0
1.00,count_cert,113,11,7855.4,26592,419,384,12,1,0,0
1.00,count_cert,114,10,7437.0,24990,402,376,11,1,0,0
1.00,count_cert,115,13,7374.4,26152,351,324,13,0,0,0
1.00,count_cert,116,16,8604.3,32287,349,322,16,0,1,0
1.00,count_cert,117,12,8971.3,31092,455,418,12,0,0,0
1.00,count_cert,118,13,7861.3,26907,407,380,13,0,0,0
1.00,count_cert,119,11,7827.6,26308,423,396,11,0,0,0
1.00,count_cert,120,15,7900.3,27091,405,379,16,1,0,0
1.00,count_cert,121,10,7416.8,24129,428,401,10,0,0,0
1.00,count_cert,122,11,7526.0,25205,409,382,12,1,0,0
1.00,count_cert,123,10,7639.9,25295,426,401,10,0,0,0
1.00,count_cert,124,11,8061.9,27089,434,401,17,6,0,0
1.00,count_cert,125,14,7610.6,26393,381,357,14,0,0,0
1.00,count_cert,126,14,7799.8,27649,371,345,14,0,0,0
1.00,count_cert,127,15,8618.1,30545,411,376,16,1,0,0
1.00,count_cert,128,13,8234.6,27393,453,426,13,0,0,0
1.00,count_cert,129,16,7850.9,28710,343,311,17,1,1,0
1.00,count_cert,130,13,7794.7,27053,391,364,13,0,0,0
1.00,count_cert,131,15,8309.6,30548,359,330,15,0,0,0
1.00,count_cert,132,14,7665.2,27006,370,344,14,0,0,0
1.00,count_cert,133,15,8185.7,29023,389,358,16,1,0,0
1.00,count_cert,134,13,7930.3,27576,396,370,13,0,0,0
1.00,count_cert,135,15,8042.7,28304,389,362,15,0,0,0
1.00,count_cert,136,12,7543.8,25989,385,358,13,1,0,0
1.00,count_cert,137,12,7532.3,24327,438,414,13,1,0,0
1.00,count_cert,138,12,6797.7,23194,354,329,12,0,0,0
1.00,count_cert,139,15,7926.5,28143,375,342,17,2,0,0
1.00,count_cert,140,12,7958.9,27300,411,384,12,0,0,0
1.00,count_cert,141,13,8305.8,29154,407,372,14,1,0,0
1.00,count_cert,142,11,8259.2,27141,467,441,11,0,0,0
1.00,count_cert,143,14,7611.7,27583,342,315,14,0,0,0
1.00,count_cert,144,13,8036.2,27871,404,377,13,0,0,0
1.00,count_cert,145,13,8816.8,32079,393,368,14,1,0,0
1.00,count_cert,146,14,7679.2,26516,388,363,15,1,0,0
1.00,count_cert,147,11,9176.8,32449,445,407,11,0,0,0
1.00,count_cert,148,15,7795.9,27119,387,362,15,0,0,0
1.00,count_cert,149,13,7966.3,27672,399,372,13,0,0,0
1.00,count_cert,150,10,7789.9,26050,426,400,10,0,0,0
1.00,count_cert,151,15,7721.8,27194,372,345,16,1,0,0
1.00,count_cert,152,11,7697.3,26376,399,372,11,0,0,0
1.00,count_cert,153,14,7677.1,27011,372,345,14,0,0,0
1.00,count_cert,154,15,8767.5,31597,401,365,16,1,0,0
1.00,count_cert,155,15,7568.4,26737,362,336,15,0,0,0
1.00,count_cert,156,16,7608.7,28049,324,299,16,0,1,0
1.00,count_cert,157,13,7977.1,26760,431,405,13,0,0,0
1.00,count_cert,158,10,7612.6,25828,403,376,12,2,0,0
1.00,count_cert,159,16,9155.7,35418,336,306,18,2,1,0
1.00,count_cert,160,16,9698.8,35889,415,360,18,2,1,0
1.00,count_cert,161,11,8092.8,27804,417,389,12,1,0,0
1.00,count_cert,162,16,7815.2,27691,370,344,17,1,1,0
1.00,count_cert,163,10,8121.0,26800,457,426,10,0,0,0
1.00,count_cert,164,11,7577.2,26461,376,350,11,0,0,0
1.00,count_cert,165,11,8174.6,28373,411,384,13,2,0,0
1.00,count_cert,166,16,9857.4,38337,360,307,17,1,1,0
1.00,count_cert,167,10,7807.2,25961,432,405,10,0,0,0
1.00,count_cert,168,16,7588.4,27377,342,317,18,2,1,0
1.00,count_cert,169,14,7929.0,28225,373,349,14,0,0,0
1.00,count_cert,170,11,7441.5,25663,380,354,11,0,0,0
1.00,count_cert,171,14,7489.2,25046,405,379,16,2,0,0
1.00,count_cert,172,12,8204.9,27930,431,404,12,0,0,0
1.00,count_cert,173,13,7597.8,27419,346,319,13,0,0,0
1.00,count_cert,174,15,8926.7,31688,425,389,15,0,0,0
1.00,count_cert,175,11,7772.1,26375,411,384,12,1,0,0
1.00,count_cert,176,13,7983.1,27871,394,368,15,2,0,0
1.00,count_cert,177,14,7597.5,25992,392,366,15,1,0,0
1.00,count_cert,178,16,7893.2,28266,364,337,17,1,1,0
1.00,count_cert,179,13,7907.9,26560,426,401,13,0,0,0
1.00,count_cert,180,10,7055.1,22195,432,406,10,0,0,0
1.00,count_cert,181,15,7777.1,27536,370,345,15,0,0,0
1.00,count_cert,182,16,7552.6,28408,302,278,17,1,1,0
1.00,count_cert,183,14,7398.3,25877,363,338,14,0,0,0
1.00,count_cert,184,16,8154.9,30495,333,305,18,2,1,0
1.00,count_cert,185,10,7534.0,25315,408,381,10,0,0,0
1.00,count_cert,186,14,7024.2,24831,335,310,15,1,0,0
1.00,count_cert,187,16,7993.4,28412,376,351,16,0,1,0
1.00,count_cert,188,14,8135.5,28243,407,382,14,0,0,0
1.00,count_cert,189,10,8655.4,29792,447,412,10,0,0,0
1.00,count_cert,190,10,7602.0,24795,437,402,12,2,0,0
1.00,count_cert,191,11,8002.9,27780,403,377,11,0,0,0
1.00,count_cert,192,12,7307.6,24728,388,362,12,0,0,0
1.00,count_cert,193,16,7791.6,27413,376,346,17,1,1,0
1.00,count_cert,194,10,7596.3,25107,425,400,10,0,0,0
1.00,count_cert,195,11,7122.9,24434,368,341,11,0,0,0
1.00,count_cert,196,10,8054.5,26998,438,412,11,1,0,0
1.00,count_cert,197,14,8044.9,27490,417,392,14,0,0,0
1.00,count_cert,198,10,7407.5,23922,433,408,10,0,0,0
1.00,count_cert,199,11,7582.0,25550,407,382,11,0,0,0
1.00,count_cert,200,12,8965.4,31052,453,430,12,0,0,0
1.00,count_cert,201,10,8184.4,28382,415,380,11,1,0,0
1.00,count_cert,202,12,7681.1,26285,398,371,13,1,0,0
1.00,count_cert,203,12,8334.7,28953,418,391,13,1,0,0
1.00,count_cert,204,11,7402.1,26010,362,335,11,0,0,0
1.00,count_cert,205,15,7785.6,26028,421,397,16,1,0,0
1.00,count_cert,206,11,9396.0,33410,448,413,13,2,0,0
1.00,count_cert,207,15,7686.8,29109,302,277,16,1,0,0
1.00,count_cert,208,13,7993.9,27734,401,374,14,1,0,0
1.00,count_cert,209,14,8043.9,27204,427,392,16,2,0,0
1.00,count_cert,210,15,7431.3,27642,308,282,17,2,0,0
1.00,count_cert,211,15,7464.0,25310,392,367,15,0,0,0
1.00,count_cert,212,13,6872.9,23820,345,319,13,0,0,0
1.00,count_cert,213,15,8127.6,29363,368,334,17,2,0,0
1.00,count_cert,214,11,7442.3,23677,446,419,12,1,0,0
1.00,count_cert,215,15,8124.5,29802,353,324,15,0,0,0
1.00,count_cert,216,12,7407.7,25503,379,352,12,0,0,0
1.00,count_cert,217,13,7983.9,27054,421,397,15,2,0,0
1.00,count_cert,218,11,7495.3,25986,378,353,11,0,0,0
1.00,count_cert,219,13,8832.6,31423,419,382,15,2,0,0
1.00,count_cert,220,15,7345.5,24478,400,375,15,0,0,0
1.00,count_cert,221,14,7643.9,27504,350,323,14,0,0,0
1.00,count_cert,222,10,7989.0,27065,425,398,11,1,0,0
1.00,count_cert,223,11,7590.8,25149,422,396,11,0,0,0
1.00,count_cert,224,10,7289.5,23763,419,392,10,0,0,0
1.00,count_cert,225,12,7389.9,26280,350,324,12,0,0,0
1.00,count_cert,226,12,9086.9,32329,433,396,12,0,0,0
1.00,count_cert,227,13,7933.1,27196,409,384,13,0,0,0
1.00,count_cert,228,10,7757.8,24994,456,429,10,0,0,0
1.00,count_cert,229,16,7140.6,25573,328,303,17,1,1,0
1.00,count_cert,230,15,7950.6,28678,361,335,15,0,0,0
1.00,count_cert,231,11,7572.5,25778,398,372,11,0,0,0
1.00,count_cert,232,15,8384.0,29645,402,367,16,1,0,0
1.00,count_cert,233,14,7905.0,27135,405,377,16,2,0,0
1.00,count_cert,234,13,7448.4,25172,395,371,14,1,0,0
1.00,count_cert,235,15,7405.1,26335,348,323,15,0,0,0
1.00,count_cert,236,14,8369.9,28250,445,419,16,2,0,0
1.00,count_cert,237,14,8301.5,28063,440,413,16,2,0,0
1.00,count_cert,238,15,8688.4,31882,377,349,16,1,0,0
1.00,count_cert,239,11,7930.6,26318,439,414,12,1,0,0
1.00,count_cert,240,11,7665.9,25610,419,394,11,0,0,0
1.00,count_cert,241,15,7499.3,26691,352,326,15,0,0,0
1.00,count_cert,242,13,7436.1,25070,398,364,14,1,0,0
1.00,count_cert,243,13,7654.6,26798,376,350,13,0,0,0
1.00,count_cert,244,15,7621.7,27288,352,326,16,1,0,0
1.00,count_cert,245,13,8924.3,31097,445,412,14,1,0,0
1.00,count_cert,246,12,8343.3,28862,422,395,14,2,0,0
1.00,count_cert,247,10,7762.1,25421,443,410,11,1,0,0
1.00,count_cert,248,15,8200.8,28329,416,380,15,0,0,0
1.00,count_cert,249,16,9178.5,33413,407,378,17,1,1,0
1.00,count_cert,250,12,6793.2,22071,391,364,12,0,0,0
1.00,count_cert,251,15,9914.2,37931,382,340,16,1,0,0
1.00,count_cert,252,11,7838.9,27604,382,353,11,0,0,0
1.00,count_cert,253,11,8368.1,29026,422,395,12,1,0,0
1.00,count_cert,254,10,8448.3,28532,453,427,10,0,0,0
1.00,count_cert,255,10,8639.6,28533,485,458,10,0,0,0
1.00,count_cert,256,15,7632.5,27598,344,318,15,0,0,0
1.00,count_cert,257,11,7548.2,25106,416,389,12,1,0,0
1.00,count_cert,258,12,7712.2,26431,398,373,13,1,0,0
1.00,count_cert,259,15,7667.5,27637,348,322,16,1,0,0
1.00,count_cert,260,10,8510.4,27792,489,454,11,1,0,0
1.00,count_cert,261,16,10081.6,38023,401,347,31,15,1,0
1.00,count_cert,262,16,8115.7,29214,369,345,17,1,1,0
1.00,count_cert,263,12,7717.0,25845,419,393,12,0,0,0
1.00,count_cert,264,10,7504.3,25016,413,386,10,0,0,0
1.00,count_cert,265,11,7262.3,25366,359,333,13,2,0,0
1.00,count_cert,266,13,7824.6,26238,423,397,13,0,0,0
1.00,count_cert,267,11,7344.8,25544,368,341,11,0,0,0
1.00,count_cert,268,16,7317.3,26247,335,313,16,0,1,0
1.00,count_cert,269,15,8287.2,28666,417,391,16,1,0,0
1.00,count_cert,270,16,6982.6,25918,290,266,17,1,1,0
1.00,count_cert,271,11,8533.1,28955,452,418,14,3,0,0
1.00,count_cert,272,11,7430.5,25117,396,369,12,1,0,0
1.00,count_cert,273,13,7482.9,25960,375,348,14,1,0,0
1.00,count_cert,274,16,7874.3,29322,326,300,16,0,1,0
1.00,count_cert,275,12,7605.1,25655,406,381,13,1,0,0
1.00,count_cert,276,12,8261.6,28293,428,403,12,0,0,0
1.00,count_cert,277,10,7550.8,25444,406,379,11,1,0,0
1.00,count_cert,278,15,7121.4,25217,338,313,15,0,0,0
1.00,count_cert,279,14,7488.1,26051,372,345,15,1,0,0
1.00,count_cert,280,15,8000.5,28712,368,343,15,0,0,0
1.00,count_cert,281,12,7334.7,26049,350,315,12,0,0,0
1.00,count_cert,282,16,8330.2,30326,369,328,20,4,1,0
1.00,count_cert,283,15,7395.0,26385,345,318,15,0,0,0
1.00,count_cert,284,14,8321.8,28039,445,419,14,0,0,0
1.00,count_cert,285,12,7894.0,26905,414,380,13,1,0,0
1.00,count_cert,286,13,7417.9,25230,389,362,13,0,0,0
1.00,count_cert,287,16,7592.5,28113,319,295,16,0,1,0
1.00,count_cert,288,11,7618.1,26866,369,342,12,1,0,0
1.00,count_cert,289,10,7930.5,26363,439,413,10,0,0,0
