experiment_id,experiment_type,repetition,number_of_points,angle_error,intersection_angle,status,area,area_lower,area_upper,diameter,diameter_upper,cover_radius,cover_radius_lower,centroid_x,centroid_y,centroid_error_bound,cover_center_x,cover_center_y,localization_error,valid_point_count,leaf_count,boundary_width,visited_cells,truth_feasible,runtime_s
number_004_5,number,4,5,1.0,90,sampled,142.3058738708496,140.99915313720703,143.6125946044922,23.979874278702198,24.08059416332556,12.049680948604237,11.999096264992001,-264.61535124867964,129.42596249708265,0.4382152102788579,-266.07624307537867,126.21036305679239,3.2691826017188617,7254,4180,0.03515625,48432,True,0.0598572000162676
number_004_6,number,4,6,1.0,90,sampled,142.3058738708496,140.99915313720703,143.6125946044922,23.979874278702198,24.08059416332556,12.049680948604237,11.999096264992001,-264.61535124867964,129.42596249708265,0.4382152102788579,-266.07624307537867,126.21036305679239,3.2691826017188617,7254,4180,0.03515625,48432,True,0.059575799969024956
number_005_2,number,5,2,1.0,90,sampled,1222.837080001831,1220.1672477722168,1225.5069122314453,49.43326925700985,49.530377863477156,24.765188931738578,24.716634628504924,192.79129659992617,22.585076936234245,0.21580914451816632,193.025390625,22.412109375,20.447138433053055,15025,8612,0.03515625,57312,True,0.10847960005048662
number_005_3,number,5,3,1.0,90,sampled,89.17511558532715,88.16085433959961,90.18937683105469,20.13621597032361,20.31182578508473,10.155912892542364,10.068107985161806,179.79902550549778,9.777604197242823,0.45684976319044973,181.23046875,12.849609375,2.3292243694360693,5508,3193,0.03515625,46560,True,0.04522930004168302
number_005_4,number,5,4,1.0,90,sampled,40.97476387023926,40.32542037963867,41.624107360839844,12.673645272172616,12.797502774780234,6.398751387390117,6.336822636086308,179.67989172156473,6.89727308089796,0.39928664659194807,181.08984375,8.490234375,1.1713574889650065,3520,2047,0.03515625,44228,True,0.029412099975161254
number_005_5,number,5,5,1.0,90,sampled,40.97476387023926,40.32542037963867,41.624107360839844,12.673645272172616,12.797502774780234,6.398751387390117,6.336822636086308,179.67989172156473,6.89727308089796,0.39928664659194807,181.08984375,8.490234375,1.1713574889650065,3520,2047,0.03515625,44228,True,0.03353899996727705
number_005_6,number,5,6,1.0,90,sampled,40.97476387023926,40.32542037963867,41.624107360839844,12.673645272172616,12.797502774780234,6.398751387390117,6.336822636086308,179.67989172156473,6.89727308089796,0.39928664659194807,181.08984375,8.490234375,1.1713574889650065,3520,2047,0.03515625,44228,True,0.03092389996163547
number_006_2,number,6,2,1.0,90,sampled,1246.0849056243896,1242.6024284362793,1249.5673828125,50.30569468848254,50.38214454438796,25.19107227219398,25.15284734424127,-117.1016600195091,202.84777920317288,0.28082466216267554,-117.0703125,202.552734375,15.259066315018494,19578,11228,0.03515625,62556,True,0.13866850000340492
number_006_3,number,6,3,1.0,90,sampled,857.7688465118408,854.8681983947754,860.6694946289062,49.29029746691981,49.3817307145987,24.69086535729935,24.645148733459905,-122.27241654962714,204.10567102468207,0.3328548882204615,-117.615234375,203.009765625,12.133591924334398,16291,9348,0.03515625,58808,True,0.12080420006532222
number_006_4,number,6,4,1.0,90,sampled,483.9537105560303,481.5718574523926,486.33556365966797,44.299839465537154,44.357324824937315,22.178662412468658,22.149919732768577,-127.24799209842885,201.84891706982023,0.4344844987617514,-120.0234375,202.2890625,14.28393798460863,13304,7645,0.03515625,55412,True,0.0976819999050349
number_006_5,number,6,5,1.0,90,sampled,59.230384826660156,58.44740295410156,60.01336669921875,15.22125561902266,15.318203856352273,7.65916604888437,7.61074723114069,-125.02630542052592,216.88467845736454,0.39970681864235785,-126.97800106232295,218.49346007436262,0.9453102761904315,4318,2501,0.03515625,45104,True,0.035733799915760756
number_006_6,number,6,6,1.0,90,sampled,59.230384826660156,58.44740295410156,60.01336669921875,15.22125561902266,15.318203856352273,7.65916604888437,7.61074723114069,-125.02630542052592,216.88467845736454,0.39970681864235785,-126.97800106232295,218.49346007436262,0.9453102761904315,4318,2501,0.03515625,45104,True,0.04239469999447465
number_007_2,number,7,2,1.0,90,sampled,1225.6875171661377,1222.8727684020996,1228.5022659301758,49.528668511444984,49.65526297988525,24.827631489942625,24.764334255722492,70.04834780044996,-89.1989518472614,0.22754063053321558,69.890625,-89.4375,18.547184064336115,15811,9064,0.03515625,58212,True,0.13550109998323023
number_007_3,number,7,3,1.0,90,sampled,106.7555923461914,105.60676574707031,107.9044189453125,22.05892906792021,22.259348416315902,11.129674208157951,11.029464533960105,57.02894724630976,-77.26288013305343,0.4739774661634205,60.46875,-78.626953125,1.08849585860787,6335,3665,0.03515625,47420,True,0.059144699946045876
number_007_4,number,7,4,1.0,90,sampled,78.19822883605957,77.08787155151367,79.30858612060547,22.05892906792021,22.259348416315902,11.129674208157951,11.029464533960105,58.50568780926456,-77.47957923861546,0.6232825693227194,60.46875,-78.626953125,2.1163099697164096,6091,3529,0.03515625,47180,True,0.059875199920497835
number_007_5,number,7,5,1.0,90,sampled,47.097564697265625,46.340538024902344,47.854591369628906,12.51878471350654,12.645161157850374,6.441818413152197,6.37766477845335,55.9189390223472,-79.52235676579774,0.40007547860497455,55.928008412951286,-80.62698573869466,3.449732327340142,4135,2395,0.03515625,44900,True,0.042687099892646074
