outer_x,outer_y,inner_x,inner_y,diameter_x,diameter_y,mec_x,mec_y,diam_circle_x,diam_circle_y,observer_x,observer_y,truth_x,truth_y
,,,,,,20.309055546131106,2.792256214965871,15.306651192535625,4.758866118720444,,,,
,,,,,,20.0673099138201,2.5857859396138902,15.080465602042826,4.565685374550396,,,,
,,,,,,19.829204503702478,2.375128067655373,14.857685929574123,4.368586569887837,,,,
,,,,,,19.59481184499274,2.1603467675188135,14.638380035975873,4.16762974293801,,,,
,,,,,,19.364203335965335,1.9415074636688594,14.422614723947717,3.962876107097113,,,,
,,,,,,19.13744922220608,1.7186768166774158,14.21045571769388,3.754388032306121,,,,
,,,,,,18.914618575214632,1.4919227029181563,14.001967642902883,3.5422290260522793,,,,
,,,,,,18.695779271364685,1.2613141938907582,13.797214007061992,3.326463714024129,,,,
,,,,,,18.480997971228124,1.0269215351810228,13.596257180112165,3.107157820425879,,,,
,,,,,,18.270340099269607,0.7888161250633967,13.399158375449606,2.8843781479571753,,,,
,,,,,,18.063869823917628,0.5470704927523933,13.205977631279557,2.6581925574643765,,,,
,,,,,,17.86165003801817,0.30175827630944596,13.01677379232807,2.428669947269446,,,,
,,,,,,17.663742339676972,0.05295420021208663,12.831604491917359,2.1958802321828976,,,,
,,,,,,17.470207013496122,-0.1992659474078966,12.650526134410091,1.9598943222070169,,,,
,,,,,,17.2811030122108,-0.45482533785021495,12.473593878028122,1.7207841009360436,,,,
,,,,,,17.096487938731677,-0.7136461252488964,12.300861618050716,1.4786224036596742,,,,
,,,,,,16.91641802859855,-0.9756494702848268,12.132381970397565,1.2334829951767894,,,,
,,,,,,16.74094813285042,-1.240755564201038,11.968206255601439,0.9854405473259202,,,,
,,,,,,16.570131701317347,-1.5088836531131857,11.80838448317547,0.7345706162395196,,,,
,,,,,,16.40402076633911,-1.7799520626079577,11.65296533637977,0.4809496193288414,,,,
,,,,,,16.242665926915656,-2.0538782226219414,11.501996157392028,0.22465481200641157,,,,
,,,,,,16.086116333294157,-2.3305786925931944,11.355522932886641,-0.034235735846658955,,,,
,,,,,,15.934419671997354,-2.609969186878125,11.213590280026706,-0.29564316366158394,,,,
,,,,,,15.787622151297807,-2.8919646004256414,11.076241432873221,-0.5594878442035229,,,,
,,,,,,15.645768487142366,-3.17647903470104,10.94351822921555,-0.8256894078268768,,,,
,,,,,,15.508901889531309,-3.4634258238514724,10.815461097827257,-1.0941667669566,,,,
,,,,,,15.377064049356129,-3.752717561105257,10.69210904615107,-1.3648381407883097,,,,
,,,,,,15.25029512570007,-4.044266125396799,10.573499648416869,-1.63762108019949,,,,
,,,,,,15.128633733605334,-4.337982708209108,10.459669034196207,-1.9124324928642773,,,,
,,,,,,15.012116932310498,-4.633777840625776,10.350651877396867,-2.1891886685642277,,,,
,,,,,,14.90078021396197,-4.931561420584024,10.24648138570089,-2.4678053046872126,,,,
,,,,,,14.794657492802695,-5.231242740320717,10.147189290449163,-2.748197531906863,,,,
,,,,,,14.693781094841583,-5.532730514002769,10.052805836975772,-3.030279940034533,,,,
,,,,,,14.598181748006649,-5.835932905533754,9.963359775394949,-3.3139666040361275,,,,
,,,,,,14.507888572785046,-6.140757556528011,9.878878351843543,-3.599171110205644,,,,
,,,,,,14.422929073352627,-6.447111614443949,9.799387300181554,-3.8858065824876693,,,,
,,,,,,14.34332912919594,-6.754901760867818,9.724910834153363,-4.173785708940657,,,,
,,,,,,14.269112987229082,-7.064034239939372,9.655471640011996,-4.463020768332956,,,,
,,,,,,14.200303254407839,-7.374414886910866,9.591090869608657,-4.753423656863608,,,,
,,,,,,14.136920890843406,-7.685949156830494,9.531788133949686,-5.044905914999556,,,,
,,,,,,14.078985203417723,-7.998542153341754,9.47758149722284,-5.337378754421335,,,,
,,,,,,14.026513839902417,-8.312098657589734,9.42848747129478,-5.630753085068793,,,,
,,,,,,13.979522783583114,-8.626523157225769,9.384521010681382,-5.92493954227885,,,,
,,,,,,13.938026348390782,-8.941719875501352,9.345695507992474,-6.219848514006776,,,,
,,,,,,13.902037174541565,-9.25759280044273,9.312022789852271,-6.515390168122943,,,,
,,,,,,13.871566224686454,-9.57404571409704,9.283513113296923,-6.811474479776538,,,,
,,,,,,13.846622780571956,-9.890982221841218,9.26017516265009,-7.108011258817983,,,,
,,,,,,13.827214440212774,-10.20830578174479,9.242016046877609,-7.404910177271782,,,,
