case1_poly_x,case1_poly_y,case1_mec_x,case1_mec_y,case1_diam_x,case1_diam_y,case2_poly_x,case2_poly_y,case2_mec_x,case2_mec_y,case2_diam_x,case2_diam_y,case3_poly_x,case3_poly_y,case3_mec_x,case3_mec_y,case3_diam_x,case3_diam_y
,,1.969615506024416,0.34729635533386066,,,1.6155912180288123,-0.5625725770875656,2.3870158384862843,0.569840916679953,,,,,2.2743160852065154,0.4010232884811615,,
,,1.963254366895328,0.3816179907530896,,,2.2963118606799693,-0.2737820014173777,2.38021709592435,0.6065236489366455,,,,,2.266970874429452,0.44065449937780155,,
,,1.9562952014676114,0.4158233816355187,,,2.3685095045975166,-0.24284015402414327,2.372779186891264,0.6430821398170852,,,,,2.2589351223633973,0.4801514826452151,,
,,1.9487401295704705,0.44990210868773,,,2.3746978740761633,-0.2366517845454964,2.3647043770461713,0.6795052532507999,,,,,2.250211276776275,0.5195022071196831,,
,,1.940591452551993,0.48384379119933546,,,2.364383924945085,-0.222212255761987,2.3559951260543723,0.7157818944045988,,,,,2.24080199503596,0.5586946861893316,,
,,1.9318516525781366,0.5176380902050415,,,2.2406165353721477,-0.053063490012305536,2.3466540868380883,0.7519010130621671,,,,,2.2307101433008216,0.5977169814453697,,
,,1.9225233918766378,0.5512747116339983,,,0.6192637319666642,2.162372783343278,2.336684104768353,0.7878516069900677,,,,,2.2199387956466587,0.6365572063186452,,
,,1.9126095119260709,0.5847434094454735,,,0.5058102915248046,2.3170820203094507,2.326088216798286,0.8236227252891293,,,,,2.208491233130312,0.6752035297004082,,
,,1.902113032590307,0.6180339887498948,,,0.49755913221994214,2.325333179614313,2.3148696505380078,0.8592034717301946,,,,,2.1963709427902187,0.7136441795461805,,
,,1.8910371511986337,0.6511363089143134,,,0.43154985778104205,2.275826223785138,2.303031823271478,0.8945830080732202,,,,,2.183581616584229,0.7518674464616371,,
,,1.8793852415718169,0.6840402866513374,,,-0.7194868652472782,1.4053289171221433,2.2905783409155576,0.929750557368706,,,,,2.170127150264997,0.7898616872693976,,
,,1.8671608529944035,0.7167358990906005,,,-0.8721333123872347,1.289812686854068,2.2775129969216117,0.9646954072404613,,,,,2.1560116421933007,0.8276153285556541,,
,,1.8543677091335748,0.749213186831824,,,-0.9402053766523504,1.2382429411986775,2.263839771119988,0.9994069131486967,,,,,2.1412393920896386,0.8651168701955427,,
,,1.8410097069048807,0.7814622569785475,,,-0.942268166478566,1.2361801513724617,2.2495628285077207,1.0338745016324546,,,,,2.125814899724494,0.9023548888561946,,
,,1.8270909152852017,0.8134732861516004,,,-0.9443309563047816,1.2258662022413835,2.2346865179798336,1.068087673530388,,,,,2.109742863547662,0.9393180414763928,,
,,1.8126155740732999,0.8452365234813989,,,-0.9463937461309972,1.2114266734578742,2.2192153710046236,1.102036007178906,,,,,2.0930281792570558,0.975995068721779,,
,,1.797588092598334,0.8767422935781548,,,-1.0784122950087975,0.2501666144413917,2.203154100243332,1.1357091615867145,,,,,2.0756759383074286,1.012374798414556,,
,,1.7820130483767358,0.9079809994790935,,,-1.2393099014536164,-0.9214980068490848,2.1865075981146207,1.169096879584782,,,,,2.0576914263594683,1.048446148936641,,
,,1.765895185717854,0.9389431255717816,,,-1.2826284878041445,-1.2371048502600759,2.1692809353042977,1.202188990950772,,,,,2.0390801216697345,1.0841981326052341,,
,,1.7492394142787915,0.9696192404926741,,,-1.2846912776303603,-1.2556699586960165,2.1514793592207324,1.2349754155069919,,,,,2.0198476934219274,1.1196198590197726,,
