experiment_id,experiment_type,method,repetition,number_points,intersection_angle,area,area_lower,area_upper,diameter,diameter_upper,cover_radius,cover_radius_lower,localization_error,centroid_error_bound,min_intersection_angle,dop,runtime,status,truth_feasible
angle_controlled_005_angle30,angle,controlled,5,2,30,2585.256591796875,2571.8216857910156,2598.6914978027344,139.95371516653645,140.41152742453664,70.20576371226832,69.97685758326823,22.057987334819163,1.4518196366770064,29.999999999999993,2.8284271247461907,0.14855669997632504,sampled,True
angle_controlled_005_angle45,angle,controlled,5,2,45,1788.6025085449219,1780.0076293945312,1797.1973876953125,93.33757280076385,93.60527012000063,46.80263506000031,46.668786400381926,15.360932541225656,0.8953117671206754,45.00000000000001,2.0,0.10383519995957613,sampled,True
angle_controlled_005_angle60,angle,controlled,5,2,60,1445.1503219604492,1437.5955047607422,1452.7051391601562,70.87838301077879,71.1181654504055,35.55908272520275,35.439191505389395,12.900136808467265,0.7397024008147324,59.99999999999999,1.632993161855452,0.10034259990788996,sampled,True
angle_controlled_005_angle90,angle,controlled,5,2,90,1236.3852310180664,1229.4224395751953,1243.3480224609375,49.74610617270163,49.92207306298738,24.96103653149369,24.873053086350815,12.30625417704244,0.5591306325406161,90.0,1.414213562373095,0.08757350000087172,sampled,True
angle_controlled_005_angle120,angle,controlled,5,2,120,1414.1221160888672,1406.682861328125,1421.5613708496094,69.35543167856655,69.52914410434528,34.76457205217264,34.67771583928327,15.563073340959003,0.7277139445333183,60.000000000000014,1.6329931618554518,0.09396990004461259,sampled,True
angle_controlled_006_angle30,angle,controlled,6,2,30,2367.8527450561523,2356.137680053711,2379.5678100585938,131.9074493548886,132.25932639683793,66.12966319841897,65.9537246774443,11.589516053705369,1.3022756480135091,30.000000000000004,2.8284271247461907,0.14672789990436286,sampled,True
angle_controlled_006_angle45,angle,controlled,6,2,45,1694.4191207885742,1685.596206665039,1703.2420349121094,89.75428493971228,89.97274978083642,44.98637489041821,44.87714246985614,9.347927193160738,0.9321304060178378,45.000000000000014,2.0,0.10522630007471889,sampled,True
angle_controlled_006_angle60,angle,controlled,6,2,60,1392.979751586914,1385.6294860839844,1400.3300170898438,68.9943712675285,69.16698914724648,34.58349457362324,34.49718563376425,8.320238760418132,0.7261084573864416,59.99999999999999,1.6329931618554523,0.08566199999768287,sampled,True
angle_controlled_006_angle90,angle,controlled,6,2,90,1216.0802307128906,1210.1921081542969,1221.9683532714844,49.29663480527854,49.42868731207143,24.726480755421324,24.657399785700797,8.14760918223726,0.4763497647458693,90.0,1.4142135623730951,0.07211599999573082,sampled,True
angle_controlled_006_angle120,angle,controlled,6,2,120,1413.7191925048828,1406.8361206054688,1420.6022644042969,69.95731578251227,70.20589574851647,35.102947874258234,34.978657891256134,10.22485616258467,0.6803202279878687,60.000000000000014,1.6329931618554518,0.08784090005792677,sampled,True
angle_controlled_007_angle30,angle,controlled,7,2,30,2682.332130432129,2671.1102142333984,2693.5540466308594,143.71284177098642,144.04592925983061,72.02296462991531,71.85642088549321,35.98443511922866,1.200251651860474,29.999999999999993,2.8284271247461903,0.13284310000017285,sampled,True
angle_controlled_007_angle45,angle,controlled,7,2,45,1829.97509765625,1822.1044921875,1837.845703125,94.88302590419599,95.15076569786827,47.57538284893413,47.441512952097995,24.567530893538365,0.8149695435084697,45.00000000000001,1.9999999999999998,0.08833099994808435,sampled,True
angle_controlled_007_angle60,angle,controlled,7,2,60,1466.385383605957,1460.2185516357422,1472.5522155761719,71.74013353091283,71.94511610557949,35.97255805278974,35.870066765456414,19.91456841945051,0.6025911168482517,59.99999999999999,1.632993161855452,0.0724893999285996,sampled,True
angle_controlled_007_angle90,angle,controlled,7,2,90,1241.9365539550781,1237.5439453125,1246.3291625976562,50.066573416618404,50.31506689880527,25.157533449402635,25.033286708309202,17.542766203469288,0.35466456911100475,90.0,1.4142135623730951,0.05808380001690239,sampled,True
angle_controlled_007_angle120,angle,controlled,7,2,120,1412.0092391967773,1406.0142059326172,1418.0042724609375,69.07912386534666,69.29777558955378,34.64888779477689,34.53956193267333,20.81204715171794,0.5859537631303223,60.000000000000014,1.6329931618554518,0.0727891999995336,sampled,True
angle_controlled_008_angle30,angle,controlled,8,2,30,2261.752830505371,2250.695297241211,2272.8103637695312,127.78995601245825,128.19079508236018,64.09539754118009,63.894978006229124,26.52130313425111,1.2473315005757089,29.999999999999993,2.8284271247461903,0.10856560000684112,sampled,True
angle_controlled_008_angle45,angle,controlled,8,2,45,1645.9422225952148,1637.836166381836,1654.0482788085938,87.98274235132794,88.2045300624359,44.10226503121795,43.99137117566397,18.786764878058896,0.8645344735351751,45.00000000000001,1.9999999999999998,0.09035780001431704,sampled,True
angle_controlled_008_angle60,angle,controlled,8,2,60,1365.470947265625,1358.984619140625,1371.957275390625,67.94741852764027,68.20040667907638,34.10020333953819,33.97370926382013,14.743752294778384,0.644874623887947,59.99999999999999,1.632993161855452,0.07203270005993545,sampled,True
angle_controlled_008_angle90,angle,controlled,8,2,90,1204.973876953125,1200.1214904785156,1209.8262634277344,49.27100462719079,49.46987830855541,24.739837535471015,24.640420075227798,10.745905424602991,0.39682882685137627,90.0,1.4142135623730951,0.0576144999358803,sampled,True
angle_controlled_008_angle120,angle,controlled,8,2,120,1413.9873962402344,1407.2118530273438,1420.762939453125,70.35897877865618,70.62483752746799,35.312418763733994,35.17948938932809,8.987070922479923,0.673612219579615,60.000000000000014,1.6329931618554518,0.07391020003706217,sampled,True
angle_controlled_009_angle30,angle,controlled,9,2,30,2329.245620727539,2316.7339782714844,2341.7572631835938,130.40802338612667,130.7220001874505,65.36100009372525,65.20401169306334,17.453033718670977,1.3968543650524958,29.999999999999993,2.828427124746191,0.1261911999899894,sampled,True
angle_controlled_009_angle45,angle,controlled,9,2,45,1676.6194152832031,1667.8861083984375,1685.3527221679688,89.06666468469918,89.36895774210504,44.68447887105252,44.53333234234959,13.383441172224375,0.9261996301040986,45.00000000000001,1.9999999999999998,0.0995390999596566,sampled,True
