method,baseline,n,area_difference_mean,area_difference_ci_low,area_difference_ci_high,diameter_difference_mean,diameter_difference_ci_low,diameter_difference_ci_high,cover_radius_difference_mean,cover_radius_difference_ci_low,cover_radius_difference_ci_high,localization_error_difference_mean,localization_error_difference_ci_low,localization_error_difference_ci_high
optimized,dop_baseline,30,-111.64858016967773,-232.06494232177732,-0.35136491775516426,-2.9050870175121655,-5.792292875423154,-0.35358500293266304,-1.6584480721164303,-3.2679198146795407,-0.2265204147978227,-2.0501775922762304,-3.9954674491545017,-0.2753118227822048
